Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
22840,0.00,0.00,16,14.70,136,0.15,1120,14.10,14.00,5.08,-9.55,5.46,1.44,0.00,0.64,0.00
22904,0.00,0.00,16,14.70,136,0.15,1111,14.10,14.00,5.22,-9.55,5.52,1.44,0.00,0.64,0.00
22976,0.00,0.00,16,14.81,136,0.15,1127,14.10,15.00,5.08,-9.55,5.49,1.44,0.00,0.64,0.00
23064,0.00,0.00,16,14.70,136,0.15,1131,14.10,14.00,5.08,-9.57,5.46,1.44,0.00,0.64,0.00
23096,0.00,0.00,16,14.70,136,0.14,1132,14.10,13.00,5.08,-9.57,5.46,1.44,0.00,0.64,0.00
23168,0.00,0.00,16,14.70,136,0.15,1118,14.10,12.50,5.08,-9.55,5.46,1.44,0.00,0.64,0.00
23224,0.00,0.00,16,14.70,136,0.15,1123,14.10,14.00,5.08,-9.57,5.52,1.44,0.00,0.64,0.00
23288,0.00,0.00,16,14.70,136,0.15,1129,14.10,13.50,5.08,-9.55,5.46,1.44,0.00,0.64,0.00
23352,0.00,0.00,16,14.70,136,0.15,1133,14.10,13.00,5.08,-9.57,5.46,1.44,0.00,0.64,0.00
23416,0.00,0.00,16,14.70,136,0.15,1124,14.10,12.50,5.08,-9.57,5.46,1.44,0.00,0.64,0.00
23480,0.00,0.00,16,14.70,136,0.15,1131,14.10,13.50,5.08,-9.57,5.43,1.44,0.00,0.64,0.00
23544,0.00,0.00,16,14.70,136,0.14,1134,14.10,13.00,5.08,-9.57,5.43,1.44,0.00,0.64,0.00
23611,0.00,0.00,16,14.70,136,0.15,1123,14.10,13.00,5.08,-9.57,5.40,1.42,0.00,0.64,0.00
23675,0.00,0.00,16,14.70,136,0.15,1121,14.10,14.00,5.08,-9.57,5.46,1.44,0.00,0.64,0.00
23738,0.00,0.00,16,14.70,136,0.14,1124,14.10,14.00,5.08,-9.53,5.46,1.44,0.00,0.64,0.00
23803,0.00,0.00,16,14.70,136,0.14,1124,14.10,14.00,5.22,-9.57,5.46,1.44,0.00,0.64,0.00
23867,0.00,0.00,16,14.70,136,0.14,1139,14.10,13.00,5.08,-9.57,5.43,1.44,0.00,0.64,0.00
23931,0.00,0.00,16,14.70,136,0.14,1146,14.10,11.50,5.08,-9.57,5.46,1.44,0.00,0.64,0.00
23994,0.00,0.00,16,14.70,136,0.14,1132,14.10,12.00,5.08,-9.61,5.40,1.44,0.00,0.64,0.00
24058,0.00,0.00,16,14.70,136,0.14,1136,14.10,13.00,5.08,-9.59,5.46,1.44,0.00,0.64,0.00
24162,0.00,0.00,16,14.70,136,0.14,1124,14.10,14.00,5.08,-9.59,5.46,1.44,0.00,0.64,0.00
24186,0.00,0.00,16,14.70,136,0.15,1132,14.10,13.50,5.08,-9.57,5.52,1.44,0.00,0.64,0.00
24251,0.00,0.00,16,14.70,136,0.14,1138,14.10,13.00,5.08,-9.57,5.49,1.44,0.00,0.64,0.00
31424,0.00,0.00,16,14.59,136,0.14,1121,14.10,14.00,4.93,-9.77,5.21,1.42,0.00,0.64,0.00
31487,0.00,0.00,16,14.59,136,0.14,1126,14.10,13.00,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
31553,0.00,0.00,16,14.59,136,0.14,1110,14.10,12.50,4.93,-14.70,5.14,1.40,0.00,0.64,0.00
31611,0.00,0.00,16,14.59,136,0.14,1112,14.10,14.00,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
31675,0.00,0.00,16,14.59,136,0.14,1122,14.10,14.00,4.93,-9.75,5.17,1.42,0.00,0.64,0.00
31743,0.00,0.00,16,14.59,136,0.14,1128,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
31807,0.00,0.00,16,14.59,136,0.14,1124,14.10,12.50,4.93,-9.75,5.17,1.42,0.00,0.64,0.00
31871,0.00,0.00,16,14.59,136,0.14,1116,14.10,13.00,4.93,-14.70,5.14,1.42,0.00,0.64,0.00
31935,0.00,0.00,16,14.59,136,0.14,1112,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
31999,0.00,0.00,16,14.47,136,0.14,1121,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
32063,0.00,0.00,16,14.59,136,0.14,1121,14.10,13.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
32127,0.00,0.00,16,14.59,136,0.14,1116,14.10,13.00,4.93,-9.75,5.17,1.42,0.00,0.64,0.00
32191,0.00,0.00,16,14.47,136,0.14,1124,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
32303,0.00,0.00,16,14.47,136,0.14,1124,14.10,13.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
32319,0.00,0.00,16,14.47,136,0.14,1134,14.10,12.00,4.93,-9.77,5.14,1.40,0.00,0.64,0.00
32383,0.00,0.00,16,14.47,136,0.14,1126,14.10,13.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
32447,0.00,0.00,16,14.47,136,0.14,1128,14.10,13.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
32511,0.00,0.00,16,14.36,136,0.14,1115,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
32575,0.00,0.00,16,14.47,136,0.14,1122,14.10,13.50,4.93,-9.77,5.17,1.42,0.00,0.64,0.00
37201,0.00,0.00,16,14.47,136,0.14,1122,14.10,13.50,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
37264,0.00,0.00,16,14.47,136,0.14,1120,14.10,13.50,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
37329,0.00,0.00,16,14.47,136,0.14,1124,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
37393,0.00,0.00,16,14.47,136,0.14,1122,14.10,13.00,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
37456,0.00,0.00,16,14.59,136,0.14,1123,14.10,13.50,4.93,-9.75,5.21,1.42,0.00,0.64,0.00
37521,0.00,0.00,16,14.59,136,0.14,1132,14.10,13.50,4.93,-9.77,5.14,1.40,0.00,0.64,0.00
37585,0.00,0.00,16,14.47,136,0.14,1127,14.10,12.50,4.93,-4.81,5.17,1.42,0.00,0.64,0.00
37649,0.00,0.00,16,14.59,136,0.14,1113,14.10,13.00,4.93,-9.77,5.10,1.40,0.00,0.64,0.00
37714,0.00,0.00,16,14.47,136,0.14,1109,14.10,14.50,4.93,-9.75,5.17,1.42,0.00,0.64,0.00
37778,0.00,0.00,16,14.59,136,0.14,1124,14.10,15.00,4.93,-9.73,5.14,1.40,0.00,0.64,0.00
37844,0.00,0.00,16,14.47,136,0.14,1119,14.10,14.00,4.93,-9.75,5.08,1.42,0.00,0.64,0.00
37900,0.00,0.00,16,14.59,136,0.14,1120,14.10,14.00,4.93,-9.73,5.14,1.42,0.00,0.64,0.00
37968,0.00,0.00,16,14.59,136,0.14,1123,14.10,14.00,4.93,-14.70,5.10,1.40,0.00,0.64,0.00
38034,0.00,0.00,16,14.59,136,0.14,1128,14.10,13.00,4.93,-9.77,5.10,1.42,0.00,0.64,0.00
38098,0.00,0.00,16,14.47,136,0.14,1124,14.10,13.00,4.93,-9.77,5.14,1.40,0.00,0.64,0.00
38158,0.00,0.00,16,14.47,136,0.14,1120,14.10,13.50,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
38222,0.00,0.00,16,14.47,136,0.14,1118,14.10,14.00,4.93,-9.75,5.14,1.40,0.00,0.64,0.00
38286,0.00,0.00,16,14.47,136,0.14,1123,14.10,14.00,4.93,-9.77,5.14,1.40,0.00,0.64,0.00
38350,0.00,0.00,16,14.47,136,0.14,1131,14.10,13.50,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
38414,0.00,0.00,16,14.47,136,0.14,1132,14.10,13.00,4.93,-14.70,5.10,1.40,0.00,0.64,0.00
38478,0.00,0.00,16,14.59,136,0.14,1124,14.10,13.00,4.93,-9.77,5.10,1.42,0.00,0.64,0.00
38544,0.00,0.00,16,14.59,136,0.14,1120,14.10,13.00,4.93,-9.75,5.14,1.40,0.00,0.64,0.00
38608,0.00,0.00,16,14.47,136,0.14,1117,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
38674,0.00,0.00,16,14.59,136,0.14,1117,14.10,14.50,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
38732,0.00,0.00,16,14.47,136,0.14,1123,14.10,13.50,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
38796,0.00,0.00,16,14.59,136,0.14,1123,14.10,13.50,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
38860,0.00,0.00,16,14.59,136,0.14,1124,14.10,13.50,4.93,-9.75,5.14,1.40,0.00,0.64,0.00
38940,0.00,0.00,16,14.47,136,0.14,1116,14.10,14.50,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
38991,0.00,0.00,16,14.47,136,0.14,1123,14.10,13.50,4.93,-9.77,5.08,1.40,0.00,0.64,0.00
39055,0.00,0.00,16,14.47,136,0.14,1124,14.10,13.50,4.93,-9.75,5.08,1.42,0.00,0.64,0.00
39119,0.00,0.00,16,14.59,136,0.14,1115,14.10,13.00,4.93,-9.77,5.14,1.40,0.00,0.64,0.00
39183,0.00,0.00,16,14.59,136,0.14,1120,14.10,14.00,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
39247,0.00,0.00,16,14.47,136,0.14,1117,14.10,14.00,4.93,-14.70,5.10,1.42,0.00,0.64,0.00
39311,0.00,0.00,16,14.47,136,0.14,1119,14.10,14.00,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
39375,0.00,0.00,16,14.47,136,0.14,1124,14.10,13.50,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
39439,0.00,0.00,16,14.47,136,0.14,1119,14.10,14.00,4.93,-4.81,5.10,1.40,0.00,0.64,0.00
39503,0.00,0.00,16,14.59,136,0.14,1126,14.10,13.00,4.93,-9.75,5.14,1.42,0.00,0.64,0.00
39567,0.00,0.00,16,14.47,136,0.13,1136,14.10,12.50,4.93,-9.77,5.08,1.40,0.00,0.64,0.00
39631,0.00,0.00,16,14.59,136,0.13,1137,14.10,12.00,4.93,-9.78,5.08,1.42,0.00,0.64,0.00
39695,0.00,0.00,16,14.59,136,0.13,1117,14.10,14.50,4.93,-9.78,5.08,1.40,0.00,0.64,0.00
39759,0.00,0.00,16,14.47,136,0.14,1104,14.10,16.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
39823,0.00,0.00,16,14.59,136,0.14,1127,14.10,16.00,4.93,-9.73,5.14,1.42,0.00,0.64,0.00
39887,0.00,0.00,16,14.47,136,0.14,1134,14.10,14.50,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
39951,0.00,0.00,16,14.59,136,0.13,1132,14.10,12.50,4.93,-9.77,5.08,1.40,0.00,0.64,0.00
40009,0.00,0.00,16,14.59,136,0.14,1119,14.10,13.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
40075,0.00,0.00,16,14.47,136,0.14,1116,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
40143,0.00,0.00,16,14.47,136,0.14,1126,14.10,14.50,4.93,-9.75,5.08,1.40,0.00,0.64,0.00
40207,0.00,0.00,16,14.59,136,0.13,1130,14.10,13.50,4.93,-9.78,5.08,1.42,0.00,0.64,0.00
40269,0.00,0.00,16,14.47,136,0.14,1120,14.10,13.00,4.93,-9.77,5.14,1.40,0.00,0.64,0.00
40333,0.00,0.00,16,14.47,136,0.14,1122,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
40397,0.00,0.00,16,14.47,136,0.14,1138,14.10,14.00,4.93,-9.78,5.08,1.40,0.00,0.64,0.00
40457,0.00,0.00,16,14.47,136,0.13,1136,14.10,12.00,4.93,-9.77,5.10,1.42,0.00,0.64,0.00
40521,0.00,0.00,16,14.47,136,0.13,1128,14.10,12.50,4.93,-9.78,5.08,1.40,0.00,0.64,0.00
40585,0.00,0.00,16,14.47,136,0.14,1124,14.10,13.50,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
40649,0.00,0.00,16,14.47,136,0.14,1128,14.10,14.00,4.93,-9.78,5.17,1.40,0.00,0.64,0.00
40716,0.00,0.00,16,14.47,136,0.14,1130,14.10,13.50,4.93,-9.80,5.14,1.42,0.00,0.64,0.00
40780,0.00,0.00,16,14.59,136,0.14,1128,14.10,13.00,4.93,-9.77,5.14,1.40,0.00,0.64,0.00
40844,0.00,0.00,16,14.59,136,0.13,1123,14.10,13.50,4.93,-9.78,5.14,1.40,0.00,0.64,0.00
40908,0.00,0.00,16,14.59,136,0.13,1121,14.10,14.00,4.93,-9.77,5.08,1.40,0.00,0.64,0.00
40972,0.00,0.00,16,14.47,136,0.14,1127,14.10,14.00,4.93,-9.78,5.08,1.42,0.00,0.64,0.00
41032,0.00,0.00,16,14.59,136,0.14,1120,14.10,13.50,4.93,-9.78,5.10,1.40,0.00,0.64,0.00
41096,0.00,0.00,16,14.47,136,0.14,1122,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
41160,0.00,0.00,16,14.36,136,0.13,1122,14.10,14.00,4.93,-9.78,5.08,1.40,0.00,0.64,0.00
41224,0.00,0.00,16,14.47,136,0.14,1121,14.10,14.00,4.93,-9.77,5.10,1.42,0.00,0.64,0.00
41288,0.00,0.00,16,14.47,136,0.14,1121,14.10,14.00,4.93,-9.77,5.08,1.40,0.00,0.64,0.00
41352,0.00,0.00,16,14.47,136,0.14,1125,14.10,14.00,4.93,-9.77,5.14,1.42,0.00,0.64,0.00
41416,0.00,0.00,16,14.47,136,0.14,1120,14.10,13.00,4.93,-9.77,5.08,1.40,0.00,0.64,0.00
43435,0.00,0.00,16,14.47,136,0.14,1120,14.10,13.00,4.93,-9.77,5.08,1.40,0.00,0.64,0.00
47686,0.00,0.00,16,14.47,138,0.13,1110,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
50579,0.00,0.00,16,14.59,138,0.13,1115,14.10,13.00,4.93,-9.77,4.97,1.40,0.00,0.64,0.00
50643,0.00,0.00,16,14.70,138,0.13,1108,14.10,12.50,4.93,-9.78,4.95,1.40,0.00,0.64,0.00
50707,0.00,0.00,16,14.59,138,0.14,1102,14.10,14.00,4.93,-9.82,5.01,1.40,0.00,0.64,0.00
50771,0.00,0.00,16,14.59,138,0.14,1106,14.10,14.00,4.93,-9.78,5.01,1.40,0.00,0.64,0.00
50837,0.00,0.00,16,14.59,138,0.13,1115,14.10,13.00,4.93,-9.80,5.01,1.40,0.00,0.64,0.00
50895,0.00,0.00,16,14.59,138,0.13,1124,14.10,12.00,4.93,-9.82,4.97,1.40,0.00,0.64,0.00
50959,0.00,0.00,16,14.59,138,0.13,1116,14.10,13.00,4.93,-9.80,4.88,1.40,0.00,0.64,0.00
51025,0.00,0.00,16,14.36,138,0.13,1110,14.10,13.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
51089,0.00,0.00,16,14.47,138,0.13,1113,14.10,14.00,4.93,-9.78,5.01,1.40,0.00,0.64,0.00
51149,0.00,0.00,16,14.47,138,0.13,1120,14.10,13.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
51213,0.00,0.00,16,14.47,138,0.13,1118,14.10,13.00,4.93,-9.82,5.01,1.40,0.00,0.64,0.00
51277,0.00,0.00,16,14.47,138,0.13,1108,14.10,13.00,4.93,-9.82,4.97,1.40,0.00,0.64,0.00
51347,0.00,0.00,16,14.47,138,0.13,1112,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
51410,0.00,0.00,16,14.47,138,0.13,1118,14.10,13.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
51474,0.00,0.00,16,14.47,138,0.13,1119,14.10,13.00,4.93,-9.82,4.97,1.40,0.00,0.64,0.00
51538,0.00,0.00,16,14.47,138,0.13,1112,14.10,13.00,4.93,-9.82,4.95,1.38,0.00,0.64,0.00
51602,0.00,0.00,16,14.47,138,0.13,1113,14.10,14.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
51666,0.00,0.00,16,14.47,138,0.13,1114,14.10,13.50,4.93,-9.84,4.88,1.38,0.00,0.64,0.00
51730,0.00,0.00,16,14.36,138,0.13,1110,14.10,14.00,4.79,-9.82,4.91,1.40,0.00,0.64,0.00
51794,0.00,0.00,16,14.47,138,0.13,1116,14.10,14.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
51850,0.00,0.00,16,14.47,138,0.13,1109,14.10,13.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
51918,0.00,0.00,16,14.36,138,0.13,1110,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
51982,0.00,0.00,16,14.47,138,0.13,1114,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
52046,0.00,0.00,16,14.47,138,0.13,1114,14.10,13.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
52110,0.00,0.00,16,14.59,138,0.13,1114,14.10,13.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
52174,0.00,0.00,16,14.47,138,0.13,1104,14.10,13.50,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
52238,0.00,0.00,16,14.47,138,0.13,1106,14.10,14.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
52302,0.00,0.00,16,14.59,138,0.13,1116,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
52368,0.00,0.00,16,14.59,138,0.13,1114,14.10,13.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
52432,0.00,0.00,16,14.59,138,0.13,1114,14.10,13.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
52496,0.00,0.00,16,14.59,138,0.13,1108,14.10,14.00,4.93,-9.82,4.91,1.40,0.00,0.64,0.00
52560,0.00,0.00,16,14.59,138,0.13,1109,14.10,14.00,4.93,-9.84,4.95,1.40,0.00,0.64,0.00
52624,0.00,0.00,16,14.70,138,0.13,1124,14.10,13.50,4.79,-9.82,4.95,1.40,0.00,0.64,0.00
52683,0.00,0.00,16,14.70,138,0.13,1129,14.10,12.00,4.93,-9.84,4.91,1.40,0.00,0.64,0.00
52747,0.00,0.00,16,14.70,138,0.13,1121,14.10,13.00,4.79,-9.84,4.88,1.40,0.00,0.64,0.00
52809,0.00,0.00,16,14.59,138,0.13,1104,14.10,15.00,4.79,-9.82,4.88,1.40,0.00,0.64,0.00
52874,0.00,0.00,16,14.59,138,0.13,1096,14.10,15.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
52942,0.00,0.00,16,14.59,138,0.14,1109,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
53006,0.00,0.00,16,14.47,138,0.13,1117,14.10,13.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
53070,0.00,0.00,16,14.47,138,0.13,1110,14.10,12.50,4.93,-9.82,4.88,1.38,0.00,0.64,0.00
53134,0.00,0.00,16,14.59,138,0.13,1108,14.10,14.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
53198,0.00,0.00,16,14.47,138,0.13,1105,14.10,14.50,4.93,-9.84,4.88,1.40,0.00,0.64,0.00
53262,0.00,0.00,16,14.47,138,0.13,1112,14.10,13.50,4.79,-9.82,4.89,1.38,0.00,0.64,0.00
53326,0.00,0.00,16,14.47,138,0.13,1116,14.10,13.00,4.93,-9.84,4.88,1.40,0.00,0.64,0.00
53390,0.00,0.00,16,14.47,138,0.13,1109,14.10,14.00,4.93,-9.82,4.88,1.38,0.00,0.64,0.00
53454,0.00,0.00,16,14.59,138,0.13,1108,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
53518,0.00,0.00,16,14.47,138,0.14,1100,14.10,15.00,4.93,-9.84,4.95,1.40,0.00,0.64,0.00
53582,0.00,0.00,16,14.59,138,0.13,1113,14.10,15.00,4.93,-9.82,4.91,1.40,0.00,0.64,0.00
53646,0.00,0.00,16,14.59,138,0.13,1108,14.10,13.50,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
53710,0.00,0.00,16,14.59,138,0.13,1102,14.10,14.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
53774,0.00,0.00,16,14.59,138,0.13,1105,14.10,14.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
53830,0.00,0.00,16,14.59,138,0.13,1112,14.10,14.00,4.79,-9.84,4.89,1.38,0.00,0.64,0.00
53894,0.00,0.00,16,14.70,138,0.13,1101,14.10,14.00,4.79,-9.82,4.91,1.40,0.00,0.64,0.00
53966,0.00,0.00,16,14.59,138,0.13,1107,14.10,14.50,4.93,-9.80,4.95,1.40,0.00,0.64,0.00
54030,0.00,0.00,16,14.70,138,0.13,1106,14.10,14.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
54086,0.00,0.00,16,14.70,138,0.13,1103,14.10,14.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
54150,0.00,0.00,16,14.70,138,0.13,1107,14.10,14.00,4.93,-9.82,4.91,1.38,0.00,0.64,0.00
54214,0.00,0.00,16,14.81,138,0.13,1110,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
54278,0.00,0.00,16,14.81,138,0.13,1110,14.10,13.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
54342,0.00,0.00,16,14.70,138,0.13,1106,14.10,13.50,4.93,-9.82,4.91,1.40,0.00,0.64,0.00
54408,0.00,0.00,16,14.70,138,0.13,1106,14.10,14.00,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
54471,0.00,0.00,16,14.70,138,0.13,1117,14.10,14.00,4.93,-9.82,4.88,1.38,0.00,0.64,0.00
54535,0.00,0.00,16,14.70,138,0.13,1119,14.10,13.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
54600,0.00,0.00,16,14.70,138,0.13,1118,14.10,12.50,4.93,-9.84,4.88,1.40,0.00,0.64,0.00
54664,0.00,0.00,16,14.70,138,0.13,1112,14.10,13.00,4.79,-9.82,4.88,1.38,0.00,0.64,0.00
54728,0.00,0.00,16,14.70,138,0.13,1123,14.10,13.50,4.93,-9.84,4.89,1.40,0.00,0.64,0.00
54791,0.00,0.00,16,14.59,138,0.13,1126,14.10,13.00,4.79,-9.84,4.91,1.40,0.00,0.64,0.00
54855,0.00,0.00,16,14.59,138,0.13,1113,14.10,12.00,4.79,-9.82,4.95,1.40,0.00,0.64,0.00
54919,0.00,0.00,16,14.59,138,0.13,1096,14.10,14.00,4.79,-9.84,4.88,1.40,0.00,0.64,0.00
54983,0.00,0.00,16,14.59,138,0.14,1096,14.10,15.50,4.79,-9.82,4.91,1.40,0.00,0.64,0.00
55047,0.00,0.00,16,14.47,138,0.13,1096,14.10,15.50,4.93,-9.82,4.95,1.40,0.00,0.64,0.00
55111,0.00,0.00,16,14.59,138,0.13,1106,14.10,14.00,4.93,-9.82,4.88,1.38,0.00,0.64,0.00
55175,0.00,0.00,16,14.47,140,0.13,1112,14.10,13.50,4.93,-9.82,4.85,1.40,0.00,0.64,0.00
55239,0.00,0.00,16,14.59,140,0.13,1116,14.10,13.00,4.79,-9.84,4.91,1.40,0.00,0.64,0.00
55303,0.00,0.00,16,14.59,140,0.13,1106,14.10,14.00,4.79,-9.82,4.88,1.38,0.00,0.64,0.00
55367,0.00,0.00,16,14.36,140,0.13,1100,14.10,15.00,4.93,-9.82,4.88,1.40,0.00,0.64,0.00
55431,0.00,0.00,16,14.47,140,0.13,1114,14.10,13.00,4.93,-9.84,4.91,1.40,0.00,0.64,0.00
55495,0.00,0.00,16,14.36,140,0.13,1120,14.10,12.50,4.79,-9.84,4.88,1.40,0.00,0.64,0.00
57519,0.00,0.00,16,14.36,140,0.13,1120,14.10,12.50,4.79,-9.84,4.88,1.40,0.00,0.64,0.00
60142,0.00,0.00,16,14.47,140,0.13,1111,14.10,13.00,4.79,-9.84,4.88,1.38,0.00,0.64,0.00
60198,0.00,0.00,16,14.47,140,0.13,1113,14.10,13.00,4.79,-9.84,4.88,1.40,0.00,0.64,0.00
60263,0.00,0.00,16,14.47,140,0.13,1110,14.10,13.00,4.79,-9.86,4.82,1.38,0.00,0.64,0.00
60328,0.00,0.00,16,14.36,140,0.13,1106,14.10,13.00,4.79,-9.86,4.88,1.40,0.00,0.64,0.00
60402,0.00,0.00,16,14.47,140,0.13,1115,14.10,14.00,4.79,-9.84,4.88,1.38,0.00,0.64,0.00
60450,0.00,0.00,16,14.36,140,0.13,1112,14.10,13.00,4.79,-9.86,4.88,1.40,0.00,0.64,0.00
60516,0.00,0.00,16,14.47,140,0.13,1113,14.10,13.00,4.79,-9.86,4.88,1.40,0.00,0.64,0.00
60580,0.00,0.00,16,14.47,140,0.13,1116,14.10,13.00,4.79,-9.86,4.88,1.38,0.00,0.64,0.00
60644,0.00,0.00,16,14.36,140,0.13,1111,14.10,13.00,4.79,-9.86,4.88,1.40,0.00,0.64,0.00
60708,0.00,0.00,16,14.36,140,0.13,1106,14.10,13.50,4.79,-9.86,4.85,1.38,0.00,0.64,0.00
60772,0.00,0.00,16,14.36,140,0.13,1110,14.10,14.00,4.79,-9.86,4.88,1.40,0.00,0.64,0.00
60836,0.00,0.00,16,14.36,140,0.13,1097,14.10,13.50,4.79,-9.86,4.88,1.38,0.00,0.64,0.00
60900,0.00,0.00,16,14.47,140,0.13,1100,14.10,14.00,4.79,-9.86,4.88,1.40,0.00,0.64,0.00
60968,0.00,0.00,16,14.47,140,0.13,1103,14.10,14.50,4.79,-9.84,4.88,1.40,0.00,0.64,0.00
61032,0.00,0.00,16,14.36,140,0.13,1113,14.10,14.00,4.79,-9.84,4.85,1.38,0.00,0.64,0.00
61088,0.00,0.00,16,14.47,140,0.13,1109,14.10,13.00,4.79,-9.86,4.79,1.38,0.00,0.64,0.00
61152,0.00,0.00,16,14.47,140,0.13,1099,14.10,13.50,4.79,-9.84,4.82,1.38,0.00,0.64,0.00
61224,0.00,0.00,16,14.24,140,0.13,1097,14.10,14.50,4.79,-9.84,4.82,1.40,0.00,0.64,0.00
61280,0.00,0.00,16,14.36,140,0.13,1097,14.10,14.50,4.79,-9.86,4.82,1.38,0.00,0.64,0.00
61348,0.00,0.00,16,14.24,140,0.13,1101,14.10,14.50,4.79,-9.84,4.82,1.38,0.00,0.64,0.00
61412,0.00,0.00,16,14.36,140,0.13,1104,14.10,14.00,4.79,-9.86,4.82,1.38,0.00,0.64,0.00
61478,0.00,0.00,16,14.24,140,0.13,1096,14.10,14.00,4.79,-9.82,4.82,1.40,0.00,0.64,0.00
61543,0.00,0.00,16,14.24,140,0.13,1102,14.10,14.50,4.93,-9.86,4.85,1.38,0.00,0.64,0.00
61607,0.00,0.00,16,14.36,140,0.13,1096,14.10,14.00,4.79,-9.86,4.85,1.40,0.00,0.64,0.00
61671,0.00,0.00,16,14.24,140,0.13,1098,14.10,14.50,4.79,-9.84,4.82,1.40,0.00,0.64,0.00
61733,0.00,0.00,16,14.36,140,0.13,1098,14.10,14.00,4.79,-9.84,4.85,1.38,0.00,0.64,0.00
61797,0.00,0.00,16,14.36,140,0.13,1102,14.10,14.00,4.79,-9.82,4.82,1.40,0.00,0.64,0.00
61861,0.00,0.00,16,14.36,140,0.13,1098,14.10,14.00,4.93,-9.86,4.82,1.38,0.00,0.64,0.00
