Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Tip-in Throttle* (%),Tip-in Enrichment (Last Calculated)* (raw enrichment value)
51436,14.47,0.14,1108,0.00,0.00,16,14.10,12.00,5.08,5.01,-1.08,0.64,0.0,0
51632,14.24,0.14,1072,0.00,0.00,16,14.10,16.00,5.08,5.01,-1.08,0.64,0.0,0
51835,14.24,0.14,1091,0.00,0.00,16,14.10,13.50,5.08,4.97,-1.08,0.64,0.0,0
52038,14.47,0.14,1089,0.00,0.00,16,14.10,14.00,5.08,5.08,-1.08,0.64,0.0,0
52236,14.36,0.14,1098,0.00,0.00,16,14.10,13.00,5.08,5.01,-1.08,0.64,0.0,0
52431,14.47,0.14,1086,0.00,0.00,16,14.10,15.50,5.08,5.08,-1.08,0.64,0.0,0
52623,14.47,0.14,1073,0.00,0.00,16,14.10,15.50,5.08,4.97,-1.08,0.64,0.0,0
52823,14.59,0.14,1079,0.00,0.00,16,14.10,14.00,5.08,5.08,-1.08,0.64,0.0,0
53026,14.59,0.14,1087,0.00,0.00,16,14.10,13.50,5.08,5.08,-1.08,0.64,0.0,0
53229,14.47,0.14,1085,0.00,0.00,16,14.10,14.00,5.08,5.08,-1.08,0.64,0.0,0
53417,14.36,0.14,1083,0.00,0.00,16,14.10,14.00,5.22,4.97,-1.08,0.64,0.0,0
53626,14.47,0.14,1090,0.00,0.00,16,14.10,13.00,5.08,5.08,-1.08,0.64,0.0,0
53827,14.47,0.14,1094,0.00,0.00,16,14.10,13.00,5.08,5.01,-1.08,0.64,0.0,0
54028,14.47,0.14,1079,0.00,0.00,16,14.10,14.50,5.08,5.08,-1.08,0.64,0.0,0
54228,14.36,0.14,1105,0.00,0.00,16,14.10,13.50,5.08,5.01,-1.08,0.64,0.0,0
54434,14.36,0.14,1080,0.00,0.00,16,14.10,14.00,5.08,4.97,-1.08,0.64,0.0,0
54624,14.36,0.14,1080,0.00,0.00,16,14.10,14.00,5.22,4.95,-1.08,0.64,0.0,0
54825,14.47,0.14,1075,0.00,0.00,16,14.10,15.50,5.22,4.97,-1.08,0.64,0.0,0
55024,14.70,0.14,1078,0.00,0.00,16,14.10,15.00,5.22,5.08,-1.08,0.64,0.0,0
55224,14.70,0.14,1076,0.00,0.00,16,14.10,14.00,5.22,5.08,-1.08,0.64,0.0,0
55424,14.81,0.14,1095,0.00,0.00,16,14.10,11.50,5.08,5.04,-1.08,0.64,0.0,0
55622,14.70,0.14,1098,0.00,0.00,16,14.10,12.50,5.08,4.95,-1.08,0.64,0.0,0
55822,14.47,0.14,1076,0.00,0.00,16,14.10,15.00,5.22,5.01,-1.08,0.64,0.0,0
56023,14.47,0.14,1083,0.00,0.00,16,14.10,14.00,5.08,5.04,-1.08,0.64,0.0,0
56222,14.47,0.14,1080,0.00,0.00,16,14.10,14.00,5.08,5.01,-1.08,0.64,0.0,0
56423,14.47,0.13,1094,0.00,0.00,16,14.10,13.00,5.08,4.88,-1.08,0.64,0.0,0
56618,14.47,0.14,1062,0.00,0.00,16,14.10,16.50,5.22,4.97,-1.08,0.64,0.0,0
56817,14.59,0.14,1059,0.00,0.00,16,14.10,16.50,5.22,5.01,-1.08,0.64,0.0,0
57019,14.70,0.14,1071,0.00,0.00,16,14.10,14.50,5.22,5.01,-1.08,0.64,0.0,0
57216,14.70,0.14,1073,0.00,0.00,16,14.10,14.00,5.22,4.91,-1.08,0.64,0.0,0
57417,14.81,0.14,1070,0.00,0.00,16,14.10,14.00,5.22,5.01,-1.08,0.64,0.0,0
57613,14.93,0.14,1080,0.00,0.00,16,14.10,13.00,5.22,5.01,-1.08,0.64,0.0,0
57814,14.93,0.14,1056,0.00,0.00,16,14.10,15.50,5.22,4.95,-1.08,0.64,0.0,0
58013,14.81,0.14,1078,0.00,0.00,16,14.10,13.00,5.22,5.01,-1.08,0.64,0.0,0
58212,14.81,0.14,1092,0.00,0.00,16,14.10,13.00,5.22,5.01,-1.08,0.64,0.0,0
58414,14.59,0.14,1083,0.00,0.00,16,14.10,13.00,5.22,4.95,-1.08,0.64,0.0,0
58610,14.70,0.14,1083,0.00,0.00,16,14.10,13.00,5.22,5.01,-1.08,0.64,0.0,0
58812,14.70,0.14,1078,0.00,0.00,16,14.10,15.00,5.22,5.01,-1.08,0.64,0.0,0
59012,14.70,0.14,1080,0.00,0.00,16,14.10,14.00,5.22,5.01,-1.08,0.64,0.0,0
59210,14.47,0.14,1079,0.00,0.00,16,14.10,13.50,5.08,5.01,-1.08,0.64,0.0,0
59412,14.47,0.14,1084,0.00,0.00,16,14.10,13.50,5.22,5.08,-1.08,0.64,0.0,0
59608,14.47,0.14,1091,0.00,0.00,16,14.10,12.00,5.22,5.01,-1.08,0.64,0.0,0
59810,14.47,0.14,1083,0.00,0.00,16,14.10,14.00,5.22,5.01,-1.08,0.64,0.0,0
60010,14.36,0.14,1091,0.00,0.00,16,14.10,13.00,5.08,5.01,-1.08,0.64,0.0,0
60211,14.24,0.14,1084,0.00,0.00,16,14.10,14.00,5.08,5.04,-1.08,0.64,0.0,0
60407,14.47,0.14,1100,0.00,0.00,16,14.10,12.00,5.08,5.01,-1.08,0.64,0.0,0
60607,14.47,0.14,1080,0.00,0.00,16,14.10,14.50,5.08,5.01,-1.08,0.64,0.0,0
60805,14.24,0.14,1093,0.00,0.00,16,14.10,13.00,5.08,5.04,-1.08,0.64,0.0,0
61006,14.24,0.14,1100,0.00,0.00,16,14.10,12.50,5.08,5.01,-1.08,0.64,0.0,0
61206,14.36,0.14,1094,0.00,0.00,16,14.10,13.50,5.08,4.95,-1.08,0.64,0.0,0
61401,14.24,0.14,1099,0.00,0.00,16,14.10,13.00,5.08,5.01,-1.08,0.64,0.0,0
61602,14.36,0.14,1090,0.00,0.00,16,14.10,14.00,5.08,5.01,-1.08,0.64,0.0,0
61800,14.47,0.14,1100,0.00,0.00,16,14.10,13.00,5.08,4.97,-1.08,0.64,0.0,0
62000,14.47,0.14,1082,0.00,0.00,16,14.10,15.00,5.08,4.97,-1.08,0.64,0.0,0
62196,14.47,0.14,1080,0.00,0.00,16,14.10,15.00,5.08,4.95,-1.08,0.64,0.0,0
62396,14.36,0.14,1088,0.00,0.00,16,14.10,14.00,5.08,4.97,-1.08,0.64,0.0,0
62595,14.36,0.14,1087,0.00,0.00,16,14.10,14.00,5.22,4.97,-1.08,0.64,0.0,0
62796,14.59,0.14,1090,0.00,0.00,16,14.10,13.50,5.22,4.97,-1.08,0.64,0.0,0
62993,14.70,0.14,1081,0.00,0.00,16,14.10,14.00,5.08,5.04,-1.08,0.64,0.0,0
63196,14.81,0.14,1090,0.00,0.00,16,14.10,13.50,5.08,4.91,-1.08,0.64,0.0,0
63394,14.81,0.14,1068,0.00,0.00,16,14.10,13.00,5.08,5.01,-1.08,0.64,0.0,0
63593,14.59,0.14,1084,0.00,0.00,16,14.10,14.00,5.08,4.91,-1.08,0.64,0.0,0
63791,14.47,0.14,1079,0.00,0.00,16,14.10,13.50,5.08,5.01,-1.08,0.64,0.0,0
63993,14.47,0.14,1083,0.00,0.00,16,14.10,14.00,5.08,4.97,-1.08,0.64,0.0,0
64191,14.36,0.14,1082,0.00,0.00,16,14.10,14.00,5.08,4.95,-1.08,0.64,0.0,0
64389,14.24,0.14,1072,0.00,0.00,16,14.10,14.00,5.08,4.97,-1.08,0.64,0.0,0
64588,14.36,0.14,1084,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64,0.0,0
64790,14.47,0.14,1071,0.00,0.00,16,14.10,14.50,5.08,4.95,-1.08,0.64,0.0,0
64990,14.36,0.14,1080,0.00,0.00,16,14.10,13.50,5.08,5.01,-1.08,0.64,0.0,0
65190,14.24,0.14,1076,0.00,0.00,16,14.10,14.00,5.08,4.95,-1.08,0.64,0.0,0
65389,14.47,0.14,1078,0.00,0.00,16,14.10,14.00,5.08,4.95,-1.08,0.64,0.0,0
65588,14.59,0.14,1075,0.00,0.00,16,14.10,14.00,5.08,4.95,-1.08,0.64,0.0,0
65789,14.47,0.14,1071,0.00,0.00,16,14.10,14.00,5.08,5.01,-1.08,0.64,0.0,0
65986,14.36,0.14,1080,0.00,0.00,16,14.10,13.50,5.08,4.95,-1.08,0.64,0.0,0
66187,14.47,0.14,1077,0.00,0.00,16,14.10,13.00,5.08,5.01,-1.08,0.64,0.0,0
66386,14.36,0.14,1086,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64,0.0,0
66589,14.36,0.14,1066,0.00,0.00,16,14.10,15.00,5.08,5.01,-1.08,0.64,0.0,0
66782,14.59,0.14,1074,0.00,0.00,16,14.10,14.00,5.08,5.01,-1.08,0.64,0.0,0
66979,14.59,0.14,1079,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64,0.0,0
67182,14.59,0.14,1078,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64,0.0,0
67380,14.47,0.14,1070,0.00,0.00,16,14.10,14.00,5.08,4.97,-1.08,0.64,0.0,0
67589,14.59,0.14,1084,0.00,0.00,16,14.10,12.50,5.08,4.97,-1.08,0.64,0.0,0
67778,14.59,0.14,1079,0.00,0.00,16,14.10,14.00,5.08,4.95,-1.08,0.64,0.0,0
67976,14.47,0.14,1086,0.00,0.00,16,14.10,13.50,5.08,4.95,-1.08,0.64,0.0,0
68172,14.47,0.14,1080,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64,0.0,0
68360,14.59,0.14,1074,0.00,0.00,16,14.10,13.00,5.08,5.01,-1.08,0.64,0.0,0
68579,14.59,0.14,1068,0.00,0.00,16,14.10,15.00,5.08,4.95,-1.08,0.64,0.0,0
68775,14.47,0.14,1079,0.00,0.00,16,14.10,14.00,5.08,4.95,-1.08,0.64,0.0,0
68971,14.24,0.14,1057,0.00,0.00,16,14.10,14.50,5.08,4.95,-1.08,0.64,0.0,0
69174,14.47,0.14,1060,0.00,0.00,16,14.10,14.00,5.08,4.95,-1.08,0.64,0.0,0
72020,14.36,0.14,1080,0.00,0.00,16,14.10,13.50,5.08,4.88,-1.08,0.64,0.0,0
72215,14.47,0.14,1072,0.00,0.00,16,14.10,14.00,5.08,4.95,-1.08,0.64,0.0,0
72420,14.59,0.14,1055,0.00,0.00,16,14.10,15.50,5.22,5.01,-1.08,0.64,0.0,0
72616,14.70,0.15,1046,0.00,0.00,16,14.10,16.50,5.22,5.33,-1.08,0.66,0.0,0
72818,14.70,0.17,1026,0.00,0.00,16,14.10,17.50,5.51,5.68,-1.08,0.66,0.0,0
73018,14.36,0.19,974,0.00,0.00,16,14.80,14.00,5.95,6.40,-1.08,0.72,0.0,0
73213,14.24,0.27,1000,0.00,0.00,16,21.13,19.00,6.96,8.48,-1.08,0.80,0.0,0
73415,13.67,0.26,1202,0.00,0.00,16,28.87,29.00,8.13,10.79,-1.39,0.82,0.0,0
73613,12.98,0.24,1485,0.00,0.00,16,28.52,28.50,7.98,11.77,-1.39,0.82,0.0,0
73813,15.39,0.24,1521,0.00,0.00,16,28.87,28.50,7.84,12.26,-1.39,0.82,0.0,0
74013,16.42,0.24,1554,0.00,0.00,16,29.22,29.00,7.69,12.37,-1.39,0.82,0.0,0
74212,14.93,0.24,1541,0.00,0.00,16,29.22,28.50,7.69,12.42,-1.39,0.82,0.0,0
74411,14.59,0.25,1515,0.00,0.00,16,29.22,29.00,7.84,12.59,-1.39,0.82,0.0,0
74608,14.47,0.27,1479,0.00,0.00,16,29.22,29.50,8.13,12.90,-1.39,0.82,0.0,0
74809,14.36,0.27,1424,0.00,0.00,16,29.57,29.50,8.27,12.75,-1.39,0.82,0.0,0
75010,13.90,0.28,1390,0.00,0.00,16,29.57,29.50,8.42,12.85,-1.39,0.82,0.0,0
75210,14.47,0.26,1362,0.00,0.00,16,29.57,29.00,8.42,10.90,-1.39,0.66,-1.2,0
75408,14.70,0.16,1469,0.00,0.00,16,21.13,13.00,5.37,4.43,-1.39,0.64,0.0,0
75606,13.21,0.10,1471,0.00,0.00,16,14.10,9.50,4.50,5.01,-1.39,0.64,0.0,0
75808,12.29,0.09,1382,0.00,0.00,16,14.10,19.50,4.21,4.35,-1.39,0.64,0.0,0
76007,12.52,0.11,1320,0.00,0.00,16,14.10,22.00,4.21,4.69,-1.39,0.64,0.0,0
76207,12.75,0.11,1282,0.00,0.00,16,14.10,22.00,4.06,4.64,-1.39,0.64,0.0,0
76407,13.32,0.12,1231,0.00,0.00,16,14.10,22.00,4.21,4.73,-1.39,0.64,0.0,0
76602,13.90,0.12,1192,0.00,0.00,16,14.10,22.00,4.21,4.64,-1.08,0.64,0.0,0
76804,13.90,0.12,1162,0.00,0.00,16,14.10,22.00,4.35,4.57,-1.08,0.64,0.0,0
77000,13.78,0.12,1134,0.00,0.00,16,14.10,22.00,4.35,4.48,-1.08,0.64,0.0,0
77202,13.67,0.12,1092,0.00,0.00,16,14.10,22.00,4.50,4.35,-1.08,0.64,0.0,0
77400,13.90,0.13,1058,0.00,0.00,16,14.10,22.00,4.50,4.46,-1.08,0.64,0.0,0
77596,13.90,0.13,1021,0.00,0.00,16,14.10,22.00,4.64,4.55,-1.08,0.64,0.0,0
77798,13.90,0.13,1020,0.00,0.00,16,14.10,22.00,4.79,4.57,-1.08,0.64,0.0,0
77999,14.13,0.14,1030,0.00,0.00,16,14.10,21.00,4.93,4.73,-1.08,0.64,0.0,0
78199,14.47,0.14,1036,0.00,0.00,16,14.10,18.50,4.93,4.85,-1.08,0.64,0.0,0
78399,14.59,0.14,1046,0.00,0.00,16,14.10,16.00,5.08,4.91,-1.08,0.64,0.0,0
78600,14.81,0.14,1060,0.00,0.00,16,14.10,14.50,5.08,5.01,-1.08,0.64,0.0,0
78797,15.04,0.14,1054,0.00,0.00,16,14.10,15.50,5.08,5.01,-1.08,0.64,0.0,0
78999,15.04,0.15,1054,0.00,0.00,16,14.10,15.50,5.22,5.10,-1.08,0.64,0.0,0
79196,15.16,0.14,1044,0.00,0.00,16,14.10,14.00,5.22,5.08,-1.08,0.64,0.0,0
79393,15.27,0.14,1060,0.00,0.00,16,14.10,13.50,5.22,5.08,-1.08,0.64,0.0,0
79592,15.27,0.15,1050,0.00,0.00,16,14.10,14.50,5.22,5.10,-1.08,0.64,0.0,0
79790,15.16,0.14,1064,0.00,0.00,16,14.10,13.00,5.22,5.14,-1.08,0.64,0.0,0
79993,15.04,0.15,1052,0.00,0.00,16,14.10,14.00,5.22,5.14,-1.08,0.64,0.0,0
80193,15.16,0.14,1075,0.00,0.00,16,14.10,12.00,5.37,5.14,-1.08,0.64,0.0,0
80393,15.16,0.14,1066,0.00,0.00,16,14.10,13.50,5.22,5.08,-1.08,0.64,0.0,0
80588,14.93,0.14,1071,0.00,0.00,16,14.10,13.00,5.22,5.08,-1.08,0.64,0.0,0
80791,15.04,0.14,1070,0.00,0.00,16,14.10,13.50,5.22,5.08,-1.08,0.64,0.0,0
80989,14.81,0.14,1080,0.00,0.00,16,14.10,12.50,5.22,5.01,-1.08,0.64,0.0,0
81186,14.81,0.14,1078,0.00,0.00,16,14.10,13.00,5.22,5.08,-1.08,0.64,0.0,0
81386,14.81,0.14,1069,0.00,0.00,16,14.10,14.00,5.22,5.01,-1.08,0.64,0.0,0
81586,14.81,0.14,1074,0.00,0.00,16,14.10,13.50,5.22,5.08,-1.08,0.64,0.0,0
81785,14.81,0.14,1080,0.00,0.00,16,14.10,13.00,5.22,5.01,-1.08,0.64,0.0,0
81985,14.70,0.14,1081,0.00,0.00,16,14.10,14.00,5.22,5.01,-1.08,0.64,0.0,0
82183,14.70,0.14,1068,0.00,0.00,16,14.10,14.50,5.22,5.01,-1.08,0.64,0.0,0
82381,14.70,0.14,1079,0.00,0.00,16,14.10,13.00,5.22,5.04,-1.08,0.64,0.0,0
82579,14.70,0.14,1074,0.00,0.00,16,14.10,14.00,5.22,5.01,-1.08,0.64,0.0,0
82780,14.59,0.14,1081,0.00,0.00,16,14.10,13.00,5.22,4.97,-1.08,0.64,0.0,0
82976,14.47,0.14,1068,0.00,0.00,16,14.10,14.00,5.22,5.01,-1.08,0.64,0.0,0
83179,14.59,0.14,1088,0.00,0.00,16,14.10,11.50,5.08,4.97,-1.08,0.64,0.0,0
83379,14.59,0.14,1075,0.00,0.00,16,14.10,15.50,5.08,4.95,-1.08,0.64,0.0,0
83578,14.59,0.14,1077,0.00,0.00,16,14.10,14.00,5.08,4.97,-1.08,0.64,0.0,0
83778,14.47,0.14,1066,0.00,0.00,16,14.10,15.00,5.08,4.95,-1.08,0.64,0.0,0
83979,14.47,0.14,1063,0.00,0.00,16,14.10,14.50,5.08,5.01,-1.08,0.64,0.0,0
84179,14.59,0.14,1064,0.00,0.00,16,14.10,14.50,5.08,4.95,-1.08,0.64,0.0,0
84375,14.47,0.14,1071,0.00,0.00,16,14.10,13.50,5.08,4.95,-1.08,0.64,0.0,0
84576,14.24,0.14,1080,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64,0.0,0
84772,14.47,0.14,1064,0.00,0.00,16,14.10,14.50,5.08,4.91,-1.08,0.64,0.0,0
84974,14.70,0.14,1052,0.00,0.00,16,14.10,15.50,5.22,4.88,-1.08,0.64,0.0,0
85175,14.70,0.14,1058,0.00,0.00,16,14.10,15.00,5.22,4.97,-1.08,0.64,0.0,0
85375,14.59,0.14,1054,0.00,0.00,16,14.10,15.00,5.22,4.97,-1.08,0.64,0.0,0
85578,14.70,0.14,1064,0.00,0.00,16,14.10,13.50,5.22,4.88,-1.08,0.64,0.0,0
85770,14.59,0.14,1040,0.00,0.00,16,14.10,16.00,5.22,4.97,-1.08,0.64,0.0,0
85973,14.70,0.14,1062,0.00,0.00,16,14.10,13.50,5.22,4.95,-1.08,0.64,0.0,0
86169,14.70,0.14,1068,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64,0.0,0
86365,14.47,0.14,1063,0.00,0.00,16,14.10,13.50,5.22,4.95,-1.08,0.64,0.0,0
86573,14.36,0.14,1054,0.00,0.00,16,14.10,14.50,5.22,4.95,-1.08,0.64,0.0,0
86766,14.59,0.14,1072,0.00,0.00,16,14.10,13.00,5.22,4.95,-1.08,0.64,0.0,0
86968,14.70,0.14,1063,0.00,0.00,16,14.10,14.00,5.22,4.95,-1.08,0.64,0.0,0
87168,14.81,0.14,1075,0.00,0.00,16,14.10,13.00,5.22,4.95,-1.08,0.64,0.0,0
87366,14.70,0.14,1052,0.00,0.00,16,14.10,15.50,5.22,4.95,-1.08,0.64,0.0,0
87562,14.81,0.14,1072,0.00,0.00,16,14.10,13.00,5.22,4.95,-1.08,0.64,0.0,0
87762,14.81,0.14,1068,0.00,0.00,16,14.10,14.50,5.22,4.97,-1.08,0.64,0.0,0
87961,14.70,0.14,1084,0.00,0.00,16,14.10,13.00,5.22,4.95,-1.08,0.64,0.0,0
88163,14.59,0.14,1077,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64,0.0,0
88358,14.70,0.14,1090,0.00,0.00,16,14.10,11.50,5.08,4.95,-1.08,0.64,0.0,0
88559,14.70,0.13,1103,0.00,0.00,16,14.10,10.00,5.08,4.88,-1.08,0.64,0.0,0
88759,14.59,0.13,1115,0.00,0.00,16,14.10,13.50,5.08,4.88,-1.08,0.64,0.0,0
88959,14.59,0.13,1094,0.00,0.00,16,14.10,14.00,5.08,4.88,-1.08,0.64,0.0,0
89156,14.47,0.13,1096,0.00,0.00,16,14.10,13.00,5.08,4.88,-1.08,0.64,0.0,0
89358,14.47,0.14,1104,0.00,0.00,16,14.10,12.50,5.08,5.01,-1.08,0.64,0.0,0
89556,14.47,0.15,1112,0.00,0.00,16,14.10,11.50,5.22,5.40,-1.08,0.68,0.0,0
89753,14.36,0.16,1102,0.00,0.00,16,14.45,14.50,5.51,5.98,-1.08,0.70,0.0,0
89952,14.36,0.19,1112,0.00,0.00,16,16.91,16.50,5.95,6.92,-1.08,0.72,0.0,0
90154,14.24,0.21,1109,0.00,0.00,16,20.08,20.00,6.38,7.74,-1.08,0.74,0.0,0
90349,14.13,0.24,1143,0.00,0.00,16,26.41,26.00,7.25,9.35,-1.08,0.78,0.0,0
90550,14.36,0.25,1280,0.00,0.00,16,27.81,27.50,7.84,10.74,-1.39,0.80,0.0,0
90750,14.59,0.24,1386,0.00,0.00,16,27.81,27.50,7.98,11.25,-1.39,0.80,0.0,0
90945,15.04,0.25,1373,0.00,0.00,16,28.16,28.00,7.98,11.51,-1.39,0.80,0.6,0
91146,15.50,0.24,1400,0.00,0.00,16,28.16,28.00,7.98,11.40,-1.39,0.82,0.0,0
91343,15.27,0.25,1416,0.00,0.00,16,28.16,28.00,7.98,11.61,-1.39,0.82,0.0,0
91546,14.93,0.25,1432,0.00,0.00,16,28.16,28.50,7.84,11.71,-1.39,0.82,0.0,0
91747,14.70,0.25,1433,0.00,0.00,16,28.52,28.50,7.84,11.93,-1.39,0.82,0.0,0
91938,14.70,0.24,1425,0.00,0.00,16,28.16,28.00,7.98,11.66,-1.39,0.78,0.0,0
92138,14.36,0.16,1485,0.00,0.00,16,23.59,16.50,5.80,4.88,-1.39,0.64,0.0,0
92338,13.55,0.11,1536,0.00,0.00,16,14.45,7.50,4.50,4.95,-1.39,0.64,0.0,0
92538,12.52,0.10,1455,0.00,0.00,16,14.10,13.00,4.21,4.75,-1.39,0.64,0.0,0
92734,12.29,0.10,1348,0.00,0.00,16,14.10,22.00,4.06,4.57,-1.39,0.64,0.0,0
92933,12.63,0.11,1304,0.00,0.00,16,14.10,22.00,4.06,4.69,-1.39,0.64,0.0,0
93135,13.09,0.11,1246,0.00,0.00,16,14.10,22.00,4.06,4.69,-1.39,0.64,0.0,0
93335,13.67,0.12,1196,0.00,0.00,16,14.10,22.00,4.21,4.66,-1.08,0.64,0.0,0
93532,14.13,0.12,1158,0.00,0.00,16,14.10,22.00,4.35,4.69,-1.08,0.64,0.0,0
93731,14.13,0.12,1128,0.00,0.00,16,14.10,22.00,4.50,4.48,-1.08,0.64,0.0,0
93931,14.01,0.12,1101,0.00,0.00,16,14.10,22.00,4.50,4.40,-1.08,0.64,0.0,0
94131,14.01,0.12,1076,0.00,0.00,16,14.10,22.00,4.50,4.40,-1.08,0.64,0.0,0
94331,14.13,0.13,1042,0.00,0.00,16,14.10,22.00,4.64,4.51,-1.08,0.64,0.0,0
94531,14.24,0.13,1033,0.00,0.00,16,14.10,22.00,4.64,4.48,-1.08,0.64,0.0,0
94731,14.59,0.13,1023,0.00,0.00,16,14.10,22.00,4.79,4.48,-1.08,0.64,0.0,0
94931,14.70,0.14,1019,0.00,0.00,16,14.10,21.50,4.93,4.66,-1.08,0.64,0.0,0
95120,14.81,0.14,1029,0.00,0.00,16,14.10,19.50,4.93,4.64,-1.08,0.64,0.0,0
95323,15.16,0.14,1027,0.00,0.00,16,14.10,18.50,5.08,4.85,-1.08,0.64,0.0,0
95531,15.39,0.14,1035,0.00,0.00,16,14.10,16.50,5.08,4.85,-1.08,0.64,0.0,0
95727,15.50,0.14,1041,0.00,0.00,16,14.10,15.50,5.08,4.82,-1.08,0.64,0.0,0
95925,15.39,0.14,1044,0.00,0.00,16,14.10,15.00,5.08,4.95,-1.08,0.64,0.0,0
96124,15.27,0.14,1060,0.00,0.00,16,14.10,13.00,5.22,5.01,-1.08,0.64,0.0,0
96323,15.27,0.13,1067,0.00,0.00,16,14.10,12.50,5.08,4.88,-1.08,0.64,0.0,0
96519,15.39,0.14,1046,0.00,0.00,16,14.10,15.00,5.08,4.91,-1.08,0.64,0.0,0
96720,15.50,0.14,1074,0.00,0.00,16,14.10,11.50,5.08,4.88,-1.08,0.64,0.0,0
96919,15.27,0.14,1061,0.00,0.00,16,14.10,13.50,5.08,4.88,-1.08,0.64,0.0,0
97118,15.16,0.14,1056,0.00,0.00,16,14.10,14.00,5.08,4.88,-1.08,0.64,0.0,0
97320,15.16,0.14,1072,0.00,0.00,16,14.10,12.50,5.08,4.85,-1.08,0.64,0.0,0
97521,15.16,0.14,1064,0.00,0.00,16,14.10,13.50,5.08,4.79,-1.08,0.64,0.0,0
97716,15.04,0.14,1081,0.00,0.00,16,14.10,11.50,5.08,4.88,-1.08,0.64,0.0,0
97915,15.04,0.14,1056,0.00,0.00,16,14.10,14.50,5.08,4.82,-1.08,0.64,0.0,0
98116,15.16,0.14,1053,0.00,0.00,16,14.10,14.00,5.08,4.88,-1.08,0.64,0.0,0
98312,15.04,0.14,1051,0.00,0.00,16,14.10,15.00,5.22,4.82,-1.08,0.64,0.0,0
98512,14.81,0.13,1046,0.00,0.00,16,14.10,13.50,5.08,4.75,-1.08,0.64,0.0,0
98711,14.81,0.13,1057,0.00,0.00,16,14.10,13.50,5.08,4.79,-1.08,0.64,0.0,0
98907,14.81,0.14,1045,0.00,0.00,16,14.10,16.00,5.08,4.75,-1.08,0.64,0.0,0
99109,14.93,0.14,1065,0.00,0.00,16,14.10,14.00,5.08,4.75,-1.08,0.64,0.0,0
99307,14.93,0.14,1042,0.00,0.00,16,14.10,14.00,5.08,4.82,-1.08,0.64,0.0,0
99505,14.93,0.13,1062,0.00,0.00,16,14.10,13.00,5.08,4.75,-1.08,0.64,0.0,0
99701,14.93,0.14,1046,0.00,0.00,16,14.10,14.50,5.08,4.75,-1.08,0.64,0.0,0
99902,14.81,0.16,1062,0.00,0.00,16,14.10,13.00,5.37,5.68,-1.08,0.70,0.0,0
100103,14.81,0.19,1118,0.00,0.00,16,16.21,16.00,5.95,7.10,-1.08,0.72,0.0,0
100299,14.81,0.21,1168,0.00,0.00,16,18.67,19.50,6.53,8.11,-1.08,0.74,0.0,0
100498,14.01,0.23,1205,0.00,0.00,16,24.30,24.50,6.96,9.17,-1.08,0.78,0.0,0
100698,14.47,0.25,1261,0.00,0.00,16,27.46,27.00,7.55,10.48,-1.39,0.80,0.0,0
100900,14.93,0.24,1379,0.00,0.00,16,27.46,27.00,7.69,10.85,-1.39,0.80,0.0,0
101098,14.81,0.24,1410,0.00,0.00,16,27.81,27.50,7.69,11.05,-1.39,0.82,0.0,0
101298,15.62,0.25,1423,0.00,0.00,16,28.16,28.00,7.69,11.61,-1.39,0.82,0.0,0
101494,15.27,0.28,1269,0.00,0.00,16,29.22,29.00,8.13,11.77,-1.39,0.82,0.0,0
101695,14.59,0.32,1114,0.00,0.00,16,25.70,26.50,9.00,11.88,-1.08,0.82,0.0,0
101893,13.21,0.33,1155,0.00,0.00,16,26.05,26.00,9.87,12.59,-1.08,0.86,0.0,0
102091,13.21,0.34,1254,0.00,0.00,16,27.46,27.00,10.30,14.09,-1.39,0.88,0.0,0
102278,14.93,0.33,1358,0.00,0.00,16,29.57,29.50,10.30,14.73,-1.39,0.88,0.0,0
102483,15.39,0.31,1471,0.00,0.00,16,30.98,30.50,10.01,15.06,-1.39,0.88,0.0,0
102687,15.27,0.30,1600,0.00,0.00,16,31.68,31.50,9.58,15.70,-1.39,0.90,0.0,0
102889,15.16,0.30,1699,0.00,0.00,16,34.14,33.50,9.14,16.58,-1.39,0.90,0.0,0
103089,14.81,0.28,1820,0.00,0.00,16,35.90,35.50,8.71,16.89,-1.39,0.90,0.0,0
103285,14.36,0.27,1927,0.00,0.00,16,38.36,38.50,8.56,17.71,-1.39,0.90,0.6,0
103487,14.47,0.26,2039,0.00,0.00,16,40.47,40.50,8.42,18.18,-1.70,0.92,0.0,0
103685,14.47,0.26,2125,0.00,0.00,16,41.88,41.50,8.27,18.49,-2.01,0.92,0.0,0
