Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),CL/OL Fueling* (status),Primary Open Loop Map Enrichment* (estimated AFR),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%)
52974,16.31,0.10,2013,0.00,0.00,16,31.33,31.50,3.48,6.40,-1.39,0.72,10,14.70,0,0.0
53208,13.32,0.07,2014,0.00,0.00,16,22.54,24.50,3.05,4.79,-1.70,0.64,10,14.70,0,0.0
53443,13.55,0.07,2055,0.00,0.00,16,14.10,14.00,3.19,4.97,-1.70,0.64,10,14.68,0,0.0
53662,14.93,0.08,2064,0.00,0.00,16,14.45,16.50,3.63,5.14,-1.70,0.64,10,14.66,0,0.0
53880,18.83,0.07,2058,0.00,0.00,16,14.45,14.00,3.19,5.01,-1.70,0.64,10,14.66,0,0.0
54115,21.25,0.10,2056,0.00,0.00,16,16.56,14.50,3.63,6.81,-1.70,0.64,10,14.67,416,-1.8
54333,21.59,0.07,2058,0.00,0.00,16,14.45,14.00,3.05,5.10,-1.70,0.64,10,14.66,416,0.0
54568,21.36,0.07,2068,0.00,0.00,16,14.45,14.00,3.19,5.16,-2.01,0.64,10,14.66,416,0.0
54787,21.59,0.07,2124,0.00,0.00,16,14.80,14.50,3.34,5.10,-2.01,0.64,10,14.62,416,0.0
55021,22.05,0.07,2047,0.00,0.00,16,14.10,14.00,3.34,5.17,-1.70,0.64,10,14.67,416,0.0
55240,22.74,0.09,1786,0.00,0.00,16,14.10,14.00,3.34,5.10,-1.39,0.64,10,14.70,416,0.0
55458,22.51,0.12,1350,0.00,0.00,16,14.10,14.00,3.63,5.46,-1.39,0.64,10,14.70,416,0.0
55693,22.51,0.13,1218,0.00,0.00,16,14.10,22.00,4.06,5.14,-1.39,0.64,10,14.70,416,0.0
55911,22.74,0.11,1212,0.00,0.00,16,14.10,22.00,3.92,4.46,-1.39,0.64,10,14.70,416,0.0
56146,22.74,0.11,1135,0.00,0.00,16,14.10,22.00,3.92,4.10,-1.08,0.64,10,14.70,416,0.0
56365,22.39,0.11,1077,0.00,0.00,16,14.10,22.00,3.92,4.04,-1.08,0.64,10,14.70,416,0.0
56599,16.08,0.12,1029,0.00,0.00,16,14.10,22.00,3.92,4.21,-1.08,0.64,10,14.70,416,0.0
56818,14.01,0.13,996,0.00,0.00,16,14.10,22.00,4.21,4.15,-1.08,0.64,8,14.70,416,0.0
57052,12.86,0.12,943,0.00,0.00,16,14.10,22.00,4.35,3.85,-1.08,0.64,8,14.70,416,0.0
57271,12.52,0.11,932,0.00,0.00,16,14.10,22.00,4.50,3.55,-1.08,0.64,8,14.70,416,0.0
57505,12.17,0.11,894,0.00,0.00,16,14.10,22.00,4.64,3.50,-1.08,0.64,8,14.70,416,0.0
57723,12.29,0.13,843,0.00,0.00,16,14.10,22.00,4.64,3.56,-1.08,0.64,8,14.70,416,0.0
57957,12.40,0.13,831,0.00,0.00,16,14.10,22.00,4.93,3.62,-1.08,0.64,8,14.70,416,0.0
58176,13.21,0.13,838,0.00,0.00,16,14.10,22.00,5.08,3.67,-1.08,0.64,8,14.70,416,0.0
58395,14.01,0.12,872,0.00,0.00,16,14.10,18.00,5.08,3.62,-1.08,0.64,8,14.70,416,0.0
58629,14.81,0.12,863,0.00,0.00,16,14.10,18.00,5.08,3.53,-1.08,0.64,8,14.70,416,0.0
58848,15.04,0.13,864,0.00,0.00,16,14.10,17.00,5.08,3.62,-1.08,0.64,8,14.70,416,0.0
59082,15.27,0.13,860,0.00,0.00,16,14.10,17.50,5.08,3.62,-1.08,0.64,8,14.70,416,0.0
59301,15.62,0.13,846,0.00,0.00,16,14.10,17.50,5.08,3.67,-1.08,0.64,8,14.70,416,0.0
59535,15.96,0.13,852,0.00,0.00,16,14.10,17.00,5.08,3.62,-1.08,0.64,8,14.70,416,0.0
59754,16.08,0.13,863,0.00,0.00,16,14.10,15.50,5.08,3.67,-1.08,0.64,8,14.70,416,0.0
59988,16.08,0.14,846,0.00,0.00,16,14.10,17.50,5.22,3.78,-1.08,0.64,8,14.70,416,0.0
60207,15.96,0.13,879,0.00,0.00,16,14.10,13.50,5.37,3.73,-1.08,0.64,8,14.70,416,0.0
60441,15.62,0.12,872,0.00,0.00,16,14.10,13.00,5.08,3.62,-1.08,0.64,8,14.70,416,0.0
60660,15.39,0.13,860,0.00,0.00,16,14.10,14.00,5.08,3.73,-1.08,0.64,8,14.70,416,0.0
60894,15.27,0.13,878,0.00,0.00,16,14.10,12.50,5.22,3.75,-1.08,0.64,8,14.70,416,0.0
61113,15.27,0.12,894,0.00,0.00,16,14.10,11.50,5.08,3.67,-1.08,0.64,8,14.70,416,0.0
61332,15.27,0.13,879,0.00,0.00,16,14.10,13.00,5.08,3.67,-1.08,0.64,8,14.70,416,0.0
61566,15.27,0.13,896,0.00,0.00,16,14.10,12.00,5.08,3.70,-1.08,0.64,8,14.70,416,0.0
61785,15.39,0.12,904,0.00,0.00,16,14.10,12.00,5.08,3.55,-1.08,0.64,8,14.70,416,0.0
62019,15.39,0.12,891,0.00,0.00,16,14.10,11.50,5.08,3.58,-1.08,0.64,8,14.70,416,0.0
62238,15.50,0.18,889,0.00,0.00,16,14.80,14.00,5.08,5.49,-1.08,0.72,8,14.70,416,0.0
62472,15.50,0.23,1090,0.00,0.00,16,20.78,18.50,6.67,7.94,-1.08,0.82,8,14.70,416,0.6
62691,12.98,0.24,1629,0.00,0.00,16,30.27,28.50,8.13,12.37,-1.39,0.88,8,14.70,416,0.0
62926,14.70,0.22,1883,0.00,0.00,16,35.90,35.50,7.69,14.02,-1.39,0.88,8,14.70,416,0.0
63144,15.96,0.23,1909,0.00,0.00,16,36.60,36.50,7.55,14.47,-1.39,0.90,8,14.70,416,0.0
63379,14.81,0.24,1831,0.00,0.00,16,34.84,35.00,7.69,14.73,-1.39,0.90,8,14.70,416,0.0
63597,14.70,0.25,1768,0.00,0.00,16,33.44,33.50,7.98,14.73,-1.39,0.90,8,14.70,416,0.0
63832,14.59,0.26,1749,0.00,0.00,16,33.09,33.00,8.13,14.92,-1.39,0.90,8,14.70,416,0.0
64051,14.47,0.25,1786,0.00,0.00,16,34.14,33.50,8.13,15.05,-1.39,0.90,8,14.70,416,0.0
64269,14.81,0.25,1814,0.00,0.00,16,34.84,34.00,7.98,15.11,-1.39,0.88,8,14.70,416,-0.6
64504,14.59,0.14,1615,0.00,0.00,16,24.65,27.00,4.93,4.35,-1.39,0.64,10,14.70,416,0.0
64722,13.32,0.09,1418,0.00,0.00,16,14.10,15.50,4.21,4.51,-1.39,0.64,10,14.70,416,0.0
64957,14.24,0.14,1220,0.00,0.00,16,14.45,22.00,4.21,5.27,-1.39,0.70,10,14.70,416,0.6
65175,13.90,0.18,1248,0.00,0.00,16,17.62,16.50,5.08,7.24,-1.39,0.76,10,14.70,416,0.0
65410,13.32,0.20,1260,0.00,0.00,16,22.19,21.00,6.09,8.11,-1.39,0.78,10,14.70,416,0.6
65629,12.40,0.24,1228,0.00,0.00,16,27.81,25.00,6.96,9.66,-1.39,0.82,10,14.70,416,0.6
65863,13.32,0.27,1324,0.00,0.00,16,29.57,29.50,8.56,11.99,-1.39,0.84,8,14.70,416,0.0
66082,13.44,0.25,1452,0.00,0.00,16,28.87,28.50,8.56,12.26,-1.39,0.86,8,14.70,416,0.0
66316,15.04,0.25,1513,0.00,0.00,16,28.87,29.00,8.56,12.53,-1.39,0.86,8,14.70,416,0.0
66535,15.27,0.15,1570,0.00,0.00,16,21.48,23.00,5.66,4.04,-1.39,0.64,8,14.70,416,0.0
66769,13.21,0.09,1568,0.00,0.00,16,14.10,14.50,4.21,4.75,-1.39,0.64,10,14.70,416,0.0
66988,12.63,0.11,1392,0.00,0.00,16,14.10,22.00,3.77,5.23,-1.39,0.64,10,14.70,416,0.0
67207,13.21,0.13,1204,0.00,0.00,16,14.10,22.00,3.92,5.23,-1.39,0.64,10,14.70,416,0.0
67441,13.90,0.12,1161,0.00,0.00,16,14.10,22.00,3.92,4.69,-1.08,0.64,10,14.70,416,0.0
67660,14.01,0.12,1086,0.00,0.00,16,14.10,22.00,3.92,4.57,-1.08,0.64,10,14.70,416,0.0
67894,12.86,0.13,1040,0.00,0.00,16,14.10,22.00,4.06,4.51,-1.08,0.64,10,14.70,416,0.0
68113,11.83,0.13,1000,0.00,0.00,16,14.10,22.00,4.06,4.37,-1.08,0.64,10,14.70,416,0.0
68347,11.37,0.13,960,0.00,0.00,16,14.10,22.00,4.35,4.04,-1.08,0.64,10,14.70,416,0.0
68566,11.25,0.12,954,0.00,0.00,16,14.10,22.00,4.50,3.72,-1.08,0.64,10,14.70,416,0.0
68800,11.25,0.11,966,0.00,0.00,16,14.10,22.00,4.50,3.60,-1.08,0.64,10,14.70,416,0.0
69019,11.37,0.11,971,0.00,0.00,16,14.10,19.50,4.50,3.58,-1.08,0.64,10,14.70,416,0.0
69253,11.71,0.11,956,0.00,0.00,16,14.10,20.00,4.50,3.60,-1.08,0.64,10,14.70,416,0.0
69472,12.06,0.11,955,0.00,0.00,16,14.10,19.00,4.50,3.62,-1.08,0.64,10,14.70,416,0.0
69691,12.86,0.12,944,0.00,0.00,16,14.10,19.00,4.64,3.62,-1.08,0.64,10,14.70,416,0.0
69925,13.09,0.12,932,0.00,0.00,16,14.10,19.00,4.64,3.60,-1.08,0.64,10,14.70,416,0.0
70144,13.32,0.11,924,0.00,0.00,16,14.10,17.50,4.64,3.55,-1.08,0.64,10,14.70,416,0.0
70378,13.44,0.11,928,0.00,0.00,16,14.10,17.50,4.64,3.47,-1.08,0.64,10,14.70,416,0.0
70597,13.32,0.11,918,0.00,0.00,16,14.10,18.50,4.64,3.45,-1.08,0.64,10,14.70,416,0.0
70831,13.32,0.11,912,0.00,0.00,16,14.10,16.50,4.64,3.40,-1.08,0.64,10,14.70,416,0.0
71050,13.67,0.11,907,0.00,0.00,16,14.10,17.50,4.50,3.36,-1.08,0.64,10,14.70,416,0.0
71284,13.78,0.11,909,0.00,0.00,16,14.10,17.00,4.64,3.43,-1.08,0.64,10,14.70,416,0.0
71503,13.78,0.12,894,0.00,0.00,16,14.10,17.50,4.64,3.60,-1.08,0.64,8,14.70,416,0.0
71722,13.90,0.13,919,0.00,0.00,16,14.10,14.50,4.79,3.80,-1.08,0.66,8,14.70,416,0.0
71956,14.01,0.13,943,0.00,0.00,16,14.10,11.50,4.93,4.02,-1.08,0.68,8,14.70,416,0.0
72175,13.78,0.14,982,0.00,0.00,16,14.45,14.00,5.08,4.40,-1.08,0.68,8,14.70,416,0.0
72409,14.13,0.15,1042,0.00,0.00,16,16.56,15.50,5.51,5.17,-1.08,0.70,8,14.70,416,0.0
72628,14.01,0.16,1130,0.00,0.00,16,19.02,18.00,5.66,5.68,-1.08,0.72,8,14.70,416,0.0
72862,14.47,0.15,1174,0.00,0.00,16,21.48,20.50,5.80,6.11,-1.08,0.72,8,14.70,416,0.0
73081,14.70,0.16,1223,0.00,0.00,16,21.84,21.50,5.80,6.40,-1.39,0.74,8,14.70,416,0.0
73315,15.39,0.18,1124,0.00,0.00,16,21.48,21.00,5.95,6.92,-1.08,0.74,8,14.70,416,0.0
73550,15.39,0.22,1045,0.00,0.00,16,23.95,23.50,6.82,7.78,-1.08,0.78,8,14.70,416,0.0
73769,14.36,0.25,1094,0.00,0.00,16,26.41,26.00,7.69,9.04,-1.08,0.80,8,14.70,416,0.0
73987,13.32,0.24,1184,0.00,0.00,16,25.70,26.00,8.27,9.53,-1.39,0.80,8,14.70,416,0.0
74222,14.70,0.23,1268,0.00,0.00,16,26.05,26.00,8.27,9.75,-1.39,0.82,8,14.70,416,0.0
74440,16.19,0.23,1328,0.00,0.00,16,26.76,26.00,7.98,10.23,-1.39,0.82,8,14.70,416,-0.6
74675,15.96,0.22,1411,0.00,0.00,16,27.11,27.00,7.84,10.48,-1.39,0.82,8,14.70,416,0.0
74894,15.16,0.23,1444,0.00,0.00,16,27.46,27.00,7.69,10.74,-1.39,0.82,8,14.70,416,0.0
75128,15.04,0.23,1438,0.00,0.00,16,27.81,27.50,7.69,11.09,-1.39,0.82,8,14.70,416,0.0
78177,14.24,0.11,1688,0.00,0.00,16,27.81,28.00,4.06,6.26,-1.39,0.72,8,14.70,416,-0.6
78396,14.81,0.12,1652,0.00,0.00,16,27.81,27.50,4.06,6.44,-1.39,0.72,8,14.70,416,0.0
78630,15.04,0.11,1640,0.00,0.00,16,27.46,27.00,4.06,6.26,-1.39,0.72,8,14.70,416,0.0
78849,14.81,0.11,1628,0.00,0.00,16,27.11,27.00,4.06,6.04,-1.39,0.70,8,14.70,416,0.0
79084,14.36,0.11,1597,0.00,0.00,16,26.76,26.50,3.92,5.74,-1.39,0.70,8,14.70,416,-0.6
79302,14.13,0.11,1595,0.00,0.00,16,26.76,26.50,3.92,5.85,-1.39,0.70,8,14.70,416,0.0
79537,14.47,0.11,1543,0.00,0.00,16,26.41,26.00,3.92,5.59,-1.39,0.70,8,14.70,416,0.0
79755,14.70,0.11,1551,0.00,0.00,16,26.05,26.00,3.92,5.68,-1.39,0.70,8,14.70,416,0.0
79974,14.70,0.11,1510,0.00,0.00,16,25.35,25.50,4.06,5.68,-1.39,0.68,8,14.70,416,0.0
80208,14.47,0.11,1498,0.00,0.00,16,24.65,25.00,4.06,5.36,-1.39,0.68,8,14.70,416,0.0
80427,14.59,0.12,1451,0.00,0.00,16,23.59,24.50,4.06,5.65,-1.39,0.68,8,14.70,416,0.0
80662,14.59,0.11,1440,0.00,0.00,16,20.08,28.50,3.92,5.14,-1.39,0.68,8,14.70,416,0.6
80880,14.59,0.11,1404,0.00,0.00,16,16.56,25.00,3.92,5.04,-1.39,0.68,8,14.70,416,0.0
81115,14.59,0.11,1381,0.00,0.00,16,14.10,20.00,3.92,5.14,-1.39,0.68,8,14.70,416,0.0
81334,14.36,0.11,1360,0.00,0.00,16,14.10,20.00,3.92,5.14,-1.39,0.68,8,14.70,416,0.0
81552,14.13,0.11,1346,0.00,0.00,16,14.10,21.00,3.92,5.01,-1.39,0.68,8,14.70,416,-0.6
81787,14.13,0.12,1322,0.00,0.00,16,14.10,20.50,3.92,5.14,-1.39,0.68,8,14.70,416,0.0
82005,14.13,0.12,1300,0.00,0.00,16,14.10,19.00,3.92,5.10,-1.39,0.68,8,14.70,416,0.0
82240,14.24,0.12,1288,0.00,0.00,16,14.10,20.00,4.06,5.01,-1.39,0.68,8,14.70,416,0.0
82458,14.24,0.12,1270,0.00,0.00,16,14.10,21.00,4.06,5.01,-1.39,0.68,8,14.70,416,0.0
82677,14.36,0.12,1271,0.00,0.00,16,14.10,18.50,4.06,4.97,-1.39,0.68,8,14.70,416,0.0
82912,14.36,0.12,1222,0.00,0.00,16,14.10,21.00,4.21,4.95,-1.39,0.68,8,14.70,416,0.0
83130,14.59,0.12,1217,0.00,0.00,16,14.10,20.00,4.21,4.95,-1.39,0.68,8,14.70,416,0.0
83365,14.70,0.12,1204,0.00,0.00,16,14.10,20.00,4.35,4.97,-1.39,0.68,8,14.70,416,0.0
83583,14.59,0.12,1184,0.00,0.00,16,14.10,19.00,4.50,4.91,-1.39,0.66,8,14.70,416,0.0
83818,14.59,0.10,1141,0.00,0.00,16,14.10,22.00,4.06,3.78,-1.08,0.64,8,14.70,416,0.0
84037,14.47,0.10,1064,0.00,0.00,16,14.10,22.00,3.92,3.69,-1.08,0.64,8,14.70,416,0.0
84271,14.70,0.12,1000,0.00,0.00,16,14.10,22.00,4.06,3.88,-1.08,0.64,8,14.70,416,0.0
84490,14.70,0.12,978,0.00,0.00,16,14.10,22.00,4.35,3.82,-1.08,0.64,8,14.70,416,0.0
84708,14.81,0.12,934,0.00,0.00,16,14.10,22.00,4.50,3.62,-1.08,0.64,8,14.70,416,0.0
84943,14.81,0.12,908,0.00,0.00,16,14.10,22.00,4.64,3.50,-1.08,0.64,8,14.70,416,0.0
85161,14.81,0.12,878,0.00,0.00,16,14.10,22.00,4.64,3.50,-1.08,0.64,8,14.70,416,0.0
85396,14.59,0.12,863,0.00,0.00,16,14.10,22.00,4.79,3.47,-1.08,0.64,8,14.70,416,0.0
85615,14.47,0.12,847,0.00,0.00,16,14.10,22.00,4.79,3.45,-1.08,0.64,8,14.70,416,0.0
85849,14.59,0.12,862,0.00,0.00,16,14.10,21.00,4.93,3.43,-1.08,0.64,8,14.70,416,0.0
86068,14.93,0.12,858,0.00,0.00,16,14.10,20.00,4.93,3.45,-1.08,0.66,8,14.70,416,0.6
86302,15.50,0.18,880,0.00,0.00,16,15.16,14.50,5.66,5.33,-1.08,0.70,8,14.70,416,0.0
86521,15.73,0.17,1085,0.00,0.00,16,17.62,16.50,6.24,5.94,-1.08,0.72,8,14.70,416,0.0
86755,14.59,0.17,1144,0.00,0.00,16,20.08,19.00,6.24,6.62,-1.08,0.74,8,14.70,416,0.0
86974,14.70,0.19,1110,0.00,0.00,16,21.48,21.00,6.53,7.21,-1.08,0.74,8,14.70,416,0.0
87208,15.73,0.21,1044,0.00,0.00,16,22.54,22.50,7.11,7.46,-1.08,0.76,8,14.70,416,-0.6
87427,16.08,0.21,1135,0.00,0.00,16,22.54,22.50,7.25,7.90,-1.08,0.76,8,14.70,416,0.0
87661,15.62,0.20,1210,0.00,0.00,16,22.19,22.00,7.40,8.27,-1.39,0.78,8,14.70,416,0.0
87880,15.62,0.22,1249,0.00,0.00,16,25.00,24.50,7.40,9.26,-1.39,0.80,8,14.70,416,0.0
88114,15.62,0.23,1353,0.00,0.00,16,26.41,26.00,7.55,10.13,-1.39,0.82,8,14.70,416,0.6
88333,15.16,0.23,1476,0.00,0.00,16,27.81,27.50,7.69,10.89,-1.39,0.82,8,14.70,416,0.0
88552,15.16,0.22,1587,0.00,0.00,16,29.22,29.00,7.69,11.25,-1.39,0.84,8,14.70,416,0.6
88786,15.16,0.21,1670,0.00,0.00,16,30.98,30.00,7.25,11.51,-1.39,0.84,8,14.70,416,0.0
89005,14.93,0.20,1754,0.00,0.00,16,32.73,32.00,6.82,11.45,-1.39,0.84,8,14.70,416,0.0
89239,14.81,0.19,1819,0.00,0.00,16,33.79,33.00,6.53,11.51,-1.39,0.84,8,14.70,416,0.0
89458,14.70,0.18,1902,0.00,0.00,16,35.20,34.50,6.38,11.40,-1.39,0.84,8,14.70,416,0.0
89677,14.36,0.17,1988,0.00,0.00,16,35.90,35.50,6.24,11.40,-1.39,0.82,8,14.70,416,0.0
89911,14.59,0.16,2106,0.00,0.00,16,31.68,31.50,5.95,11.40,-1.70,0.84,10,14.63,416,0.0
90130,14.70,0.17,2194,0.00,0.00,16,27.81,29.50,5.95,11.99,-2.32,0.82,10,14.70,416,-0.6
90364,14.70,0.13,2231,0.00,0.00,16,15.86,16.50,5.08,9.21,-2.32,0.76,10,14.57,416,0.0
90583,13.90,0.11,2330,0.00,0.00,16,-3.83,-0.50,4.21,7.50,-2.63,0.72,10,14.51,416,0.0
90817,14.81,0.10,2304,0.00,0.00,16,1.80,1.00,3.92,6.29,-2.63,0.64,10,14.54,416,0.0
91036,15.04,0.09,2306,0.00,0.00,16,0.74,-0.50,3.63,7.10,-2.63,0.64,10,14.53,416,0.0
91270,19.29,0.09,2288,0.00,0.00,16,13.75,15.50,3.63,6.95,-2.63,0.64,10,14.53,416,0.0
91489,22.74,0.14,2333,0.00,0.00,16,8.48,7.50,4.50,10.74,-2.63,0.74,10,14.51,416,0.0
91723,16.77,0.13,2366,0.00,0.00,16,3.91,6.00,4.64,10.49,-2.94,0.74,10,14.49,416,0.0
91942,13.21,0.14,2370,0.00,0.00,16,4.61,7.00,4.64,10.85,-2.94,0.74,10,14.48,416,0.0
92176,13.44,0.10,2378,0.00,0.00,16,-7.70,-8.50,3.63,7.70,-2.94,0.64,10,14.49,416,0.0
92395,14.93,0.10,2383,0.00,0.00,16,-4.88,-6.00,3.77,8.02,-2.94,0.68,10,14.49,416,0.6
92630,22.39,0.11,2418,0.00,0.00,16,-10.16,-10.50,3.92,8.31,-2.94,0.64,10,14.47,416,0.0
92848,22.16,0.10,2393,0.00,0.00,16,-5.23,-5.00,3.63,8.44,-2.94,0.64,10,14.49,416,0.0
93083,22.05,0.12,2390,0.00,0.00,16,-3.83,-4.00,3.77,7.94,-2.94,0.72,10,14.49,416,0.0
93301,22.74,0.10,2379,0.00,0.00,16,-1.02,-7.00,3.63,7.46,-2.94,0.64,10,14.49,416,0.0
93536,22.39,0.11,2398,0.00,0.00,16,-10.16,-10.50,3.63,8.39,-2.94,0.64,10,14.47,416,0.0
93755,22.85,0.10,2364,0.00,0.00,16,-1.02,-1.50,3.77,8.19,-2.94,0.64,10,14.49,416,0.0
93989,22.85,0.10,2358,0.00,0.00,16,-1.72,-9.50,3.77,8.31,-2.94,0.64,10,14.49,416,0.0
94208,23.08,0.10,2384,0.00,0.00,16,-6.29,-5.00,3.77,7.90,-2.94,0.64,10,14.48,416,0.0
94426,22.97,0.10,2341,0.00,0.00,16,4.26,0.50,3.77,7.98,-2.63,0.64,10,14.51,416,0.0
94661,22.85,0.11,2365,0.00,0.00,16,-1.37,-9.00,4.06,8.95,-2.94,0.64,10,14.49,416,0.0
94879,22.85,0.11,2361,0.00,0.00,16,-0.31,-0.50,3.48,8.35,-2.94,0.64,10,14.50,416,0.0
95114,22.74,0.10,2355,0.00,0.00,16,-2.07,-2.50,3.77,8.27,-2.63,0.64,10,14.49,416,0.0
95333,22.97,0.10,2346,0.00,0.00,16,0.39,3.50,3.77,8.03,-2.63,0.64,10,14.50,416,0.0
95567,22.85,0.17,2359,0.00,0.00,16,8.48,1.00,4.35,11.12,-2.94,0.84,10,14.49,416,0.0
95786,22.85,0.10,2321,0.00,0.00,16,6.37,-4.00,3.77,7.54,-2.63,0.64,10,14.51,416,0.0
96020,17.46,0.10,2367,0.00,0.00,16,-3.83,-8.50,3.48,8.07,-2.94,0.64,10,14.49,416,0.0
96239,19.98,0.10,2374,0.00,0.00,16,-3.48,-6.00,3.77,8.19,-2.94,0.64,10,14.49,416,0.0
96473,22.85,0.10,2354,0.00,0.00,16,1.80,1.50,3.77,8.11,-2.94,0.64,10,14.50,416,0.0
96692,23.08,0.10,2330,0.00,0.00,16,7.77,2.50,3.77,7.94,-2.63,0.64,10,14.51,416,0.0
96911,23.20,0.10,2318,0.00,0.00,16,12.70,10.50,3.77,7.74,-2.63,0.64,10,14.52,416,0.0
97145,22.97,0.08,2252,0.00,0.00,16,15.51,15.50,3.63,6.95,-2.63,0.64,10,14.55,416,0.0
97364,23.31,0.09,2176,0.00,0.00,16,15.16,14.50,3.63,6.62,-2.32,0.64,10,14.60,416,0.0
97598,23.31,0.10,1808,0.00,0.00,16,14.10,14.00,3.63,6.29,-1.39,0.64,10,14.70,416,0.0
97817,23.20,0.13,1456,0.00,0.00,16,14.10,14.00,3.92,6.40,-1.39,0.64,10,14.70,416,0.0
98051,23.08,0.14,1213,0.00,0.00,16,14.10,22.00,4.21,5.72,-1.39,0.64,10,14.70,416,0.0
98269,23.20,0.12,1211,0.00,0.00,16,14.10,20.50,4.35,4.82,-1.39,0.64,10,14.70,416,0.0
98504,23.20,0.12,1189,0.00,0.00,16,14.10,21.00,4.21,4.73,-1.08,0.64,10,14.70,416,0.0
98722,22.39,0.11,1159,0.00,0.00,16,14.10,21.50,4.21,4.32,-1.08,0.64,10,14.70,416,0.0
98957,17.34,0.11,1112,0.00,0.00,16,14.10,22.00,4.06,4.02,-1.08,0.64,10,14.70,416,0.0
99176,14.70,0.11,1036,0.00,0.00,16,14.10,22.00,4.06,4.02,-1.08,0.64,8,14.70,416,0.0
99394,13.78,0.12,1010,0.00,0.00,16,14.10,22.00,4.21,3.99,-1.08,0.64,8,14.70,416,0.0
99629,13.55,0.12,991,0.00,0.00,16,14.10,22.00,4.21,3.93,-1.08,0.64,8,14.70,416,0.0
99847,13.44,0.12,962,0.00,0.00,16,14.10,22.00,4.35,3.85,-1.08,0.64,8,14.70,416,0.0
100082,13.44,0.12,914,0.00,0.00,16,14.10,22.00,4.50,3.73,-1.08,0.64,8,14.70,416,0.0
100301,13.21,0.12,904,0.00,0.00,16,14.10,22.00,4.64,3.53,-1.08,0.64,8,14.70,416,0.0
100535,13.09,0.12,889,0.00,0.00,16,14.10,22.00,4.64,3.55,-1.08,0.64,8,14.70,416,0.0
100754,13.21,0.12,874,0.00,0.00,16,14.10,22.00,4.79,3.50,-1.08,0.64,8,14.70,416,0.0
100988,13.44,0.12,860,0.00,0.00,16,14.10,22.00,4.93,3.53,-1.08,0.64,8,14.70,416,0.0
101207,14.13,0.13,833,0.00,0.00,16,14.10,22.00,4.93,3.53,-1.08,0.64,8,14.70,416,0.0
101441,14.70,0.13,843,0.00,0.00,16,14.10,21.00,5.08,3.47,-1.08,0.64,8,14.70,416,0.0
101660,15.04,0.12,858,0.00,0.00,16,14.10,19.50,5.08,3.50,-1.08,0.64,8,14.70,416,0.0
101879,15.39,0.13,836,0.00,0.00,16,14.10,19.00,5.08,3.53,-1.08,0.64,8,14.70,416,0.0
102113,15.27,0.13,832,0.00,0.00,16,14.10,19.00,5.08,3.50,-1.08,0.64,8,14.70,416,0.0
102332,15.50,0.13,831,0.00,0.00,16,14.10,17.50,5.08,3.47,-1.08,0.64,8,14.70,416,0.0
102566,15.50,0.13,815,0.00,0.00,16,14.10,17.50,5.22,3.47,-1.08,0.64,8,14.70,416,0.0
102800,15.62,0.13,820,0.00,0.00,16,14.10,19.00,5.22,3.53,-1.08,0.64,8,14.70,416,0.0
103019,15.73,0.12,850,0.00,0.00,16,14.10,13.00,5.22,3.53,-1.08,0.64,8,14.70,416,0.0
103238,15.73,0.13,843,0.00,0.00,16,14.10,14.00,5.08,3.58,-1.08,0.64,8,14.70,416,0.0
103472,15.73,0.13,843,0.00,0.00,16,14.10,14.00,5.08,3.58,-1.08,0.64,8,14.70,416,0.0
103691,15.62,0.12,853,0.00,0.00,16,14.10,13.50,5.08,3.53,-1.08,0.64,8,14.70,416,0.0
103925,15.62,0.13,850,0.00,0.00,16,14.10,14.00,5.08,3.53,-1.08,0.64,8,14.70,416,0.0
104144,15.50,0.12,867,0.00,0.00,16,14.10,12.50,5.08,3.55,-1.08,0.64,8,14.70,416,0.0
104378,15.50,0.12,888,0.00,0.00,16,14.10,11.00,4.93,3.53,-1.08,0.64,8,14.70,416,0.0
104597,15.50,0.12,876,0.00,0.00,16,14.10,11.50,4.93,3.50,-1.08,0.64,8,14.70,416,0.0
104831,15.27,0.12,874,0.00,0.00,16,14.10,13.50,4.93,3.47,-1.08,0.64,8,14.70,416,0.0
105050,15.16,0.12,880,0.00,0.00,16,14.10,12.50,4.93,3.53,-1.08,0.64,8,14.70,416,0.0
105284,15.16,0.12,885,0.00,0.00,16,14.10,11.50,4.79,3.55,-1.08,0.64,8,14.70,416,0.0
105503,15.04,0.12,897,0.00,0.00,16,14.10,11.50,4.79,3.53,-1.08,0.64,8,14.70,416,0.0
105737,14.93,0.12,894,0.00,0.00,16,14.10,11.50,4.79,3.50,-1.08,0.64,8,14.70,416,0.0
105956,14.81,0.12,903,0.00,0.00,16,14.10,11.50,4.79,3.47,-1.08,0.64,8,14.70,416,0.0
106191,14.59,0.12,903,0.00,0.00,16,14.10,12.50,4.79,3.50,-1.08,0.64,8,14.70,416,0.0
106409,14.47,0.11,900,0.00,0.00,16,14.10,12.50,4.79,3.40,-1.08,0.64,8,14.70,416,0.0
106628,14.47,0.12,865,0.00,0.00,16,14.10,15.50,4.79,3.43,-1.08,0.64,8,14.70,416,0.0
