Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Defogger Switch (On/Off)
12804,0.00,-3.12,19.87,10,0.26,1216,0.00,0.00,16,14.69,10.59,18.50,0.64,4.21,5.21,1.42,0.00,-10.44,0
12868,0.00,-3.12,20.90,10,0.25,1208,0.00,0.00,16,14.69,10.59,18.50,0.64,4.35,5.27,1.42,0.00,-10.31,0
12942,0.00,-3.12,24.00,10,0.24,1240,0.00,0.00,16,14.70,10.94,18.50,0.64,4.21,4.95,1.40,0.00,-10.40,0
13014,0.00,-3.12,24.12,10,0.23,1249,0.00,0.00,16,14.70,10.94,17.50,0.64,4.21,4.66,1.36,0.00,-10.52,0
13086,0.00,-2.34,23.54,10,0.23,1250,0.00,0.00,16,14.70,10.59,17.50,0.64,4.06,4.51,1.36,0.00,-10.62,0
13150,0.00,-2.34,23.43,10,0.22,1242,0.00,0.00,16,14.70,10.59,17.00,0.64,4.06,4.46,1.36,0.00,-10.64,0
13223,0.00,-2.34,23.43,10,0.22,1216,0.00,0.00,16,14.70,10.59,18.50,0.64,4.06,4.43,1.36,0.00,-10.67,0
13295,0.00,0.00,23.08,10,0.22,1209,0.00,0.00,16,14.70,10.59,18.50,0.64,4.06,4.40,1.36,0.00,-10.67,0
13370,0.00,0.00,23.20,10,0.22,1204,0.00,0.00,16,14.70,10.59,18.50,0.64,4.06,4.35,1.34,0.00,-10.64,0
13437,0.00,0.00,21.94,10,0.22,1176,0.00,0.00,16,14.70,10.23,18.00,0.64,4.06,4.26,1.34,0.00,-10.60,0
13511,0.00,0.00,19.52,10,0.22,1164,0.00,0.00,16,14.70,10.23,18.00,0.64,4.06,4.24,1.32,0.00,-10.58,0
13575,0.00,0.00,18.03,10,0.22,1150,0.00,0.00,16,14.70,10.23,18.00,0.64,4.06,4.18,1.34,0.00,-10.58,0
13647,0.00,0.00,15.73,10,0.22,1127,0.00,0.00,16,14.70,10.23,18.00,0.64,4.06,4.15,1.32,0.00,-10.58,0
13721,-0.78,0.00,14.93,8,0.22,1123,0.00,0.00,16,14.70,10.23,18.00,0.64,4.06,4.15,1.34,0.00,-10.56,0
13789,-1.56,0.00,14.24,8,0.22,1130,0.00,0.00,16,14.70,10.23,18.00,0.64,4.21,4.13,1.32,0.00,-10.54,0
13863,-2.34,0.00,13.67,8,0.22,1124,0.00,0.00,16,14.70,10.23,18.00,0.64,4.21,4.15,1.34,0.00,-10.52,0
13935,-3.12,0.00,13.09,8,0.22,1110,0.00,0.00,16,14.70,10.23,18.00,0.64,4.21,4.13,1.32,0.00,-10.50,0
14007,-3.12,0.00,12.98,8,0.23,1104,0.00,0.00,16,14.70,10.23,18.00,0.66,4.21,4.18,1.32,0.00,-10.50,0
14073,-3.91,0.00,12.98,8,0.24,1101,0.00,0.00,16,14.70,10.23,18.00,0.66,4.35,4.46,1.36,0.00,-10.40,0
14145,-3.91,0.00,12.75,8,0.25,1112,0.00,0.00,16,14.69,10.23,18.00,0.68,4.35,4.63,1.38,0.00,-10.35,0
14216,-4.69,0.00,12.75,8,0.26,1115,0.00,0.00,16,14.69,10.23,17.00,0.68,4.50,4.85,1.38,0.00,-10.17,0
14285,-4.69,0.00,12.75,8,0.26,1112,0.00,0.00,16,14.69,10.23,15.50,0.68,4.64,4.91,1.40,0.00,-10.04,0
14357,-5.47,0.00,12.75,8,0.26,1122,0.00,0.00,16,14.69,10.23,13.50,0.68,4.79,4.91,1.40,0.00,-9.90,0
14429,-5.47,0.00,12.75,8,0.26,1148,0.00,0.00,16,14.69,10.23,12.00,0.68,4.93,4.95,1.40,0.00,-9.82,0
14509,-6.25,0.00,12.98,8,0.26,1146,0.00,0.00,16,14.69,10.23,11.50,0.68,4.93,5.01,1.40,0.00,-9.73,0
14569,-6.25,0.00,12.98,8,0.26,1130,0.00,0.00,16,14.69,10.23,13.50,0.64,4.93,5.01,1.40,0.00,-9.67,0
14641,-6.25,-0.78,13.21,8,0.25,1140,0.00,0.00,16,14.69,10.23,12.00,0.64,5.08,4.86,1.36,0.00,-9.71,0
14713,-6.25,0.00,13.32,8,0.24,1144,0.00,0.00,16,14.70,10.23,11.50,0.64,4.64,4.15,1.32,0.00,-9.94,0
14785,-6.25,0.00,13.44,8,0.23,1128,0.00,0.00,16,14.70,10.23,11.50,0.64,4.64,3.86,1.30,0.00,-10.06,0
14849,-6.25,0.00,13.67,8,0.22,1130,0.00,0.00,16,14.70,10.23,12.50,0.64,4.50,3.80,1.30,0.00,-10.19,0
14921,-6.25,0.00,13.90,8,0.21,1116,0.00,0.00,16,14.70,10.23,14.00,0.64,4.50,3.80,1.30,0.00,-10.25,0
14993,-6.25,0.00,13.90,8,0.21,1108,0.00,0.00,16,14.70,10.23,14.00,0.64,4.35,3.80,1.30,0.00,-10.31,0
15065,-6.25,0.00,14.01,8,0.21,1097,0.00,0.00,16,14.70,9.88,15.50,0.64,4.35,3.80,1.28,0.00,-10.35,0
15132,-6.25,0.00,14.13,8,0.22,1062,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.80,1.30,0.00,-10.36,0
15208,-6.25,0.00,14.24,8,0.22,1048,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.85,1.30,0.00,-10.38,0
15272,-6.25,0.00,14.24,8,0.23,1032,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.85,1.30,0.00,-10.33,0
15344,-6.25,0.00,14.36,8,0.23,1027,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.85,1.30,0.00,-10.33,0
15416,-6.25,0.00,14.47,8,0.23,1022,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.85,1.30,0.00,-10.29,0
15484,-5.47,0.00,14.47,8,0.23,1021,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.80,1.30,0.00,-10.25,0
15560,-5.47,0.00,14.70,8,0.22,1022,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.75,1.30,0.00,-10.29,0
15632,-5.47,0.00,14.70,8,0.22,1024,0.00,0.00,16,14.70,9.88,16.50,0.64,4.35,3.67,1.28,0.00,-10.33,0
15704,-5.47,0.00,14.81,8,0.21,1016,0.00,0.00,16,14.70,9.88,17.00,0.64,4.35,3.60,1.28,0.00,-10.36,0
15772,-5.47,0.00,14.81,8,0.22,1017,0.00,0.00,16,14.70,9.88,16.50,0.64,4.35,3.60,1.28,0.00,-10.36,0
15843,-5.47,0.00,14.93,8,0.23,954,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.60,1.30,0.00,-10.29,0
15914,-5.47,0.00,14.93,8,0.24,926,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.67,1.30,0.00,-10.21,0
15986,-4.69,0.00,15.04,8,0.24,915,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.70,1.30,0.00,-10.11,0
16050,-4.69,0.00,15.16,8,0.24,920,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.67,1.28,0.00,-10.09,0
16122,-4.69,0.00,15.16,8,0.23,923,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.58,1.28,0.00,-10.06,0
16194,-4.69,0.00,15.16,8,0.22,932,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.52,1.28,0.00,-10.06,0
16274,-3.91,0.00,15.16,8,0.22,938,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.47,1.26,0.00,-10.07,0
16338,-4.69,0.00,15.16,8,0.22,940,0.00,0.00,16,14.70,9.88,16.50,0.64,4.64,3.42,1.26,0.00,-10.11,0
16410,-4.69,0.00,15.04,8,0.21,944,0.00,0.00,16,14.70,9.88,16.00,0.64,4.64,3.38,1.24,0.00,-10.15,0
16474,-5.47,0.00,14.81,8,0.21,940,0.00,0.00,16,14.70,9.88,16.50,0.64,4.50,3.33,1.24,0.00,-10.15,0
16550,-5.47,0.00,14.70,8,0.22,927,0.00,0.00,16,14.70,9.88,16.50,0.64,4.50,3.33,1.24,0.00,-10.17,0
16622,-6.25,0.00,14.47,8,0.22,910,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.38,1.24,0.00,-10.15,0
16694,-6.25,0.00,14.36,8,0.23,902,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.38,1.24,0.00,-10.09,0
16759,-7.03,0.00,14.24,8,0.23,892,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.36,1.24,0.00,-10.04,0
16830,-7.03,0.00,14.13,8,0.23,894,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.36,1.24,0.00,-10.06,0
16905,-7.03,0.00,14.13,8,0.22,887,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.33,1.24,0.00,-10.04,0
16977,-7.03,0.00,14.13,8,0.23,893,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.31,1.26,0.00,-10.06,0
17041,-6.25,0.00,14.36,8,0.23,875,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.31,1.26,0.00,-10.06,0
17113,-6.25,0.00,14.36,8,0.24,848,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.36,1.26,0.00,-10.04,0
17185,-6.25,0.00,14.47,8,0.24,846,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.36,1.26,0.00,-10.02,0
17257,-6.25,0.00,14.59,8,0.24,852,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.24,0.00,-9.98,0
17329,-5.47,0.00,14.59,8,0.24,850,0.00,0.00,16,14.70,9.88,17.50,0.64,4.79,3.40,1.24,0.00,-9.96,0
17401,-5.47,0.00,14.70,8,0.24,860,0.00,0.00,16,14.70,9.88,16.50,0.64,4.79,3.36,1.24,0.00,-9.96,0
17473,-5.47,0.00,14.81,8,0.23,870,0.00,0.00,16,14.70,9.88,15.50,0.64,4.79,3.33,1.24,0.00,-9.98,0
17537,-5.47,0.00,14.81,8,0.23,876,0.00,0.00,16,14.70,9.88,14.00,0.64,4.64,3.31,1.26,0.00,-10.02,0
17609,-4.69,0.00,14.93,8,0.22,876,0.00,0.00,16,14.70,9.88,14.00,0.64,4.64,3.28,1.26,0.00,-10.04,0
17681,-4.69,0.00,14.93,8,0.22,880,0.00,0.00,16,14.70,9.88,13.50,0.64,4.64,3.25,1.24,0.00,-10.06,0
17752,-4.69,0.00,15.04,8,0.23,873,0.00,0.00,16,14.70,9.88,14.00,0.64,4.64,3.25,1.24,0.00,-10.06,0
17824,-5.47,0.00,14.81,8,0.23,858,0.00,0.00,16,14.70,9.88,15.00,0.64,4.64,3.31,1.24,0.00,-10.04,0
17894,-4.69,0.00,14.93,8,0.24,848,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.31,1.24,0.00,-10.02,0
17962,-5.47,0.00,14.93,8,0.24,834,0.00,0.00,16,14.70,9.88,16.50,0.64,4.64,3.31,1.24,0.00,-9.98,0
18034,-5.47,0.00,14.81,8,0.24,837,0.00,0.00,16,14.70,9.88,16.00,0.64,4.79,3.33,1.26,0.00,-9.96,0
18106,-5.47,0.00,14.70,8,0.23,836,0.00,0.00,16,14.70,9.88,15.50,0.64,4.79,3.31,1.26,0.00,-9.94,0
18178,-5.47,0.00,14.70,8,0.23,846,0.00,0.00,16,14.70,9.88,14.00,0.64,4.79,3.28,1.24,0.00,-9.94,0
18242,-5.47,0.00,14.70,8,0.23,848,0.00,0.00,16,14.70,9.88,14.00,0.64,4.79,3.25,1.24,0.00,-9.94,0
18315,-5.47,0.00,14.70,8,0.23,850,0.00,0.00,16,14.70,9.88,13.00,0.64,4.79,3.25,1.24,0.00,-9.96,0
18389,-5.47,0.00,14.59,8,0.23,848,0.00,0.00,16,14.70,9.88,13.00,0.64,4.79,3.21,1.24,0.00,-9.96,0
18461,-5.47,0.00,14.70,8,0.23,846,0.00,0.00,16,14.70,9.88,13.00,0.64,4.79,3.21,1.24,0.00,-9.96,0
18533,-5.47,0.00,14.59,8,0.23,844,0.00,0.00,16,14.70,9.88,13.00,0.64,4.79,3.21,1.24,0.00,-9.94,0
18605,-5.47,0.00,14.70,8,0.23,829,0.00,0.00,16,14.70,9.88,14.50,0.64,4.79,3.23,1.24,0.00,-9.92,0
18669,-5.47,0.00,14.59,8,0.24,822,0.00,0.00,16,14.70,9.88,15.00,0.64,4.79,3.25,1.24,0.00,-9.90,0
18741,-5.47,0.00,14.59,8,0.24,822,0.00,0.00,16,14.70,9.88,14.50,0.64,4.79,3.28,1.24,0.00,-9.86,0
18813,-5.47,0.00,14.59,8,0.24,819,0.00,0.00,16,14.70,9.88,14.00,0.64,4.79,3.28,1.26,0.00,-9.84,0
18885,-5.47,0.00,14.59,8,0.24,828,0.00,0.00,16,14.70,9.88,13.00,0.64,4.79,3.25,1.24,0.00,-9.86,0
18952,-5.47,0.00,14.59,8,0.24,824,0.00,0.00,16,14.70,9.88,13.50,0.64,4.79,3.25,1.24,0.00,-9.86,0
19024,-5.47,0.00,14.59,8,0.24,824,0.00,0.00,16,14.70,9.88,13.00,0.64,4.79,3.25,1.24,0.00,-9.84,0
19097,-6.25,0.00,14.70,8,0.24,824,0.00,0.00,16,14.70,9.88,13.00,0.64,4.79,3.25,1.24,0.00,-9.84,0
19169,-5.47,0.00,14.47,8,0.24,812,0.00,0.00,16,14.70,9.88,14.00,0.64,4.93,3.28,1.26,0.00,-9.82,0
19241,-6.25,0.00,14.47,8,0.25,808,0.00,0.00,16,14.69,9.88,14.00,0.64,4.93,3.36,1.26,0.00,-9.80,0
19305,-6.25,0.00,14.59,8,0.25,805,0.00,0.00,16,14.69,9.88,14.00,0.64,4.93,3.36,1.24,0.00,-9.73,0
19377,-6.25,0.00,14.47,8,0.25,804,0.00,0.00,16,14.69,9.88,14.00,0.64,5.08,3.42,1.26,0.00,-9.69,0
19453,-5.47,-0.78,14.59,8,0.25,810,0.00,0.00,16,14.70,9.88,13.00,0.64,5.08,3.40,1.26,0.00,-9.65,0
19517,-6.25,-0.78,14.47,8,0.25,826,0.00,0.00,16,14.70,9.88,11.00,0.64,5.08,3.38,1.24,0.00,-9.67,0
19589,-5.47,-0.78,14.59,8,0.24,822,0.00,0.00,16,14.70,9.88,11.50,0.64,5.08,3.36,1.24,0.00,-9.65,0
19661,-6.25,0.00,14.59,8,0.24,834,0.00,0.00,16,14.70,9.88,10.00,0.64,5.08,3.38,1.24,0.00,-9.73,0
19735,-5.47,0.00,14.47,8,0.24,818,0.00,0.00,16,14.70,9.88,11.50,0.64,4.93,3.36,1.26,0.00,-9.67,0
19807,-5.47,-0.78,14.59,8,0.25,822,0.00,0.00,16,14.69,9.88,11.00,0.64,5.08,3.38,1.26,0.00,-9.67,0
19875,-5.47,-0.78,14.59,8,0.25,814,0.00,0.00,16,14.69,9.88,11.50,0.64,5.08,3.38,1.26,0.00,-9.63,0
19947,-5.47,-0.78,14.70,8,0.25,815,0.00,0.00,16,14.69,9.88,11.50,0.64,5.08,3.45,1.24,0.00,-9.63,0
20013,-5.47,-0.78,14.70,8,0.25,808,0.00,0.00,16,14.69,9.88,12.00,0.64,5.08,3.45,1.26,0.00,-9.61,0
20089,-5.47,-1.56,14.70,8,0.25,817,0.00,0.00,16,14.70,9.88,11.00,0.64,5.08,3.45,1.28,0.00,-9.57,0
20153,-5.47,-1.56,14.70,8,0.25,815,0.00,0.00,16,14.70,9.88,11.00,0.64,5.08,3.49,1.26,0.00,-9.57,0
20225,-5.47,-1.56,14.81,8,0.25,822,0.00,0.00,16,14.70,9.88,10.50,0.64,5.08,3.47,1.26,0.00,-9.57,0
20301,-5.47,-1.56,14.70,8,0.26,821,0.00,0.00,16,14.69,9.88,10.50,0.64,5.08,3.49,1.28,0.00,-9.55,0
20381,-5.47,-1.56,14.81,8,0.26,814,0.00,0.00,16,14.69,9.88,11.00,0.64,5.22,3.49,1.28,0.00,-9.53,0
20437,-4.69,-1.56,14.81,8,0.26,818,0.00,0.00,16,14.69,9.88,10.50,0.64,5.22,3.52,1.26,0.00,-9.51,0
20509,-4.69,-2.34,14.93,8,0.26,823,0.00,0.00,16,14.69,9.88,9.50,0.64,5.22,3.56,1.26,0.00,-9.53,0
20585,-4.69,-2.34,14.81,8,0.26,824,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.52,1.26,0.00,-9.51,0
20649,-4.69,-2.34,14.93,8,0.25,828,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.49,1.28,0.00,-9.53,0
20721,-4.69,-2.34,14.93,8,0.25,818,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.49,1.28,0.00,-9.51,0
20791,-3.91,-2.34,15.04,8,0.26,825,0.00,0.00,16,14.69,9.88,9.50,0.64,5.22,3.56,1.26,0.00,-9.51,0
20863,-3.91,-4.69,15.04,8,0.26,801,0.00,0.00,16,14.69,9.88,12.00,0.64,5.22,3.56,1.26,0.00,-9.48,0
20935,-3.91,-4.69,15.04,8,0.27,806,0.00,0.00,16,14.69,9.88,11.50,0.64,5.22,3.58,1.28,0.00,-9.46,0
21007,-3.91,-4.69,15.04,8,0.27,821,0.00,0.00,16,14.69,9.88,9.50,0.64,5.22,3.63,1.28,0.00,-9.44,0
21079,-3.12,-4.69,15.16,8,0.26,831,0.00,0.00,16,14.69,9.88,8.50,0.64,5.22,3.60,1.28,0.00,-9.44,0
21143,-3.91,-4.69,15.04,8,0.26,828,0.00,0.00,16,14.69,9.88,9.00,0.64,5.22,3.60,1.26,0.00,-9.44,0
21223,-3.12,-4.69,15.16,8,0.26,829,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.60,1.28,0.00,-9.44,0
21287,-3.91,-4.69,15.04,8,0.26,830,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.60,1.28,0.00,-9.46,0
21359,-3.12,-4.69,15.16,8,0.26,817,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.60,1.28,0.00,-9.44,0
21431,-3.12,-4.69,15.04,8,0.27,828,0.00,0.00,16,14.69,9.88,10.50,0.64,5.22,3.63,1.28,0.00,-9.44,0
21503,-3.12,-4.69,15.16,8,0.27,816,0.00,0.00,16,14.69,9.88,9.50,0.64,5.37,3.65,1.26,0.00,-9.38,0
21567,-3.12,-4.69,15.16,8,0.27,828,0.00,0.00,16,14.69,9.88,9.00,0.64,5.22,3.65,1.28,0.00,-9.44,0
21639,-2.34,-4.69,15.04,8,0.27,820,0.00,0.00,16,14.69,9.88,10.00,0.64,5.37,3.65,1.30,0.00,-9.38,0
21711,-2.34,-4.69,15.16,8,0.27,827,0.00,0.00,16,14.69,9.88,9.50,0.64,5.37,3.67,1.28,0.00,-9.38,0
21783,-2.34,-4.69,15.16,8,0.26,831,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.65,1.28,0.00,-9.36,0
21850,-2.34,-4.69,15.39,8,0.27,833,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.67,1.26,0.00,-9.38,0
21922,-1.56,-4.69,15.39,8,0.26,826,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.65,1.28,0.00,-9.36,0
21994,-1.56,-4.69,15.27,8,0.26,834,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,3.67,1.28,0.00,-9.38,0
22066,-1.56,-4.69,15.27,8,0.26,825,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.67,1.28,0.00,-9.38,0
22142,-1.56,-4.69,15.27,8,0.26,834,0.00,0.00,16,14.69,9.88,8.50,0.64,5.37,3.70,1.28,0.00,-9.38,0
22210,-1.56,-4.69,15.27,8,0.27,826,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,3.70,1.28,0.00,-9.36,0
22278,-1.56,-4.69,15.27,8,0.26,834,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.70,1.28,0.00,-9.38,0
22350,-0.78,-4.69,15.16,8,0.26,841,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.70,1.30,0.00,-9.36,0
22422,-0.78,-4.69,15.27,8,0.26,842,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.67,1.30,0.00,-9.40,0
22494,-0.78,-4.69,15.04,8,0.26,845,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,3.67,1.28,0.00,-9.38,0
22566,-0.78,-4.69,15.27,8,0.26,854,0.00,0.00,16,14.70,9.88,7.00,0.64,5.22,3.70,1.28,0.00,-9.44,0
22630,-0.78,-4.69,15.04,8,0.26,840,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.70,1.28,0.00,-9.38,0
22704,-0.78,-4.69,15.16,8,0.26,836,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.67,1.28,0.00,-9.44,0
22776,-0.78,-4.69,15.16,8,0.26,828,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,3.65,1.30,0.00,-9.40,0
22848,-0.78,-4.69,15.04,8,0.26,838,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.67,1.30,0.00,-9.40,0
22920,0.00,-4.69,15.16,8,0.26,840,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,3.65,1.28,0.00,-9.42,0
22984,0.00,-4.69,15.16,8,0.26,854,0.00,0.00,16,14.70,9.88,7.50,0.64,5.22,3.65,1.28,0.00,-9.44,0
23056,0.00,-4.69,15.16,8,0.26,844,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.65,1.28,0.00,-9.44,0
23128,0.00,-4.69,15.16,8,0.26,847,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.67,1.28,0.00,-9.44,0
23200,0.00,-4.69,15.04,8,0.26,843,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.65,1.28,0.00,-9.44,0
23272,0.00,-4.69,15.16,8,0.26,841,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.65,1.28,0.00,-9.44,0
23336,0.78,-4.69,15.04,8,0.26,847,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.70,1.28,0.00,-9.44,0
23414,0.00,-4.69,15.16,8,0.26,854,0.00,0.00,16,14.70,9.88,7.50,0.64,5.22,3.67,1.28,0.00,-9.44,0
23478,0.78,-4.69,15.04,8,0.26,836,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.65,1.28,0.00,-9.44,0
23550,0.00,-4.69,15.04,8,0.26,842,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.67,1.28,0.00,-9.46,0
23622,0.78,-4.69,15.04,8,0.26,844,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.67,1.30,0.00,-9.46,0
23694,0.00,-4.69,14.93,8,0.26,851,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.65,1.28,0.00,-9.48,0
23766,0.78,-4.69,14.93,8,0.26,839,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.65,1.28,0.00,-9.48,0
23834,0.00,-4.69,14.93,8,0.26,844,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.65,1.26,0.00,-9.48,0
23906,0.78,-4.69,14.81,8,0.26,842,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.65,1.28,0.00,-9.48,0
23978,0.78,-4.69,14.93,8,0.26,854,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.65,1.28,0.00,-9.48,0
24050,0.78,-4.69,14.93,8,0.26,856,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.65,1.30,0.00,-9.51,0
24117,0.78,-4.69,15.04,8,0.26,847,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.67,1.28,0.00,-9.51,0
24191,0.78,-4.69,14.93,8,0.26,844,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.65,1.28,0.00,-9.48,0
24263,0.78,-4.69,15.04,8,0.26,851,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.67,1.28,0.00,-9.48,0
24333,0.78,-4.69,14.93,8,0.25,849,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.67,1.28,0.00,-9.48,0
24403,0.78,-4.69,14.93,8,0.26,858,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.65,1.28,0.00,-9.51,0
24469,0.78,-4.69,14.93,8,0.26,844,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.65,1.28,0.00,-9.51,0
24541,0.78,-4.69,14.93,8,0.26,852,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.67,1.30,0.00,-9.51,0
24613,0.78,-4.69,14.81,8,0.26,847,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.67,1.28,0.00,-9.51,0
24683,0.78,-4.69,14.81,8,0.26,855,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.63,1.26,0.00,-9.53,0
24755,0.78,-4.69,14.81,8,0.25,860,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.63,1.26,0.00,-9.53,0
24827,0.78,-4.69,14.81,8,0.25,864,0.00,0.00,16,14.70,9.88,8.00,0.64,5.08,3.65,1.28,0.00,-9.57,0
24899,0.78,-4.69,14.70,8,0.25,867,0.00,0.00,16,14.70,9.88,7.50,0.64,5.08,3.65,1.28,0.00,-9.55,0
24963,0.78,-4.69,14.70,8,0.25,867,0.00,0.00,16,14.70,9.88,9.00,0.64,5.08,3.63,1.28,0.00,-9.57,0
25035,0.78,-4.69,14.59,8,0.26,858,0.00,0.00,16,14.70,9.88,10.00,0.64,5.08,3.65,1.30,0.00,-9.53,0
25111,0.00,-4.69,14.70,8,0.26,856,0.00,0.00,16,14.70,9.88,9.00,0.64,5.08,3.65,1.28,0.00,-9.57,0
25175,0.78,-4.69,14.47,8,0.26,855,0.00,0.00,16,14.70,9.88,9.00,0.64,5.08,3.67,1.28,0.00,-9.53,0
25247,0.78,-4.69,14.59,8,0.26,856,0.00,0.00,16,14.70,9.88,9.00,0.64,5.08,3.67,1.28,0.00,-9.57,0
25319,0.78,-4.69,14.47,8,0.26,856,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.67,1.28,0.00,-9.53,0
25391,0.00,-4.69,14.59,8,0.25,856,0.00,0.00,16,14.70,9.88,9.00,0.64,5.08,3.67,1.28,0.00,-9.57,0
25463,0.78,-4.69,14.59,8,0.25,854,0.00,0.00,16,14.70,9.88,9.50,0.64,5.08,3.65,1.28,0.00,-9.55,0
25535,0.00,-4.69,14.47,8,0.25,864,0.00,0.00,16,14.70,9.88,8.00,0.64,5.08,3.65,1.28,0.00,-9.57,0
25607,0.78,-4.69,14.59,8,0.26,850,0.00,0.00,16,14.70,9.88,9.50,0.64,5.08,3.65,1.28,0.00,-9.57,0
25675,0.00,-4.69,14.47,8,0.26,858,0.00,0.00,16,14.70,9.88,9.00,0.64,5.08,3.65,1.28,0.00,-9.57,0
25747,0.78,-4.69,14.59,8,0.26,851,0.00,0.00,16,14.70,9.88,9.50,0.64,5.08,3.67,1.28,0.00,-9.57,0
25811,0.00,-4.69,14.47,8,0.26,861,0.00,0.00,16,14.70,9.88,8.50,0.64,5.08,3.65,1.26,0.00,-9.57,0
25883,0.78,-4.69,14.59,8,0.25,859,0.00,0.00,16,14.70,9.88,8.00,0.64,5.08,3.65,1.28,0.00,-9.57,0
