Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Alternator Duty (%),Battery Voltage (V)
119926,14.36,0.15,1170,0.00,0.00,16,14.10,15.00,5.37,5.78,-1.18,0.64,0.00,13.68
120129,14.47,0.15,1160,0.00,0.00,16,14.10,15.50,5.37,5.85,-1.18,0.64,0.00,13.76
120316,14.47,0.15,1176,0.00,0.00,16,14.10,13.00,5.37,5.85,-1.18,0.64,0.00,13.68
120504,14.36,0.15,1166,0.00,0.00,16,14.10,14.50,5.37,5.85,-1.18,0.64,0.00,13.76
120691,14.47,0.15,1166,0.00,0.00,16,14.10,14.00,5.37,5.85,-1.18,0.64,0.00,13.76
120879,14.36,0.15,1170,0.00,0.00,16,14.10,14.00,5.37,5.85,-1.18,0.64,0.00,13.76
121082,14.47,0.15,1163,0.00,0.00,16,14.10,14.50,5.37,5.81,-1.18,0.64,0.00,13.68
121269,14.36,0.15,1176,0.00,0.00,16,14.10,13.00,5.37,5.85,-1.18,0.64,0.00,13.84
121457,14.47,0.15,1167,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.76
121644,14.47,0.15,1165,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.76
121847,14.47,0.15,1152,0.00,0.00,16,14.10,15.50,5.37,5.85,-1.18,0.64,0.00,13.76
122035,14.36,0.15,1168,0.00,0.00,16,14.10,13.00,5.37,5.87,-1.18,0.64,0.00,13.68
122220,14.47,0.15,1169,0.00,0.00,16,14.10,13.00,5.37,5.85,-1.18,0.64,0.00,13.84
122407,14.47,0.15,1173,0.00,0.00,16,14.10,13.50,5.37,5.78,-1.18,0.64,0.00,13.76
122595,14.36,0.15,1176,0.00,0.00,16,14.10,13.50,5.37,5.85,-1.18,0.64,0.00,13.76
122798,14.36,0.15,1172,0.00,0.00,16,14.10,14.00,5.37,5.85,-1.18,0.64,0.00,13.84
122985,14.36,0.15,1167,0.00,0.00,16,14.10,14.50,5.37,5.85,-1.18,0.64,0.00,13.68
123172,14.59,0.15,1182,0.00,0.00,16,14.10,13.00,5.37,5.85,-1.18,0.64,0.00,13.76
123360,14.47,0.15,1176,0.00,0.00,16,14.10,14.00,5.37,5.74,-1.18,0.64,0.00,13.68
123563,14.47,0.15,1180,0.00,0.00,16,14.10,13.50,5.37,5.78,-1.18,0.64,0.00,13.84
123750,14.36,0.15,1171,0.00,0.00,16,14.10,15.50,5.37,5.85,-1.18,0.64,0.00,13.68
123938,14.36,0.15,1171,0.00,0.00,16,14.10,14.00,5.37,5.81,-1.18,0.64,0.00,13.68
124131,14.36,0.15,1162,0.00,0.00,16,14.10,15.00,5.37,5.85,-1.18,0.64,0.00,13.76
124324,14.36,0.15,1174,0.00,0.00,16,14.10,13.50,5.37,5.78,-1.18,0.64,0.00,13.68
124513,14.36,0.15,1171,0.00,0.00,16,14.10,15.00,5.37,5.78,-1.18,0.64,0.00,13.76
124707,14.59,0.15,1172,0.00,0.00,16,14.10,14.00,5.37,5.74,-1.18,0.64,0.00,13.68
124897,14.59,0.15,1155,0.00,0.00,16,14.10,15.50,5.37,5.78,-1.18,0.64,0.00,13.76
125086,14.47,0.15,1160,0.00,0.00,16,14.10,14.50,5.37,5.78,-1.18,0.64,0.00,13.84
125273,14.47,0.15,1172,0.00,0.00,16,14.10,13.00,5.37,5.74,-1.18,0.64,0.00,13.84
125461,14.47,0.15,1177,0.00,0.00,16,14.10,13.00,5.37,5.78,-1.18,0.64,0.00,13.76
125648,14.36,0.15,1163,0.00,0.00,16,14.10,14.50,5.37,5.78,-1.18,0.64,0.00,13.84
125851,14.59,0.15,1165,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.76
126037,14.59,0.15,1152,0.00,0.00,16,14.10,15.50,5.37,5.78,-1.18,0.64,0.00,13.68
126224,14.47,0.15,1163,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.68
126412,14.47,0.15,1175,0.00,0.00,16,14.10,14.50,5.37,5.78,-1.18,0.64,0.00,13.84
126599,14.47,0.15,1166,0.00,0.00,16,14.10,14.00,5.37,5.85,-1.18,0.64,0.00,13.68
126802,14.36,0.15,1146,0.00,0.00,16,14.10,16.50,5.37,5.74,-1.18,0.64,0.00,13.76
126994,14.47,0.15,1161,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.68
127187,14.36,0.15,1155,0.00,0.00,16,14.10,14.50,5.37,5.78,-1.18,0.64,0.00,13.84
127377,14.47,0.15,1158,0.00,0.00,16,14.10,14.00,5.37,5.72,-1.18,0.64,0.00,13.68
127566,14.47,0.15,1153,0.00,0.00,16,14.10,14.50,5.37,5.78,-1.18,0.64,0.00,13.76
127759,14.47,0.15,1162,0.00,0.00,16,14.10,13.50,5.37,5.78,-1.18,0.64,0.00,13.68
127952,14.47,0.15,1161,0.00,0.00,16,14.10,14.00,5.37,5.85,-1.18,0.64,0.00,13.84
128140,14.59,0.15,1156,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.76
128327,14.47,0.15,1153,0.00,0.00,16,14.10,14.50,5.37,5.68,-1.18,0.64,0.00,13.84
128515,14.36,0.15,1144,0.00,0.00,16,14.10,15.50,5.37,5.78,-1.18,0.64,0.00,13.84
128702,14.36,0.15,1152,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.84
128905,14.36,0.15,1150,0.00,0.00,16,14.10,14.50,5.37,5.78,-1.18,0.64,0.00,13.76
129093,14.47,0.15,1138,0.00,0.00,16,14.10,16.00,5.37,5.78,-1.18,0.64,0.00,13.76
129280,14.47,0.15,1156,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.68
129468,14.47,0.15,1154,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.76
129671,14.59,0.15,1156,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.60
129858,14.47,0.15,1156,0.00,0.00,16,14.10,14.00,5.37,5.72,-1.18,0.64,0.00,13.84
130046,14.47,0.15,1158,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.68
130233,14.47,0.15,1152,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.84
130421,14.47,0.15,1159,0.00,0.00,16,14.10,13.50,5.37,5.78,-1.18,0.64,0.00,13.68
130624,14.59,0.15,1159,0.00,0.00,16,14.10,13.50,5.37,5.81,-1.18,0.64,0.00,13.68
130811,14.47,0.15,1145,0.00,0.00,16,14.10,15.00,5.37,5.78,-1.18,0.64,0.00,13.76
130999,14.36,0.15,1144,0.00,0.00,16,14.10,13.00,5.37,5.74,-1.18,0.64,0.00,13.68
131186,14.47,0.15,1162,0.00,0.00,16,14.10,13.00,5.37,5.74,-1.18,0.64,0.00,13.76
131389,14.36,0.15,1152,0.00,0.00,16,14.10,14.00,5.37,5.78,-1.18,0.64,0.00,13.76
131577,14.47,0.15,1146,0.00,0.00,16,14.10,15.00,5.37,5.85,-1.18,0.64,0.00,13.76
131780,14.47,0.15,1155,0.00,0.00,16,14.10,14.00,5.37,5.72,-1.18,0.64,0.00,13.84
131952,14.47,0.15,1157,0.00,0.00,16,14.10,14.00,5.37,5.65,-1.18,0.64,0.00,13.76
132155,14.47,0.15,1138,0.00,0.00,16,14.10,15.00,5.37,5.81,-1.18,0.64,0.00,13.84
132342,14.59,0.15,1146,0.00,0.00,16,14.10,14.50,5.51,5.78,-1.18,0.64,0.00,13.76
132529,14.47,0.15,1155,0.00,0.00,16,14.10,13.00,5.37,5.85,-1.18,0.64,0.00,13.76
132716,14.47,0.15,1160,0.00,0.00,16,14.10,13.00,5.37,5.78,-1.18,0.64,0.00,13.68
135531,14.36,0.15,1153,0.00,0.00,16,14.10,13.00,5.51,5.74,-1.18,0.64,0.00,13.76
135734,14.47,0.15,1151,0.00,0.00,16,14.10,13.50,5.37,5.72,-1.18,0.64,0.00,13.76
135922,14.70,0.15,1142,0.00,0.00,16,14.10,14.50,5.37,5.68,-1.18,0.64,0.00,13.76
136109,14.59,0.15,1134,0.00,0.00,16,14.10,13.00,5.37,5.72,-1.18,0.64,0.00,13.68
136297,14.59,0.15,1152,0.00,0.00,16,14.10,13.50,5.37,5.72,-1.18,0.64,0.00,13.84
136500,14.47,0.15,1147,0.00,0.00,16,14.10,14.00,5.37,5.65,-1.18,0.64,0.00,13.68
136687,14.47,0.15,1142,0.00,0.00,16,14.10,14.50,5.51,5.85,-1.18,0.64,0.00,13.84
136875,14.59,0.15,1156,0.00,0.00,16,14.10,13.00,5.37,5.74,-1.18,0.64,0.00,13.68
137062,14.47,0.15,1161,0.00,0.00,16,14.10,13.00,5.37,5.78,-1.18,0.64,0.00,13.76
137265,14.47,0.15,1156,0.00,0.00,16,14.10,13.50,5.37,5.72,-1.18,0.64,0.00,13.68
137453,14.47,0.15,1146,0.00,0.00,16,14.10,14.50,5.37,5.72,-1.18,0.64,0.00,13.76
137638,14.47,0.15,1159,0.00,0.00,16,14.10,13.50,5.37,5.72,-1.18,0.64,0.00,13.68
137825,14.47,0.15,1162,0.00,0.00,16,14.10,13.00,5.37,5.72,-1.18,0.64,0.00,13.76
138028,14.59,0.15,1154,0.00,0.00,16,14.10,14.00,5.37,5.72,-1.18,0.64,0.00,13.76
138958,14.36,0.15,1148,0.00,0.00,16,14.10,14.50,5.37,5.72,-1.18,0.64,0.00,13.76
139146,14.47,0.15,1151,0.00,0.00,16,14.10,14.00,5.37,5.68,-1.18,0.64,0.00,13.68
139340,14.59,0.15,1148,0.00,0.00,16,14.10,14.50,5.37,5.72,-1.18,0.64,0.00,13.60
139534,14.47,0.15,1163,0.00,0.00,16,14.10,13.00,5.37,5.68,-1.18,0.64,0.00,13.76
139723,14.36,0.15,1146,0.00,0.00,16,14.10,15.50,5.37,5.72,-1.18,0.64,0.00,13.68
139906,14.36,0.15,1150,0.00,0.00,16,14.10,13.00,5.37,5.68,-1.18,0.64,0.00,13.76
140094,14.47,0.15,1156,0.00,0.00,16,14.10,14.00,5.37,5.72,-1.18,0.64,0.00,13.68
140297,14.47,0.15,1143,0.00,0.00,16,14.10,15.50,5.37,5.72,-1.18,0.64,0.00,13.76
140484,14.47,0.15,1147,0.00,0.00,16,14.10,14.50,5.37,5.65,-1.18,0.64,0.00,13.76
140672,14.36,0.15,1148,0.00,0.00,16,14.10,14.00,5.37,5.65,-1.18,0.64,0.00,13.76
140859,14.36,0.15,1140,0.00,0.00,16,14.10,14.50,5.37,5.65,-1.18,0.64,0.00,13.68
141047,14.36,0.15,1126,0.00,0.00,16,14.10,16.00,5.51,5.68,-1.18,0.64,0.00,13.84
141250,14.47,0.15,1141,0.00,0.00,16,14.10,14.00,5.37,5.65,-1.18,0.64,0.00,13.76
141437,14.36,0.15,1136,0.00,0.00,16,14.10,14.50,5.37,5.62,-1.18,0.64,0.00,13.76
141625,14.36,0.15,1132,0.00,0.00,16,14.10,15.00,5.37,5.65,-1.18,0.64,0.00,13.76
141812,14.36,0.15,1130,0.00,0.00,16,14.10,15.00,5.51,5.72,-1.18,0.64,0.00,13.84
142015,14.47,0.15,1134,0.00,0.00,16,14.10,14.50,5.51,5.65,-1.18,0.64,0.00,13.84
142203,14.59,0.15,1130,0.00,0.00,16,14.10,15.50,5.51,5.72,-1.18,0.64,0.00,13.76
142391,14.59,0.15,1146,0.00,0.00,16,14.10,13.00,5.51,5.68,-1.18,0.64,0.00,13.76
142576,14.47,0.15,1149,0.00,0.00,16,14.10,13.00,5.37,5.65,-1.18,0.64,0.00,13.76
142779,14.36,0.15,1141,0.00,0.00,16,14.10,13.50,5.37,5.65,-1.18,0.64,0.00,13.68
142967,14.36,0.15,1136,0.00,0.00,16,14.10,14.00,5.37,5.65,-1.18,0.64,0.00,13.76
143154,14.36,0.15,1134,0.00,0.00,16,14.10,14.50,5.51,5.65,-1.18,0.64,0.00,13.68
143341,14.59,0.15,1146,0.00,0.00,16,14.10,13.50,5.37,5.65,-1.18,0.64,0.00,13.84
143544,14.59,0.15,1136,0.00,0.00,16,14.10,14.50,5.37,5.65,-1.18,0.64,0.00,13.68
143731,14.47,0.15,1138,0.00,0.00,16,14.10,14.00,5.37,5.65,-1.18,0.64,0.00,13.76
143919,14.59,0.15,1139,0.00,0.00,16,14.10,14.00,5.37,5.65,-1.18,0.64,0.00,13.68
144122,14.47,0.15,1144,0.00,0.00,16,14.10,13.50,5.37,5.62,-1.18,0.64,0.00,13.68
144307,14.59,0.15,1139,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.76
144495,14.59,0.15,1128,0.00,0.00,16,14.10,14.50,5.37,5.65,-1.18,0.64,0.00,13.76
144682,14.59,0.15,1142,0.00,0.00,16,14.10,13.50,5.37,5.65,-1.18,0.64,0.00,13.76
144885,14.59,0.15,1137,0.00,0.00,16,14.10,15.00,5.51,5.65,-1.18,0.64,0.00,13.76
145073,14.47,0.15,1130,0.00,0.00,16,14.10,14.50,5.51,5.59,-1.18,0.64,0.00,13.76
145260,14.70,0.15,1134,0.00,0.00,16,14.10,14.00,5.51,5.65,-1.18,0.64,0.00,13.84
145448,14.70,0.15,1127,0.00,0.00,16,14.10,15.00,5.51,5.62,-1.18,0.64,0.00,13.76
145651,14.70,0.15,1137,0.00,0.00,16,14.10,13.50,5.51,5.65,-1.18,0.64,0.00,13.76
145838,14.70,0.15,1137,0.00,0.00,16,14.10,14.00,5.37,5.72,-1.18,0.64,0.00,13.60
146026,14.59,0.15,1148,0.00,0.00,16,14.10,13.00,5.37,5.65,-1.18,0.64,0.00,13.76
146213,14.59,0.15,1142,0.00,0.00,16,14.10,13.50,5.37,5.68,-1.18,0.64,0.00,13.76
146401,14.59,0.15,1139,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.60
146604,14.47,0.15,1129,0.00,0.00,16,14.10,13.00,5.37,5.65,-1.18,0.64,0.00,13.76
146791,14.47,0.15,1135,0.00,0.00,16,14.10,15.50,5.37,5.62,-1.18,0.64,0.00,13.68
146979,14.47,0.15,1129,0.00,0.00,16,14.10,14.50,5.51,5.59,-1.18,0.64,0.00,13.76
147166,14.59,0.15,1134,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.76
147354,14.59,0.15,1127,0.00,0.00,16,14.10,14.50,5.37,5.59,-1.18,0.64,0.00,13.76
147557,14.59,0.15,1120,0.00,0.00,16,14.10,15.00,5.51,5.65,-1.18,0.64,0.00,13.76
147744,14.59,0.15,1123,0.00,0.00,16,14.10,13.00,5.51,5.55,-1.18,0.64,0.00,13.76
147931,14.47,0.15,1138,0.00,0.00,16,14.10,13.00,5.51,5.62,-1.18,0.64,0.00,13.76
148119,14.47,0.15,1130,0.00,0.00,16,14.10,14.00,5.51,5.52,-1.18,0.64,0.00,13.76
148322,14.59,0.15,1126,0.00,0.00,16,14.10,14.00,5.51,5.65,-1.18,0.64,0.00,13.76
148509,14.59,0.15,1140,0.00,0.00,16,14.10,13.00,5.37,5.65,-1.18,0.64,0.00,13.76
148697,14.59,0.15,1133,0.00,0.00,16,14.10,14.00,5.51,5.65,-1.18,0.64,0.00,13.76
148884,14.47,0.15,1137,0.00,0.00,16,14.10,14.00,5.51,5.65,-1.18,0.64,0.00,13.76
149081,14.47,0.15,1148,0.00,0.00,16,14.10,12.50,5.37,5.65,-1.18,0.64,0.00,13.68
149274,14.47,0.15,1134,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.76
149462,14.47,0.15,1134,0.00,0.00,16,14.10,14.00,5.37,5.52,-1.18,0.64,0.00,13.60
149652,14.36,0.15,1140,0.00,0.00,16,14.10,13.00,5.37,5.59,-1.18,0.64,0.00,13.76
149845,14.36,0.15,1138,0.00,0.00,16,14.10,13.00,5.37,5.59,-1.18,0.64,0.00,13.68
150031,14.47,0.15,1136,0.00,0.00,16,14.10,13.50,5.51,5.59,-1.18,0.64,0.00,13.76
150219,14.47,0.15,1122,0.00,0.00,16,14.10,15.50,5.37,5.65,-1.18,0.64,0.00,13.68
150406,14.47,0.15,1138,0.00,0.00,16,14.10,13.00,5.37,5.62,-1.18,0.64,0.00,13.76
150609,14.36,0.15,1141,0.00,0.00,16,14.10,13.00,5.37,5.55,-1.18,0.64,0.00,13.84
150797,14.24,0.15,1127,0.00,0.00,16,14.10,14.50,5.37,5.62,-1.18,0.64,0.00,13.68
150984,14.36,0.15,1134,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.76
151172,14.47,0.15,1134,0.00,0.00,16,14.10,14.00,5.37,5.62,-1.18,0.64,0.00,13.76
151375,14.47,0.15,1133,0.00,0.00,16,14.10,13.50,5.37,5.52,-1.18,0.64,0.00,13.76
151562,14.36,0.15,1123,0.00,0.00,16,14.10,14.00,5.51,5.65,-1.18,0.64,0.00,13.84
151750,14.47,0.15,1142,0.00,0.00,16,14.10,12.00,5.37,5.59,-1.18,0.64,0.00,13.76
151937,14.24,0.15,1115,0.00,0.00,16,14.10,15.50,5.51,5.65,-1.18,0.64,0.00,13.76
152125,14.47,0.15,1128,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.76
152328,14.47,0.15,1127,0.00,0.00,16,14.10,14.00,5.37,5.62,-1.18,0.64,0.00,13.76
152515,14.47,0.15,1139,0.00,0.00,16,14.10,12.50,5.37,5.59,-1.18,0.64,0.00,13.68
152707,14.36,0.15,1131,0.00,0.00,16,14.10,13.50,5.37,5.59,-1.18,0.64,0.00,13.76
152889,14.47,0.15,1136,0.00,0.00,16,14.10,13.00,5.51,5.59,-1.18,0.64,0.00,13.76
153076,14.59,0.15,1136,0.00,0.00,16,14.10,13.00,5.51,5.59,-1.18,0.64,0.00,13.60
153278,14.47,0.15,1122,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.76
153466,14.36,0.15,1123,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.68
153653,14.36,0.15,1124,0.00,0.00,16,14.10,14.00,5.51,5.59,-1.18,0.64,0.00,13.76
153841,14.47,0.15,1124,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.68
154044,14.36,0.15,1133,0.00,0.00,16,14.10,13.00,5.37,5.52,-1.18,0.64,0.00,13.76
154231,14.59,0.15,1124,0.00,0.00,16,14.10,14.00,5.37,5.59,-1.18,0.64,0.00,13.68
157054,14.47,0.15,1110,0.00,0.00,16,14.10,13.50,5.51,5.55,-1.18,0.64,0.00,13.68
157241,14.47,0.15,1111,0.00,0.00,16,14.10,14.50,5.37,5.62,-1.18,0.64,0.00,13.76
157444,14.59,0.15,1124,0.00,0.00,16,14.10,13.00,5.37,5.49,-1.18,0.64,0.00,13.76
157632,14.47,0.15,1126,0.00,0.00,16,14.10,13.00,5.37,5.55,-1.18,0.64,0.00,13.76
157817,14.47,0.15,1120,0.00,0.00,16,14.10,13.00,5.51,5.59,-1.18,0.64,0.00,13.76
158017,14.59,0.15,1117,0.00,0.00,16,14.10,14.00,5.51,5.59,-1.18,0.64,0.00,13.76
158206,14.47,0.15,1117,0.00,0.00,16,14.10,14.00,5.37,5.62,-1.18,0.64,0.00,13.84
158396,14.47,0.15,1124,0.00,0.00,16,14.10,13.00,5.37,5.59,-1.18,0.64,0.00,13.76
158590,14.47,0.15,1120,0.00,0.00,16,14.10,14.00,5.51,5.52,-1.18,0.64,0.00,13.76
158779,14.47,0.15,1124,0.00,0.00,16,14.10,14.00,5.37,5.52,-1.18,0.64,0.00,13.76
158964,14.47,0.15,1109,0.00,0.00,16,14.10,14.50,5.37,5.52,-1.18,0.64,0.00,13.68
159152,14.47,0.15,1112,0.00,0.00,16,14.10,13.00,5.37,5.52,-1.18,0.64,0.00,13.76
159339,14.47,0.15,1121,0.00,0.00,16,14.10,13.00,5.51,5.52,-1.18,0.64,0.00,13.60
159542,14.47,0.15,1099,0.00,0.00,16,14.10,15.50,5.51,5.52,-1.18,0.64,0.00,13.76
160486,14.47,0.15,1107,0.00,0.00,16,14.10,14.00,5.51,5.55,-1.18,0.64,0.00,13.76
160674,14.47,0.15,1128,0.00,0.00,16,14.10,12.00,5.37,5.46,-1.18,0.64,0.00,13.68
160861,14.47,0.15,1121,0.00,0.00,16,14.10,13.00,5.37,5.52,-1.18,0.64,0.00,13.76
161049,14.47,0.15,1118,0.00,0.00,16,14.10,13.00,5.51,5.46,-1.18,0.64,0.00,13.76
161236,14.59,0.15,1107,0.00,0.00,16,14.10,14.50,5.37,5.46,-1.18,0.64,0.00,13.76
161439,14.70,0.15,1118,0.00,0.00,16,14.10,13.00,5.37,5.49,-1.18,0.64,0.00,13.76
161627,14.70,0.15,1111,0.00,0.00,16,14.10,14.00,5.37,5.49,-1.18,0.64,0.00,13.76
161814,14.70,0.15,1119,0.00,0.00,16,14.10,13.00,5.51,5.49,-1.18,0.64,0.00,13.76
162002,14.70,0.15,1112,0.00,0.00,16,14.10,15.00,5.51,5.46,-1.18,0.64,0.00,13.60
162189,14.59,0.15,1090,0.00,0.00,16,14.10,16.00,5.51,5.52,-1.18,0.64,0.00,13.68
162392,14.59,0.15,1116,0.00,0.00,16,14.10,13.00,5.37,5.49,-1.18,0.64,0.00,13.76
162580,14.47,0.15,1114,0.00,0.00,16,14.10,13.50,5.51,5.55,-1.18,0.64,0.00,13.60
162767,14.47,0.15,1121,0.00,0.00,16,14.10,13.00,5.37,5.49,-1.18,0.64,0.00,13.76
162953,14.36,0.15,1128,0.00,0.00,16,14.10,12.50,5.37,5.46,-1.18,0.64,0.00,13.68
163141,14.47,0.15,1118,0.00,0.00,16,14.10,14.00,5.37,5.49,-1.18,0.64,0.00,13.76
163343,14.36,0.15,1110,0.00,0.00,16,14.10,14.50,5.37,5.49,-1.18,0.64,0.00,13.68
163531,14.36,0.14,1131,0.00,0.00,16,14.10,12.00,5.37,5.46,-1.18,0.64,0.00,13.76
163723,14.24,0.15,1112,0.00,0.00,16,14.10,14.00,5.37,5.52,-1.18,0.64,0.00,13.68
163919,14.36,0.15,1125,0.00,0.00,16,14.10,13.00,5.37,5.52,-1.18,0.64,0.00,13.76
164106,14.24,0.15,1117,0.00,0.00,16,14.10,14.00,5.37,5.49,-1.18,0.64,0.00,13.76
164294,14.36,0.15,1110,0.00,0.00,16,14.10,14.50,5.37,5.46,-1.18,0.64,0.00,13.76
164481,14.36,0.15,1118,0.00,0.00,16,14.10,13.50,5.37,5.46,-1.18,0.64,0.00,13.76
164669,14.36,0.15,1108,0.00,0.00,16,14.10,14.50,5.37,5.46,-1.18,0.64,0.00,13.76
164872,14.36,0.14,1107,0.00,0.00,16,14.10,12.50,5.37,5.43,-1.18,0.64,0.00,13.76
165059,14.47,0.15,1104,0.00,0.00,16,14.10,15.00,5.37,5.52,-1.18,0.64,0.00,13.76
165247,14.36,0.15,1106,0.00,0.00,16,14.10,14.00,5.51,5.46,-1.18,0.64,0.00,13.68
165434,14.47,0.15,1103,0.00,0.00,16,14.10,14.50,5.37,5.46,-1.18,0.64,0.00,13.76
165637,14.47,0.15,1096,0.00,0.00,16,14.10,15.50,5.37,5.46,-1.18,0.64,0.00,13.68
165825,14.47,0.15,1107,0.00,0.00,16,14.10,13.00,5.37,5.46,-1.18,0.64,0.00,13.76
166012,14.36,0.15,1104,0.00,0.00,16,14.10,14.00,5.51,5.43,-1.18,0.64,0.00,13.60
166200,14.36,0.15,1104,0.00,0.00,16,14.10,14.00,5.51,5.46,-1.18,0.64,0.00,13.76
166387,14.47,0.15,1099,0.00,0.00,16,14.10,14.00,5.37,5.46,-1.18,0.64,0.00,13.68
166590,14.36,0.15,1100,0.00,0.00,16,14.10,14.00,5.37,5.46,-1.18,0.64,0.00,13.68
166778,14.59,0.15,1097,0.00,0.00,16,14.10,14.50,5.51,5.46,-1.18,0.64,0.00,13.76
166965,14.59,0.15,1114,0.00,0.00,16,14.10,13.00,5.37,5.46,-1.18,0.64,0.00,13.68
167153,14.59,0.15,1109,0.00,0.00,16,14.10,13.00,5.37,5.46,-1.18,0.64,0.00,13.76
167340,14.59,0.15,1112,0.00,0.00,16,14.10,13.00,5.37,5.49,-1.18,0.64,0.00,13.76
167543,14.47,0.15,1102,0.00,0.00,16,14.10,14.00,5.51,5.46,-1.18,0.64,0.00,13.76
167731,14.47,0.15,1104,0.00,0.00,16,14.10,13.00,5.51,5.52,-1.18,0.64,0.00,13.76
167919,14.47,0.15,1105,0.00,0.00,16,14.10,14.00,5.37,5.40,-1.18,0.64,0.00,13.76
168105,14.59,0.15,1104,0.00,0.00,16,14.10,14.00,5.37,5.40,-1.18,0.64,0.00,13.76
168308,14.59,0.15,1107,0.00,0.00,16,14.10,13.50,5.51,5.40,-1.18,0.64,0.00,13.76
168495,14.70,0.15,1115,0.00,0.00,16,14.10,14.00,5.51,5.46,-1.18,0.64,0.00,13.76
168683,14.59,0.15,1100,0.00,0.00,16,14.10,14.00,5.51,5.46,-1.18,0.64,0.00,13.68
168870,14.70,0.15,1109,0.00,0.00,16,14.10,13.00,5.37,5.46,-1.18,0.64,0.00,13.60
169076,14.70,0.15,1113,0.00,0.00,16,14.10,13.00,5.37,5.46,-1.18,0.64,0.00,13.76
169261,14.70,0.15,1102,0.00,0.00,16,14.10,14.00,5.37,5.52,-1.18,0.64,0.00,13.60
169454,14.59,0.15,1114,0.00,0.00,16,14.10,13.00,5.37,5.40,-1.18,0.64,0.00,13.76
169644,14.47,0.15,1118,0.00,0.00,16,14.10,13.00,5.37,5.46,-1.18,0.64,0.00,13.68
169837,14.47,0.15,1109,0.00,0.00,16,14.10,14.00,5.37,5.43,-1.18,0.64,0.00,13.76
170016,14.36,0.15,1094,0.00,0.00,16,14.10,15.50,5.37,5.36,-1.18,0.64,0.00,13.68
170203,14.47,0.15,1096,0.00,0.00,16,14.10,14.50,5.37,5.46,-1.18,0.64,0.00,13.76
170391,14.47,0.15,1116,0.00,0.00,16,14.10,12.50,5.37,5.40,-1.18,0.64,0.00,13.68
170594,14.36,0.15,1101,0.00,0.00,16,14.10,14.00,5.37,5.43,-1.18,0.64,0.00,13.76
170781,14.59,0.15,1108,0.00,0.00,16,14.10,13.50,5.37,5.49,-1.18,0.64,0.00,13.76
170969,14.59,0.15,1109,0.00,0.00,16,14.10,13.00,5.51,5.46,-1.18,0.64,0.00,13.84
171156,14.59,0.15,1105,0.00,0.00,16,14.10,12.50,5.37,5.46,-1.18,0.64,0.00,13.76
171359,14.47,0.15,1110,0.00,0.00,16,14.10,14.50,5.37,5.46,-1.18,0.64,0.00,13.76
171547,14.47,0.15,1108,0.00,0.00,16,14.10,13.50,5.37,5.46,-1.18,0.64,0.00,13.76
171734,14.47,0.14,1119,0.00,0.00,16,14.10,13.00,5.37,5.40,-1.18,0.64,0.00,13.76
171922,14.59,0.15,1112,0.00,0.00,16,14.10,13.50,5.37,5.36,-1.18,0.64,0.00,13.68
172125,14.47,0.15,1107,0.00,0.00,16,14.10,14.00,5.37,5.40,-1.18,0.64,0.00,13.76
172312,14.47,0.14,1118,0.00,0.00,16,14.10,13.00,5.37,5.36,-1.18,0.64,0.00,13.60
172500,14.47,0.15,1102,0.00,0.00,16,14.10,14.50,5.37,5.46,-1.18,0.64,0.00,13.76
172687,14.59,0.15,1110,0.00,0.00,16,14.10,13.00,5.37,5.46,-1.18,0.64,0.00,13.60
