Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V)
13769,14.59,0.18,1195,0.00,0.00,16,10.59,8.50,5.95,6.95,-1.49,0.64,74.90,2.55,0.00,14.00
13831,14.47,0.18,1181,0.00,0.00,16,10.59,10.50,5.95,6.99,-1.49,0.64,74.90,2.52,0.00,13.84
13894,14.59,0.17,1194,0.00,0.00,16,10.59,11.50,5.95,6.95,-1.18,0.64,74.90,2.55,0.00,14.00
13972,14.59,0.18,1206,0.00,0.00,16,10.59,10.50,5.95,6.99,-1.18,0.64,74.90,2.57,0.00,13.84
14034,14.70,0.18,1189,0.00,0.00,16,10.59,9.50,5.95,7.10,-1.18,0.64,74.90,2.79,0.00,14.00
14097,14.70,0.18,1202,0.00,0.00,16,10.59,11.50,5.95,7.10,-1.18,0.64,74.90,2.82,0.00,13.92
14159,14.70,0.17,1231,0.00,0.00,16,10.59,10.00,5.95,7.10,-1.49,0.64,74.90,2.74,0.00,14.00
14237,14.70,0.18,1212,0.00,0.00,16,10.59,9.50,5.95,7.10,-1.49,0.64,74.90,2.59,0.00,13.92
14304,14.70,0.18,1202,0.00,0.00,16,10.59,10.50,5.95,7.10,-1.18,0.64,74.90,2.82,0.00,14.00
14367,14.59,0.18,1202,0.00,0.00,16,10.59,10.50,5.95,7.14,-1.18,0.64,74.90,2.82,0.00,13.92
14429,14.70,0.17,1224,0.00,0.00,16,10.59,8.00,5.95,7.17,-1.49,0.64,74.90,2.87,0.00,14.00
14492,14.70,0.17,1227,0.00,0.00,16,10.59,8.00,5.95,7.10,-1.49,0.64,74.90,2.62,0.00,13.84
14570,14.59,0.17,1230,0.00,0.00,16,10.59,8.00,5.95,7.10,-1.49,0.64,74.90,2.62,0.00,13.92
14633,14.70,0.17,1225,0.00,0.00,16,10.59,9.50,5.95,7.10,-1.49,0.64,74.90,2.88,0.00,13.92
14695,14.81,0.17,1225,0.00,0.00,16,10.59,9.50,5.80,7.14,-1.49,0.64,74.90,2.87,0.00,14.00
14758,14.70,0.18,1222,0.00,0.00,16,10.59,11.00,5.80,7.21,-1.49,0.64,74.90,2.87,0.00,13.92
14836,14.81,0.18,1223,0.00,0.00,16,10.59,10.00,5.95,7.24,-1.49,0.64,74.90,2.87,0.00,13.92
14898,14.81,0.18,1233,0.00,0.00,16,10.59,9.00,5.95,7.24,-1.49,0.64,74.90,2.89,0.00,13.92
14961,14.70,0.17,1244,0.00,0.00,16,10.59,9.50,5.95,7.33,-1.49,0.64,74.90,2.92,0.00,14.00
15023,14.70,0.18,1239,0.00,0.00,16,10.59,8.50,5.95,7.24,-1.49,0.64,74.90,2.91,0.00,13.92
15086,14.81,0.17,1236,0.00,0.00,16,10.59,9.50,5.95,7.21,-1.49,0.64,74.90,2.90,0.00,14.00
15153,14.70,0.17,1243,0.00,0.00,16,10.59,8.50,5.80,7.21,-1.49,0.64,74.90,2.92,0.00,13.92
15220,14.70,0.18,1238,0.00,0.00,16,10.59,9.50,5.80,7.24,-1.49,0.64,74.90,2.90,0.00,14.00
15296,14.70,0.18,1248,0.00,0.00,16,10.59,8.50,5.80,7.29,-1.49,0.64,74.90,2.93,0.00,13.92
15365,14.70,0.17,1274,0.00,0.00,16,10.94,6.50,5.80,7.41,-1.49,0.64,74.90,2.99,0.00,14.00
15428,14.47,0.17,1248,0.00,0.00,16,10.59,9.50,5.80,7.24,-1.49,0.64,74.90,2.66,0.00,14.00
15490,14.59,0.17,1252,0.00,0.00,16,10.94,9.50,5.66,7.14,-1.49,0.64,74.90,2.67,0.00,14.00
15553,14.47,0.17,1268,0.00,0.00,16,10.94,8.00,5.66,7.14,-1.49,0.64,74.90,2.70,0.00,14.00
15631,14.36,0.17,1256,0.00,0.00,16,10.94,9.50,5.66,7.21,-1.49,0.64,74.90,2.68,0.00,14.00
15694,14.47,0.17,1266,0.00,0.00,16,10.94,8.50,5.66,7.24,-1.49,0.64,74.90,2.70,0.00,14.00
15756,14.36,0.17,1267,0.00,0.00,16,10.94,9.00,5.66,7.24,-1.49,0.64,74.90,2.70,0.00,13.92
15819,14.24,0.17,1264,0.00,0.00,16,10.94,9.50,5.66,7.14,-1.49,0.64,74.90,2.70,0.00,14.00
15881,14.24,0.17,1264,0.00,0.00,16,10.94,9.50,5.66,7.17,-1.49,0.64,74.90,2.70,0.00,13.92
15959,14.36,0.17,1254,0.00,0.00,16,10.94,10.50,5.66,7.10,-1.49,0.64,74.90,2.68,0.00,14.00
16024,14.13,0.17,1254,0.00,0.00,16,10.94,11.00,5.66,7.10,-1.49,0.64,74.90,2.68,0.00,13.92
16087,14.13,0.17,1268,0.00,0.00,16,10.94,9.50,5.66,7.14,-1.49,0.64,74.90,2.71,0.00,14.00
16149,14.36,0.17,1263,0.00,0.00,16,10.94,10.50,5.66,7.06,-1.49,0.64,74.90,2.69,0.00,14.00
16212,14.36,0.17,1271,0.00,0.00,16,10.94,9.50,5.66,7.10,-1.49,0.64,74.90,2.71,0.00,14.00
16290,14.24,0.17,1264,0.00,0.00,16,10.94,10.50,5.51,7.14,-1.49,0.64,74.90,2.70,0.00,14.00
16352,14.47,0.17,1263,0.00,0.00,16,10.94,10.50,5.66,7.14,-1.49,0.64,74.90,2.69,0.00,13.92
16415,14.36,0.16,1284,0.00,0.00,16,10.94,8.50,5.51,7.03,-1.49,0.64,74.90,2.74,0.00,14.00
16477,14.24,0.16,1271,0.00,0.00,16,10.94,10.50,5.51,6.95,-1.49,0.64,74.90,2.71,0.00,13.92
16556,14.24,0.17,1270,0.00,0.00,16,10.94,10.50,5.51,6.99,-1.49,0.64,74.90,2.71,0.00,13.92
16618,14.36,0.17,1266,0.00,0.00,16,10.94,11.00,5.51,6.92,-1.49,0.64,74.90,2.70,0.00,13.92
16681,14.24,0.17,1254,0.00,0.00,16,10.94,12.50,5.51,7.03,-1.49,0.64,74.90,2.68,0.00,14.00
16743,14.36,0.17,1267,0.00,0.00,16,10.94,11.00,5.51,6.95,-1.49,0.64,74.90,2.70,0.00,13.84
16806,14.47,0.16,1263,0.00,0.00,16,10.94,11.50,5.51,6.99,-1.49,0.64,74.90,2.69,0.00,13.92
16884,14.24,0.16,1260,0.00,0.00,16,10.94,11.50,5.51,6.92,-1.49,0.64,74.90,2.69,0.00,13.92
16946,14.24,0.16,1271,0.00,0.00,16,10.94,10.50,5.51,6.84,-1.49,0.64,74.90,2.71,0.00,14.00
17009,14.36,0.16,1267,0.00,0.00,16,10.94,11.00,5.51,6.77,-1.49,0.64,74.90,2.70,0.00,13.92
17076,14.36,0.16,1273,0.00,0.00,16,10.94,10.50,5.51,6.81,-1.49,0.64,74.90,2.72,0.00,14.00
17139,14.24,0.16,1264,0.00,0.00,16,10.94,11.50,5.51,6.84,-1.49,0.64,74.90,2.70,0.00,13.92
17217,14.36,0.16,1261,0.00,0.00,16,10.94,11.50,5.37,6.84,-1.49,0.64,74.90,2.69,0.00,14.00
17283,14.36,0.16,1266,0.00,0.00,16,10.94,11.50,5.37,6.81,-1.49,0.64,74.90,2.70,0.00,13.92
17345,14.24,0.16,1252,0.00,0.00,16,10.94,13.00,5.37,6.66,-1.49,0.64,74.90,2.67,0.00,14.00
17408,14.47,0.16,1254,0.00,0.00,16,10.94,12.50,5.37,6.73,-1.49,0.64,74.90,2.68,0.00,13.92
17470,14.36,0.16,1262,0.00,0.00,16,10.94,11.50,5.37,6.66,-1.49,0.64,74.90,2.69,0.00,14.00
17548,14.13,0.16,1252,0.00,0.00,16,10.94,12.50,5.37,6.66,-1.49,0.64,74.90,2.67,0.00,13.92
17611,14.24,0.16,1261,0.00,0.00,16,10.94,11.50,5.37,6.70,-1.49,0.64,74.90,2.69,0.00,14.00
17673,14.36,0.16,1260,0.00,0.00,16,10.94,10.00,5.37,6.70,-1.49,0.64,74.90,2.69,0.00,13.92
17736,14.01,0.16,1249,0.00,0.00,16,10.94,12.00,5.37,6.62,-1.49,0.64,74.90,2.66,0.00,14.00
17798,14.24,0.16,1247,0.00,0.00,16,10.59,12.50,5.37,6.59,-1.49,0.64,74.90,2.66,0.00,13.92
17876,14.36,0.16,1242,0.00,0.00,16,10.59,13.00,5.37,6.62,-1.49,0.64,74.90,2.65,0.00,14.00
17939,14.13,0.16,1239,0.00,0.00,16,10.59,13.00,5.37,6.66,-1.49,0.64,74.90,2.64,0.00,13.92
18001,14.24,0.16,1246,0.00,0.00,16,10.59,12.00,5.37,6.59,-1.49,0.64,74.90,2.66,0.00,13.92
18064,14.36,0.16,1244,0.00,0.00,16,10.59,12.00,5.37,6.55,-1.49,0.64,74.90,2.65,0.00,13.92
18142,14.24,0.16,1237,0.00,0.00,16,10.59,12.50,5.37,6.48,-1.49,0.64,74.90,2.40,0.00,13.92
18205,14.36,0.16,1224,0.00,0.00,16,10.59,12.50,5.37,6.55,-1.49,0.64,74.90,2.64,0.00,13.92
18267,14.36,0.16,1233,0.00,0.00,16,10.59,14.00,5.37,6.62,-1.49,0.64,74.90,2.61,0.00,14.00
18329,14.24,0.16,1242,0.00,0.00,16,10.59,12.50,5.37,6.66,-1.49,0.64,74.90,2.63,0.00,13.92
18407,14.24,0.16,1242,0.00,0.00,16,10.94,11.50,5.37,6.70,-1.49,0.64,74.90,2.65,0.00,14.00
18470,14.36,0.16,1243,0.00,0.00,16,10.59,11.50,5.37,6.62,-1.49,0.64,74.90,2.65,0.00,13.92
18533,14.24,0.16,1222,0.00,0.00,16,10.59,11.00,5.37,6.62,-1.49,0.64,74.90,2.65,0.00,14.00
18595,14.24,0.16,1229,0.00,0.00,16,10.59,13.50,5.37,6.62,-1.49,0.64,74.90,2.61,0.00,13.92
18673,14.47,0.16,1236,0.00,0.00,16,10.59,12.00,5.37,6.66,-1.49,0.64,74.90,2.62,0.00,14.00
18736,14.36,0.16,1224,0.00,0.00,16,10.59,11.50,5.37,6.59,-1.49,0.64,74.90,2.64,0.00,14.00
18798,14.24,0.16,1224,0.00,0.00,16,10.59,13.00,5.37,6.55,-1.49,0.64,74.90,2.61,0.00,13.92
18861,14.36,0.16,1217,0.00,0.00,16,10.59,12.50,5.37,6.48,-1.49,0.64,74.90,2.61,0.00,14.00
18939,14.36,0.16,1218,0.00,0.00,16,10.59,13.00,5.37,6.48,-1.49,0.64,74.90,2.60,0.00,14.00
19002,14.47,0.16,1222,0.00,0.00,16,10.59,13.00,5.37,6.48,-1.49,0.64,74.90,2.60,0.00,14.00
19064,14.47,0.16,1223,0.00,0.00,16,10.59,12.00,5.37,6.44,-1.49,0.64,74.90,2.61,0.00,13.92
19127,14.47,0.16,1218,0.00,0.00,16,10.59,11.50,5.37,6.33,-1.49,0.64,74.90,2.35,0.00,14.00
19189,14.59,0.15,1221,0.00,0.00,16,10.59,12.00,5.37,6.33,-1.49,0.64,74.90,2.34,0.00,14.00
19267,14.36,0.15,1224,0.00,0.00,16,10.59,11.50,5.37,6.33,-1.49,0.64,74.90,2.34,0.00,14.00
19330,14.36,0.16,1207,0.00,0.00,16,10.59,11.50,5.37,6.26,-1.49,0.64,74.90,2.35,0.00,14.00
19392,14.47,0.16,1200,0.00,0.00,16,10.59,13.00,5.37,6.29,-1.49,0.64,74.90,2.32,0.00,14.00
19455,14.36,0.16,1216,0.00,0.00,16,10.59,13.50,5.37,6.33,-1.49,0.64,74.90,2.56,0.00,13.92
19533,14.47,0.16,1212,0.00,0.00,16,10.59,11.50,5.37,6.34,-1.49,0.64,74.90,2.34,0.00,14.00
19595,14.59,0.16,1204,0.00,0.00,16,10.59,12.00,5.37,6.33,-1.49,0.64,74.90,2.59,0.00,14.00
19658,14.47,0.15,1220,0.00,0.00,16,10.59,12.50,5.37,6.29,-1.49,0.64,74.90,2.57,0.00,14.00
19720,14.47,0.16,1205,0.00,0.00,16,10.59,10.50,5.37,6.29,-1.49,0.64,74.90,2.34,0.00,13.92
19798,14.59,0.16,1200,0.00,0.00,16,10.59,12.50,5.37,6.29,-1.18,0.64,74.90,2.57,0.00,14.00
19861,14.47,0.16,1200,0.00,0.00,16,10.59,13.00,5.37,6.26,-1.18,0.64,74.90,2.30,0.00,13.92
19923,14.59,0.16,1202,0.00,0.00,16,10.59,12.50,5.37,6.33,-1.49,0.64,74.90,2.56,0.00,14.00
19986,14.59,0.16,1192,0.00,0.00,16,10.59,12.00,5.37,6.37,-1.49,0.64,74.90,2.54,0.00,13.92
20064,14.47,0.16,1189,0.00,0.00,16,10.59,13.00,5.37,6.37,-1.18,0.64,74.90,2.54,0.00,13.92
20127,14.59,0.16,1196,0.00,0.00,16,10.59,13.00,5.51,6.40,-1.18,0.64,74.90,2.55,0.00,13.84
20189,14.70,0.16,1197,0.00,0.00,16,10.59,12.50,5.51,6.48,-1.18,0.64,74.90,2.55,0.00,14.00
20252,14.47,0.16,1201,0.00,0.00,16,10.59,12.00,5.51,6.37,-1.18,0.64,74.90,2.56,0.00,13.84
20314,14.59,0.16,1202,0.00,0.00,16,10.59,11.50,5.51,6.37,-1.49,0.64,74.90,2.57,0.00,14.00
20392,14.47,0.16,1194,0.00,0.00,16,10.59,11.50,5.37,6.33,-1.49,0.64,74.90,2.55,0.00,13.92
20455,14.36,0.16,1186,0.00,0.00,16,10.59,12.00,5.37,6.29,-1.18,0.64,74.90,2.53,0.00,14.00
20517,14.47,0.16,1194,0.00,0.00,16,10.59,13.00,5.51,6.37,-1.18,0.64,74.90,2.55,0.00,13.92
20580,14.36,0.16,1202,0.00,0.00,16,10.59,12.00,5.51,6.44,-1.18,0.64,74.90,2.56,0.00,14.00
20658,14.36,0.16,1196,0.00,0.00,16,10.59,11.00,5.51,6.37,-1.18,0.64,74.90,2.55,0.00,13.92
20720,14.47,0.16,1192,0.00,0.00,16,10.59,11.50,5.51,6.33,-1.49,0.64,74.90,2.54,0.00,14.00
20783,14.47,0.16,1191,0.00,0.00,16,10.59,11.00,5.51,6.26,-1.49,0.64,74.90,2.54,0.00,13.84
20845,14.36,0.16,1180,0.00,0.00,16,10.59,11.50,5.51,6.22,-1.18,0.64,74.90,2.52,0.00,13.92
20908,14.59,0.16,1187,0.00,0.00,16,10.59,12.00,5.51,6.29,-1.18,0.64,74.90,2.53,0.00,13.84
20986,14.47,0.16,1192,0.00,0.00,16,10.59,11.50,5.51,6.33,-1.18,0.64,74.90,2.54,0.00,14.00
21049,14.47,0.16,1198,0.00,0.00,16,10.59,10.50,5.51,6.33,-1.18,0.64,74.90,2.56,0.00,13.92
21111,14.59,0.16,1194,0.00,0.00,16,10.59,11.00,5.51,6.37,-1.49,0.64,74.90,2.55,0.00,14.00
21174,14.59,0.16,1198,0.00,0.00,16,10.59,10.50,5.51,6.29,-1.49,0.64,74.90,2.55,0.00,13.92
21252,14.59,0.16,1190,0.00,0.00,16,10.59,11.50,5.51,6.26,-1.18,0.64,74.90,2.54,0.00,13.92
21319,14.59,0.16,1188,0.00,0.00,16,10.59,11.50,5.51,6.33,-1.18,0.64,74.90,2.53,0.00,13.92
21382,14.47,0.16,1173,0.00,0.00,16,10.59,13.00,5.51,6.33,-1.18,0.64,74.90,2.50,0.00,14.00
21444,14.59,0.16,1194,0.00,0.00,16,10.59,10.50,5.51,6.33,-1.18,0.64,74.90,2.55,0.00,13.84
21511,14.70,0.16,1192,0.00,0.00,16,10.59,11.00,5.51,6.33,-1.18,0.64,74.90,2.54,0.00,14.00
21573,14.59,0.16,1184,0.00,0.00,16,10.59,11.50,5.51,6.40,-1.18,0.64,74.90,2.53,0.00,13.84
21651,14.70,0.16,1198,0.00,0.00,16,10.59,10.50,5.51,6.44,-1.18,0.64,74.90,2.55,0.00,14.00
21714,14.59,0.16,1202,0.00,0.00,16,10.59,9.50,5.51,6.40,-1.18,0.64,74.90,2.57,0.00,13.92
21777,14.59,0.16,1174,0.00,0.00,16,10.59,13.00,5.51,6.44,-1.18,0.64,74.90,2.51,0.00,14.00
21839,14.59,0.17,1192,0.00,0.00,16,10.59,10.50,5.66,6.48,-1.18,0.64,74.90,2.54,0.00,13.92
21901,14.59,0.17,1204,0.00,0.00,16,10.59,9.50,5.66,6.66,-1.18,0.66,74.90,2.57,0.00,14.00
21979,14.47,0.17,1199,0.00,0.00,16,10.59,10.00,5.66,6.84,-1.18,0.66,74.90,2.56,0.00,13.92
22043,14.59,0.18,1208,0.00,0.00,16,10.59,9.50,5.80,6.95,-1.49,0.66,74.90,2.83,0.00,14.00
22105,14.59,0.19,1218,0.00,0.00,16,10.59,8.00,5.80,7.21,-1.49,0.68,74.90,2.86,0.00,14.00
22168,14.47,0.19,1214,0.00,0.00,16,10.59,9.00,5.95,7.37,-1.49,0.68,74.90,2.85,0.00,13.92
22246,14.47,0.19,1220,0.00,0.00,16,11.29,10.50,5.95,7.66,-1.49,0.70,74.90,2.86,0.00,14.00
22308,14.47,0.18,1239,0.00,0.00,16,11.99,11.50,5.95,7.37,-1.49,0.70,74.90,2.64,0.00,13.92
22371,14.47,0.18,1246,0.00,0.00,16,13.40,13.00,5.95,7.24,-1.49,0.70,74.90,2.92,0.00,14.00
22437,14.59,0.19,1251,0.00,0.00,16,14.80,14.50,5.95,7.54,-1.49,0.72,74.90,2.94,0.00,14.00
22499,14.59,0.19,1262,0.00,0.00,16,15.86,15.50,5.95,7.62,-1.49,0.72,74.90,2.96,0.00,14.00
22577,14.59,0.19,1252,0.00,0.00,16,16.91,16.50,5.95,7.70,-1.49,0.72,74.90,2.94,0.00,14.00
22640,14.70,0.20,1248,0.00,0.00,16,17.97,17.50,6.09,7.94,-1.49,0.72,74.90,3.20,0.00,14.00
22702,14.70,0.20,1220,0.00,0.00,16,19.02,18.50,6.09,8.19,-1.49,0.74,74.90,3.12,0.00,14.00
22765,14.70,0.21,1204,0.00,0.00,16,20.78,20.00,6.24,8.27,-1.49,0.74,74.90,3.08,0.00,14.00
22827,14.81,0.21,1188,0.00,0.00,16,22.19,22.00,6.38,8.36,-1.49,0.74,74.90,3.04,0.00,14.00
22906,14.81,0.22,1177,0.00,0.00,16,23.95,22.50,6.53,8.39,-1.18,0.74,74.90,3.26,0.00,13.92
22968,14.70,0.22,1153,0.00,0.00,16,23.95,23.50,6.82,8.56,-1.18,0.74,74.90,3.20,0.00,13.92
23031,14.70,0.22,1148,0.00,0.00,16,23.95,24.00,6.96,8.60,-1.18,0.74,74.90,3.18,0.00,13.92
23098,14.47,0.23,1160,0.00,0.00,16,24.30,24.00,7.11,8.65,-1.18,0.74,74.90,3.22,0.00,14.00
23160,14.24,0.23,1161,0.00,0.00,16,25.00,24.50,7.25,8.87,-1.18,0.74,74.90,3.22,0.00,13.84
23238,14.13,0.23,1167,0.00,0.00,16,24.30,24.50,7.25,8.87,-1.18,0.74,74.90,3.24,0.00,13.92
23301,13.90,0.23,1192,0.00,0.00,16,24.65,24.50,7.40,9.00,-1.18,0.74,74.90,3.31,0.00,13.84
23363,13.90,0.23,1195,0.00,0.00,16,24.65,25.00,7.40,8.95,-1.18,0.74,74.90,3.31,0.00,14.00
23426,14.13,0.22,1202,0.00,0.00,16,24.30,24.00,7.40,9.04,-1.49,0.74,74.90,3.33,0.00,13.84
23504,14.24,0.22,1233,0.00,0.00,16,23.95,24.00,7.40,8.96,-1.49,0.72,74.90,3.42,0.00,13.92
23566,14.36,0.20,1267,0.00,0.00,16,23.95,24.00,7.25,8.20,-1.49,0.64,74.90,3.24,0.00,13.92
23629,14.70,0.17,1354,0.00,0.00,16,22.19,15.50,6.09,5.81,-1.49,0.64,74.90,3.18,0.00,14.00
23691,14.81,0.15,1431,0.00,0.00,16,19.38,13.00,5.51,5.08,-1.49,0.64,74.90,2.75,0.00,13.92
23754,14.81,0.13,1424,0.00,0.00,16,16.21,9.50,5.37,4.95,-1.49,0.64,74.90,2.73,0.00,14.00
23832,14.70,0.12,1399,0.00,0.00,16,13.05,6.50,4.93,4.75,-1.49,0.64,74.90,2.39,0.00,13.92
23894,14.47,0.11,1354,0.00,0.00,16,11.29,3.50,4.79,4.95,-1.49,0.64,74.90,2.02,0.00,13.92
23957,14.24,0.12,1312,0.00,0.00,16,10.94,7.50,4.64,5.08,-1.49,0.64,74.90,1.96,0.00,13.92
24019,13.67,0.13,1231,0.00,0.00,16,10.59,16.50,4.64,5.23,-1.49,0.64,74.90,2.63,0.00,13.92
24097,13.67,0.13,1228,0.00,0.00,16,10.59,16.00,4.64,5.43,-1.49,0.64,74.90,2.10,0.00,13.92
24160,13.55,0.13,1245,0.00,0.00,16,10.59,14.00,4.79,5.43,-1.49,0.64,74.90,2.13,0.00,13.92
24223,13.44,0.13,1226,0.00,0.00,16,10.59,15.50,4.64,5.33,-1.49,0.64,74.90,2.09,0.00,13.92
24285,13.78,0.13,1220,0.00,0.00,16,10.59,16.00,4.64,5.33,-1.49,0.64,74.90,2.08,0.00,13.92
24363,13.67,0.14,1210,0.00,0.00,16,10.59,16.50,4.79,5.36,-1.18,0.64,74.90,2.06,0.00,13.84
24426,13.55,0.14,1186,0.00,0.00,16,10.59,18.00,4.79,5.46,-1.18,0.64,74.90,2.02,0.00,14.00
24488,13.78,0.14,1187,0.00,0.00,16,10.59,17.50,4.93,5.46,-1.18,0.64,74.90,2.03,0.00,13.84
24551,13.78,0.14,1195,0.00,0.00,16,10.59,16.50,4.93,5.49,-1.18,0.64,74.90,2.04,0.00,14.00
24629,13.78,0.14,1188,0.00,0.00,16,10.59,16.50,4.93,5.46,-1.49,0.64,74.90,2.03,0.00,13.92
24691,14.01,0.14,1184,0.00,0.00,16,10.59,16.50,4.93,5.46,-1.49,0.64,74.90,2.02,0.00,13.92
24754,14.01,0.14,1184,0.00,0.00,16,10.59,16.00,4.93,5.33,-1.18,0.64,74.90,2.02,0.00,13.84
24816,13.78,0.14,1167,0.00,0.00,16,10.59,17.00,4.93,5.33,-1.18,0.64,74.90,1.99,0.00,14.00
24879,14.13,0.14,1169,0.00,0.00,16,10.59,17.00,4.93,5.46,-1.18,0.64,74.90,2.24,0.00,13.92
24946,14.13,0.14,1152,0.00,0.00,16,10.23,16.50,4.93,5.46,-1.18,0.64,74.90,1.99,0.00,14.00
25024,14.24,0.14,1140,0.00,0.00,16,10.23,17.00,4.93,5.46,-1.18,0.64,74.90,2.21,0.00,13.92
25087,14.36,0.15,1126,0.00,0.00,16,10.23,17.50,5.08,5.59,-1.18,0.64,74.90,2.19,0.00,14.00
25149,14.24,0.15,1142,0.00,0.00,16,10.23,18.50,5.08,5.65,-1.18,0.64,74.90,2.16,0.00,13.92
25211,14.36,0.15,1152,0.00,0.00,16,10.23,16.50,5.22,5.78,-1.18,0.64,74.90,2.19,0.00,14.00
25289,14.36,0.16,1133,0.00,0.00,16,10.23,15.00,5.22,5.85,-1.18,0.64,74.90,2.21,0.00,13.92
25352,14.36,0.15,1148,0.00,0.00,16,10.23,16.50,5.37,5.87,-1.18,0.64,74.90,2.18,0.00,14.00
25415,14.47,0.15,1164,0.00,0.00,16,10.23,14.50,5.37,5.91,-1.18,0.64,74.90,2.20,0.00,14.00
25477,14.47,0.15,1160,0.00,0.00,16,10.23,12.50,5.37,5.91,-1.18,0.64,74.90,2.24,0.00,14.00
25555,14.47,0.15,1147,0.00,0.00,16,10.23,13.00,5.37,5.98,-1.18,0.64,74.90,2.23,0.00,14.00
25618,14.36,0.16,1134,0.00,0.00,16,10.23,14.00,5.37,6.04,-1.18,0.64,74.90,2.20,0.00,13.92
25680,14.47,0.16,1141,0.00,0.00,16,10.23,15.00,5.51,6.04,-1.18,0.64,74.90,2.18,0.00,14.00
25743,14.47,0.16,1147,0.00,0.00,16,10.23,14.00,5.51,6.18,-1.18,0.64,74.90,2.43,0.00,14.00
25806,14.47,0.17,1146,0.00,0.00,16,10.23,13.00,5.66,6.29,-1.18,0.64,74.90,2.45,0.00,14.00
25884,14.70,0.17,1155,0.00,0.00,16,10.23,13.00,5.66,6.40,-1.18,0.64,74.90,2.44,0.00,14.00
25947,14.70,0.16,1166,0.00,0.00,16,10.23,11.50,5.66,6.40,-1.18,0.64,74.90,2.46,0.00,14.08
26014,14.70,0.17,1164,0.00,0.00,16,10.23,10.50,5.66,6.33,-1.18,0.64,74.90,2.49,0.00,14.00
26076,14.70,0.16,1158,0.00,0.00,16,10.59,10.50,5.66,6.40,-1.18,0.64,74.90,2.48,0.00,14.08
26139,14.70,0.17,1146,0.00,0.00,16,10.23,11.50,5.66,6.40,-1.18,0.64,74.90,2.47,0.00,14.00
26217,14.81,0.17,1160,0.00,0.00,16,10.23,12.50,5.80,6.48,-1.18,0.64,74.90,2.44,0.00,14.00
26279,14.81,0.17,1170,0.00,0.00,16,10.59,11.00,5.80,6.48,-1.18,0.64,74.90,2.47,0.00,14.00
26342,14.81,0.17,1162,0.00,0.00,16,10.59,10.00,5.80,6.51,-1.18,0.64,74.90,2.50,0.00,14.00
26404,14.81,0.17,1161,0.00,0.00,16,10.23,10.50,5.80,6.55,-1.18,0.64,74.90,2.48,0.00,13.92
26471,14.81,0.17,1178,0.00,0.00,16,10.23,10.50,5.80,6.51,-1.18,0.64,74.90,2.51,0.00,13.92
26534,14.81,0.17,1162,0.00,0.00,16,10.59,9.50,5.80,6.48,-1.18,0.64,74.90,2.48,0.00,13.92
26601,15.04,0.17,1167,0.00,0.00,16,10.59,10.50,5.80,6.51,-1.18,0.64,74.90,2.49,0.00,13.92
26679,14.93,0.17,1178,0.00,0.00,16,10.23,10.50,5.80,6.51,-1.18,0.64,74.90,2.51,0.00,13.92
26742,15.04,0.17,1166,0.00,0.00,16,10.23,9.50,5.80,6.48,-1.18,0.64,74.90,2.49,0.00,14.00
26804,15.04,0.16,1174,0.00,0.00,16,10.59,10.50,5.80,6.48,-1.18,0.64,74.90,2.50,0.00,13.92
26867,14.93,0.16,1173,0.00,0.00,16,10.59,10.00,5.80,6.48,-1.18,0.64,74.90,2.50,0.00,14.00
26945,14.93,0.16,1167,0.00,0.00,16,10.59,10.50,5.80,6.48,-1.18,0.64,74.90,2.49,0.00,13.92
27007,15.04,0.17,1166,0.00,0.00,16,10.59,11.00,5.66,6.48,-1.18,0.64,74.90,2.49,0.00,13.92
27070,14.81,0.17,1172,0.00,0.00,16,10.59,10.50,5.80,6.62,-1.18,0.64,74.90,2.50,0.00,13.84
27132,15.04,0.17,1190,0.00,0.00,16,10.59,10.50,5.80,6.66,-1.18,0.64,74.90,2.54,0.00,14.00
27195,14.93,0.17,1190,0.00,0.00,16,10.59,8.50,5.80,6.62,-1.18,0.64,74.90,2.54,0.00,13.92
27273,14.93,0.17,1179,0.00,0.00,16,10.59,9.00,5.80,6.62,-1.18,0.64,74.90,2.52,0.00,14.00
27335,15.04,0.17,1190,0.00,0.00,16,10.59,10.50,5.80,6.70,-1.18,0.64,74.90,2.54,0.00,13.92
27398,14.93,0.17,1205,0.00,0.00,16,10.59,7.50,5.80,6.81,-1.18,0.66,74.90,2.57,0.00,13.92
27460,14.81,0.18,1188,0.00,0.00,16,10.59,9.50,5.80,6.92,-1.18,0.66,74.90,2.53,0.00,13.92
27539,15.04,0.17,1202,0.00,0.00,16,10.59,8.00,5.80,6.95,-1.49,0.66,74.90,2.57,0.00,14.00
27601,14.81,0.17,1215,0.00,0.00,16,10.59,7.00,5.80,6.99,-1.49,0.66,74.90,2.59,0.00,13.92
27664,14.81,0.17,1214,0.00,0.00,16,10.59,8.00,5.95,6.99,-1.49,0.66,74.90,2.59,0.00,14.00
