Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
13716,15.04,0.21,1256,0.00,0.00,16,15.16,13.00,7.50,-1.49,0.80,74.90,3.22,0.00,13.60,4.93,-9.26
13795,14.70,0.23,1330,0.00,0.00,16,19.73,19.50,8.23,-1.49,0.82,74.90,3.97,0.00,13.68,5.37,-8.59
13857,13.78,0.23,1422,0.00,0.00,16,24.65,24.50,10.17,-1.49,0.84,74.90,3.94,0.00,13.68,6.09,-8.06
13935,12.75,0.21,1582,0.00,0.00,16,29.22,29.00,10.74,-1.49,0.84,74.90,3.71,0.00,13.68,6.96,-7.75
13998,12.17,0.20,1726,0.00,0.00,16,32.38,32.00,11.40,-1.49,0.84,74.90,4.05,0.00,13.68,6.96,-7.73
14076,12.06,0.20,1817,0.00,0.00,16,34.14,34.00,12.10,-1.49,0.84,74.90,4.26,0.00,13.60,6.82,-7.85
14154,12.63,0.20,1851,0.00,0.00,16,34.49,34.00,11.93,-1.49,0.86,74.90,4.34,0.00,13.68,6.82,-7.89
14216,14.13,0.20,1874,0.00,0.00,16,34.84,34.50,12.37,-1.49,0.86,74.90,4.40,0.00,13.68,6.82,-7.93
14294,15.27,0.20,1872,0.00,0.00,16,34.84,35.00,12.70,-1.49,0.86,74.90,4.79,0.00,13.68,6.82,-7.91
14357,16.88,0.21,1814,0.00,0.00,16,34.49,34.50,12.53,-1.49,0.86,74.90,4.70,0.00,13.68,6.82,-7.85
14435,16.65,0.21,1809,0.00,0.00,16,33.79,34.00,12.79,-1.49,0.86,74.90,5.03,0.00,13.68,6.82,-7.79
14498,15.73,0.22,1766,0.00,0.00,16,33.44,34.00,12.85,-1.49,0.86,74.90,5.02,0.00,13.68,6.96,-7.66
14576,15.27,0.24,1694,0.00,0.00,16,31.68,33.00,13.39,-1.49,0.88,74.90,4.70,0.00,13.68,7.11,-7.50
14638,15.16,0.23,1738,0.00,0.00,16,32.03,31.50,13.45,-1.49,0.88,74.90,4.45,0.00,13.68,7.25,-7.35
14717,15.04,0.22,1766,0.00,0.00,16,33.09,33.00,12.70,-1.49,0.88,74.90,4.90,0.00,13.68,7.40,-7.31
14779,14.70,0.25,1729,0.00,0.00,16,32.73,32.50,13.71,-1.49,0.88,74.90,5.16,0.00,13.68,7.40,-7.21
14862,14.70,0.25,1737,0.00,0.00,16,32.73,32.50,14.09,-1.49,0.90,74.90,5.19,0.00,13.68,7.55,-7.08
14924,14.70,0.26,1772,0.00,0.00,16,34.14,33.50,14.66,-1.49,0.90,74.90,5.29,0.00,13.68,7.69,-6.96
15002,14.81,0.26,1763,0.00,0.00,16,33.79,33.50,15.48,-1.49,0.90,74.90,5.64,0.00,13.68,7.84,-6.79
15065,14.70,0.26,1777,0.00,0.00,16,34.49,34.00,15.63,-1.49,0.90,74.90,5.69,0.00,13.68,7.98,-6.61
15143,14.70,0.27,1799,0.00,0.00,16,34.84,34.00,15.92,-1.49,0.90,74.90,5.76,0.00,13.68,8.13,-6.57
15205,14.70,0.26,1796,0.00,0.00,16,34.84,34.00,16.00,-1.49,0.92,74.90,5.75,0.00,13.68,8.13,-6.50
15284,14.59,0.25,1833,0.00,0.00,16,35.20,34.50,16.07,-1.49,0.92,74.90,5.41,0.00,13.68,8.27,-6.44
15346,14.70,0.24,1830,0.00,0.00,16,35.20,35.00,15.47,-1.49,0.92,74.90,5.47,0.00,13.68,8.27,-6.40
15424,14.81,0.25,1842,0.00,0.00,16,35.20,35.00,15.55,-1.49,0.92,74.90,5.47,0.00,13.68,8.27,-6.36
15487,15.04,0.28,1855,0.00,0.00,16,36.25,35.50,15.26,-1.49,0.92,74.90,5.94,0.00,13.68,8.27,-6.32
15565,15.39,0.25,1872,0.00,0.00,16,36.60,36.00,16.60,-1.49,0.92,74.90,5.99,0.00,13.68,8.42,-6.30
15627,15.50,0.26,1873,0.00,0.00,16,36.25,36.00,16.36,-1.49,0.92,74.90,5.59,0.00,13.68,8.42,-6.30
15705,15.27,0.27,1878,0.00,0.00,16,36.60,36.50,15.85,-1.49,0.92,74.90,6.01,0.00,13.68,8.42,-6.23
15768,15.16,0.27,1905,0.00,0.00,16,37.66,37.00,16.67,-1.49,0.94,74.90,6.10,0.00,13.60,8.42,-6.21
15849,15.16,0.27,1904,0.00,0.00,16,37.66,37.00,17.26,-1.49,0.94,74.90,6.09,0.00,13.60,8.56,-6.03
15911,15.04,0.27,1929,0.00,0.00,16,38.01,37.50,17.03,-1.18,0.96,74.90,5.76,0.00,13.68,8.71,-5.92
15989,14.93,0.33,1956,0.00,0.00,16,38.71,38.50,19.11,-1.18,1.00,74.90,7.10,0.00,13.60,9.00,-5.49
16056,14.81,0.35,1964,0.00,0.00,16,39.41,39.00,21.89,0.04,1.04,74.90,7.96,0.00,13.68,9.58,-4.83
16134,14.70,0.35,1990,0.00,0.00,16,39.77,39.00,22.77,0.04,1.04,74.90,8.03,0.00,13.60,10.01,-4.47
16197,14.01,0.36,2007,0.00,0.00,16,39.77,39.50,22.96,0.66,1.06,74.90,7.64,0.00,13.68,10.45,-4.12
16275,14.01,0.36,2040,0.00,0.00,16,40.12,39.00,24.03,0.66,1.06,74.90,8.13,0.00,13.60,10.59,-3.94
16338,14.36,0.37,2057,0.00,0.00,16,39.06,39.50,24.23,0.97,1.08,74.90,8.78,0.00,13.68,10.74,-3.77
16416,14.81,0.39,2078,0.00,0.00,16,38.71,39.00,25.01,0.97,1.08,74.90,8.86,0.00,13.60,10.88,-3.60
16478,15.04,0.38,2087,0.00,0.00,16,38.01,38.00,26.31,1.28,1.10,74.90,9.35,0.00,13.68,11.17,-3.38
16556,15.04,0.40,2116,0.00,0.00,16,38.01,38.00,26.52,1.28,1.12,74.90,9.03,0.00,13.60,11.32,-3.13
16619,14.93,0.39,2148,0.00,0.00,16,36.60,36.50,27.15,2.19,1.14,74.90,9.62,0.00,13.68,11.75,-2.84
16697,14.93,0.43,2162,0.00,0.00,16,35.90,35.50,29.93,3.11,1.16,74.90,10.15,0.00,13.68,12.04,-2.57
16759,14.93,0.43,2181,0.00,0.00,16,34.84,35.00,30.95,3.11,1.18,74.90,10.24,0.00,13.60,12.33,-2.20
16842,14.93,0.43,2216,0.00,0.00,16,35.55,35.00,31.84,4.02,1.20,74.90,10.87,0.00,13.68,12.62,-2.03
16904,14.81,0.45,2252,0.00,0.00,16,34.14,34.00,32.97,4.02,1.22,74.90,11.53,0.00,13.60,12.77,-1.82
16982,14.93,0.46,2312,0.00,0.00,16,33.09,33.50,34.34,4.95,1.24,74.90,12.05,0.00,13.60,13.06,-1.59
17045,14.47,0.46,2323,0.00,0.00,16,33.09,33.00,35.31,4.95,1.28,74.90,12.33,0.00,13.52,13.20,-1.37
17123,14.24,0.48,2358,0.00,0.00,16,32.03,33.00,36.55,5.88,1.28,74.90,12.88,0.00,13.60,13.49,-1.12
17186,13.90,0.48,2385,0.00,0.00,16,32.03,32.00,37.41,5.88,1.30,74.90,13.08,0.00,13.60,13.64,-0.97
17264,13.78,0.49,2426,0.00,0.00,16,31.68,32.00,38.16,6.79,1.32,74.90,13.97,0.00,13.68,13.78,-0.75
17326,13.78,0.50,2460,0.00,0.00,16,30.62,31.50,39.17,6.79,1.34,74.90,14.69,0.00,13.60,13.93,-0.62
17404,13.78,0.51,2488,0.00,0.00,16,30.27,30.00,41.23,8.02,1.38,74.90,14.86,0.00,13.60,14.07,-0.41
17467,13.67,0.52,2528,0.00,0.00,16,28.87,28.50,41.79,8.02,1.40,74.90,15.10,0.00,13.60,14.51,-0.25
17545,13.78,0.53,2547,0.00,0.00,16,27.46,27.00,43.58,8.02,1.40,74.90,16.30,0.00,13.60,14.65,0.06
17607,13.44,0.54,2594,0.00,0.00,16,27.81,27.00,46.15,9.24,1.44,100.00,16.05,0.00,13.60,14.95,0.25
17685,13.55,0.56,2608,0.00,0.00,16,25.70,26.50,47.84,9.24,1.48,100.00,16.69,0.00,13.36,15.24,0.72
17748,13.44,0.57,2637,0.00,0.00,16,24.65,25.00,49.65,10.17,1.52,100.00,17.44,0.00,13.44,15.67,0.99
17828,13.09,0.58,2686,0.00,0.00,16,24.65,25.00,50.87,10.17,1.52,100.00,17.76,0.00,13.44,15.82,1.24
17891,13.09,0.60,2756,0.00,0.00,16,23.59,23.50,53.22,10.48,1.54,100.00,18.62,0.00,13.44,16.11,1.60
17969,12.86,0.61,2795,0.00,0.00,16,22.54,22.50,55.69,10.48,1.62,100.00,19.99,0.00,13.52,16.40,1.95
18032,12.86,0.65,2820,0.00,0.00,16,20.78,21.00,58.83,12.32,1.68,100.00,20.87,0.00,13.44,16.83,2.49
18110,12.63,0.66,2866,0.00,0.00,16,19.73,20.00,61.01,12.32,1.70,100.00,22.62,0.00,13.44,17.27,2.96
18188,12.52,0.69,2922,0.00,0.00,16,19.38,19.50,62.96,13.25,1.74,100.00,24.93,0.00,13.44,17.70,3.38
18250,12.63,0.71,2938,0.00,0.00,16,17.27,17.50,67.06,13.25,1.76,100.00,25.07,0.00,13.44,18.14,3.94
18317,12.06,0.72,3018,0.00,0.00,16,17.27,17.00,69.41,13.56,1.82,100.00,27.68,0.00,13.44,18.72,4.45
18396,12.06,0.78,3050,0.00,0.00,16,15.51,15.50,73.60,13.56,1.88,100.00,29.28,0.00,13.44,19.73,5.18
18458,11.71,0.80,3093,0.00,0.00,16,14.45,14.50,80.87,13.56,1.90,100.00,31.01,0.00,13.44,20.31,5.82
18536,11.48,0.81,3156,0.00,0.00,16,14.45,14.00,85.01,13.56,1.92,100.00,32.32,0.00,13.36,21.04,6.48
18599,11.48,0.85,3208,0.00,0.00,16,12.34,12.50,89.94,13.56,1.92,100.00,34.90,0.00,13.44,21.62,7.33
18677,11.37,0.88,3196,0.00,0.00,16,10.94,10.50,94.01,13.56,1.94,100.00,36.81,0.00,13.36,22.49,8.16
18739,11.14,0.91,3356,0.00,0.00,16,10.59,10.50,97.86,13.56,1.94,100.00,38.95,0.00,13.36,23.22,8.89
18817,11.14,0.95,3372,0.00,0.00,16,8.83,9.50,104.14,13.56,1.96,100.00,42.23,0.00,13.36,23.94,9.84
18895,11.14,0.97,3472,0.00,0.00,16,8.48,8.00,106.84,13.56,1.94,100.00,42.45,0.00,13.36,24.96,10.64
18958,11.14,0.98,3511,0.00,0.00,16,7.77,8.00,111.56,13.56,1.84,100.00,45.18,0.00,13.28,25.54,11.31
19036,11.14,0.95,3521,0.00,0.00,16,8.83,7.50,114.20,13.56,1.64,100.00,45.82,0.00,13.28,26.12,11.18
19099,11.14,0.92,3592,0.00,0.00,16,10.23,10.00,113.41,10.48,1.46,100.00,44.44,0.00,13.28,25.83,10.13
19166,11.02,0.85,3646,0.00,0.00,16,11.99,11.50,108.06,10.48,1.28,100.00,41.22,0.00,13.28,24.81,7.48
19244,11.02,0.69,3662,0.00,0.00,16,17.97,17.50,101.20,1.88,1.08,100.00,32.81,0.00,13.28,19.01,3.27
19306,11.14,0.40,3709,0.00,0.00,16,35.55,33.00,77.86,-4.25,0.84,100.00,19.78,0.00,13.36,13.78,-2.42
19385,11.14,0.27,3653,0.00,0.00,16,43.63,42.50,25.58,-4.25,0.72,74.90,13.25,0.00,13.44,8.85,-6.98
19447,11.14,0.24,3639,0.00,0.00,16,44.34,44.00,27.26,-4.25,0.68,74.90,10.09,0.00,13.60,6.67,-8.97
19525,11.14,0.21,3620,0.00,0.00,16,39.41,41.00,25.79,-4.25,0.64,74.90,0.00,0.00,13.68,5.08,-10.17
19603,11.14,0.20,3786,0.00,0.00,16,29.92,33.50,24.32,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.94
19666,12.29,0.21,3637,0.00,0.00,16,22.19,26.00,25.20,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.04
19744,13.67,0.17,3724,0.00,0.00,16,14.45,18.00,23.54,-4.25,0.64,74.90,0.00,0.00,13.60,3.63,-11.10
19806,15.50,0.16,3709,0.00,0.00,16,11.99,11.50,20.84,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.12
19900,20.33,0.17,3623,0.00,0.00,16,11.99,11.50,20.32,-4.25,0.64,74.90,0.00,0.00,13.60,3.63,-11.08
19947,23.66,0.14,3634,0.00,0.00,16,11.99,11.50,18.88,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.10
20025,23.77,0.14,3639,0.00,0.00,16,11.99,11.50,16.67,-4.25,0.64,74.90,0.00,0.00,13.60,3.63,-11.16
20088,23.54,0.13,3595,0.00,0.00,16,11.99,11.50,16.66,-4.25,0.64,74.90,0.00,0.00,13.68,3.48,-11.16
20166,23.54,0.14,3554,0.00,0.00,16,11.99,11.50,15.55,-4.25,0.64,74.90,0.00,0.00,13.60,3.48,-11.20
20233,23.89,0.12,3568,0.00,0.00,16,11.99,11.50,14.34,-4.25,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
20311,23.43,0.12,3549,0.00,0.00,16,11.99,11.50,13.96,-4.25,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
20374,23.89,0.11,3519,0.00,0.00,16,11.99,11.50,13.39,-4.25,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
20452,24.12,0.11,3538,0.00,0.00,16,11.99,11.50,13.07,-4.25,0.64,74.90,0.00,0.00,13.68,3.48,-11.20
20514,23.89,0.11,3492,0.00,0.00,16,11.99,11.50,12.52,-4.25,0.64,74.90,0.00,0.00,13.60,3.34,-11.29
20592,23.66,0.11,3459,0.00,0.00,16,11.99,11.50,18.33,-4.25,0.64,74.90,0.00,0.00,13.68,4.06,-10.67
20655,23.89,0.10,3456,0.00,0.00,16,11.99,11.50,12.10,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.89
20733,23.77,0.10,3461,0.00,0.00,16,11.99,11.50,10.84,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.96
20795,24.00,0.10,3446,0.00,0.00,16,11.99,11.50,11.08,-4.25,0.64,74.90,0.00,0.00,13.60,3.77,-11.00
20873,23.77,0.10,3426,0.00,0.00,16,11.99,11.50,11.24,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-11.02
20936,23.66,0.10,3406,0.00,0.00,16,11.99,11.50,11.05,-4.25,0.64,74.90,0.00,0.00,13.60,3.63,-11.00
21014,23.89,0.10,3388,0.00,0.00,16,11.99,11.50,11.04,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-10.98
21077,24.12,0.11,3370,0.00,0.00,16,11.99,11.50,11.05,-4.25,0.68,74.90,0.00,0.00,13.60,3.77,-10.91
21155,23.77,0.11,3346,0.00,0.00,16,11.99,11.50,12.30,-4.25,0.68,74.90,0.00,0.00,13.68,3.92,-10.73
21217,23.77,0.11,3352,0.00,0.00,16,13.40,12.50,12.41,-4.25,0.70,74.90,5.72,0.00,13.68,4.06,-10.54
21295,23.77,0.10,3366,0.00,0.00,16,15.51,14.50,12.04,-4.25,0.64,74.90,5.03,0.00,13.68,4.21,-10.75
21373,23.77,0.09,3302,0.00,0.00,16,11.99,11.50,10.58,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-11.02
21436,23.77,0.09,3288,0.00,0.00,16,11.99,11.50,10.08,-4.25,0.64,74.90,0.00,0.00,13.68,3.63,-10.96
21514,23.54,0.10,3294,0.00,0.00,16,11.99,11.50,10.45,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.93
21579,23.54,0.09,3259,0.00,0.00,16,11.99,11.50,10.43,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.89
21657,23.66,0.10,3223,0.00,0.00,16,11.99,11.50,10.33,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.89
21720,23.66,0.10,3256,0.00,0.00,16,11.99,11.50,10.47,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.85
21798,24.00,0.10,3210,0.00,0.00,16,11.99,11.50,10.22,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.85
21861,23.77,0.10,3216,0.00,0.00,16,11.99,11.50,10.49,-4.25,0.64,74.90,0.00,0.00,13.76,3.92,-10.83
21939,23.43,0.08,3214,0.00,0.00,16,11.99,11.50,10.44,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.85
22001,23.66,0.10,3205,0.00,0.00,16,11.99,11.50,10.13,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
22079,23.77,0.10,3146,0.00,0.00,16,11.99,11.50,10.07,-4.25,0.64,74.90,0.00,0.00,13.76,3.92,-10.79
22142,23.89,0.10,3158,0.00,0.00,16,11.99,11.50,10.23,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
22220,24.00,0.10,3113,0.00,0.00,16,11.99,11.50,10.02,-4.25,0.64,74.90,0.00,0.00,13.76,3.92,-10.81
22282,23.77,0.09,3114,0.00,0.00,16,11.99,11.50,10.33,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.85
22361,23.77,0.15,3098,0.00,0.00,16,11.99,11.50,7.90,-4.25,0.64,74.90,0.00,0.00,13.76,3.48,-10.44
22423,23.77,0.11,3099,0.00,0.00,16,11.99,11.50,13.65,-4.25,0.64,74.90,0.00,0.00,13.68,4.50,-10.48
22501,23.77,0.09,3067,0.00,0.00,16,11.99,11.50,9.56,-4.25,0.64,74.90,0.00,0.00,13.68,4.21,-10.64
22579,24.12,0.09,3070,0.00,0.00,16,11.99,11.50,9.26,-4.25,0.64,74.90,0.00,0.00,13.68,4.06,-10.69
22642,24.00,0.09,3071,0.00,0.00,16,11.99,11.50,9.35,-4.25,0.64,74.90,0.00,0.00,13.68,4.06,-10.73
22720,24.12,0.09,3013,0.00,0.00,16,11.99,11.50,9.17,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.73
22783,23.77,0.10,2993,0.00,0.00,16,11.99,11.50,9.13,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
22861,23.54,0.10,2995,0.00,0.00,16,11.99,11.50,9.70,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
22923,24.00,0.10,2995,0.00,0.00,16,11.99,11.50,9.70,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
23001,24.00,0.10,2983,0.00,0.00,16,11.99,11.50,9.75,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
23064,24.12,0.10,2981,0.00,0.00,16,11.99,11.50,9.52,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
23142,24.12,0.10,2955,0.00,0.00,16,11.99,11.50,9.79,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
23204,24.12,0.10,2902,0.00,0.00,16,11.99,11.50,9.84,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
23283,23.89,0.10,2906,0.00,0.00,16,11.99,11.50,9.65,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
23345,23.89,0.10,2886,0.00,0.00,16,11.99,11.50,9.97,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
23423,23.89,0.11,2883,0.00,0.00,16,11.99,11.50,9.88,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
23486,23.89,0.10,2891,0.00,0.00,16,11.99,11.50,10.17,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
23564,23.89,0.10,2882,0.00,0.00,16,11.99,11.50,10.07,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
23642,23.54,0.11,2867,0.00,0.00,16,11.99,11.50,9.93,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
23705,23.66,0.11,2836,0.00,0.00,16,11.99,11.50,10.13,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
23783,23.66,0.11,2820,0.00,0.00,16,11.99,11.50,10.03,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
23845,23.89,0.11,2799,0.00,0.00,16,11.99,11.50,10.23,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
23923,23.66,0.11,2782,0.00,0.00,16,11.99,11.50,10.03,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
23986,23.89,0.11,2762,0.00,0.00,16,11.99,11.50,10.23,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
24064,23.89,0.11,2737,0.00,0.00,16,11.99,11.50,10.17,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
24127,23.54,0.11,2730,0.00,0.00,16,11.99,11.50,9.84,-4.25,0.64,74.90,0.00,0.00,13.60,3.92,-10.73
24205,23.66,0.10,2732,0.00,0.00,16,11.99,11.50,9.75,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.73
24267,23.89,0.11,2714,0.00,0.00,16,11.99,11.50,10.13,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
24345,23.89,0.11,2707,0.00,0.00,16,11.99,11.50,9.66,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
24408,24.00,0.11,2700,0.00,0.00,16,11.99,11.50,9.70,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
24487,23.77,0.11,2678,0.00,0.00,16,11.99,11.50,9.79,-3.94,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
24549,23.66,0.11,2662,0.00,0.00,16,11.99,11.50,10.03,-3.94,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
24627,23.89,0.11,2647,0.00,0.00,16,11.99,11.50,9.75,-3.94,0.64,74.90,0.00,0.00,13.76,3.92,-10.73
24690,23.89,0.11,2654,0.00,0.00,16,11.99,11.50,9.48,-3.94,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
24768,23.89,0.11,2642,0.00,0.00,16,11.99,11.50,9.31,-3.94,0.64,74.90,0.00,0.00,13.76,3.92,-10.77
24830,23.54,0.11,2627,0.00,0.00,16,11.99,11.50,9.56,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
24908,23.66,0.11,2598,0.00,0.00,16,11.99,11.50,9.35,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
24976,23.89,0.11,2566,0.00,0.00,16,11.99,11.50,9.53,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
25054,24.12,0.11,2572,0.00,0.00,16,11.99,11.50,9.56,-3.64,0.64,74.90,0.00,0.00,13.76,3.92,-10.83
25116,23.54,0.11,2560,0.00,0.00,16,11.99,11.50,9.43,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
25194,23.89,0.11,2518,0.00,0.00,16,11.99,11.50,9.13,-3.64,0.64,74.90,0.00,0.00,13.76,3.92,-10.81
25272,23.89,0.11,2523,0.00,0.00,16,11.99,11.50,9.39,-3.35,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
25335,24.12,0.11,2521,0.00,0.00,16,11.99,11.50,9.08,-3.35,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
25413,24.12,0.10,2496,0.00,0.00,16,11.99,11.50,9.09,-3.35,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
25476,23.89,0.11,2521,0.00,0.00,16,11.99,11.50,8.64,-3.35,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
25554,24.12,0.11,2502,0.00,0.00,16,11.99,11.50,9.04,-3.35,0.64,74.90,0.00,0.00,13.76,3.92,-10.87
25617,23.77,0.11,2444,0.00,0.00,16,11.99,11.50,8.91,-3.04,0.64,74.90,0.00,0.00,13.52,3.92,-10.79
25695,23.89,0.11,2448,0.00,0.00,16,11.99,11.50,8.82,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
25757,24.12,0.11,2404,0.00,0.00,16,11.99,11.50,8.65,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
25835,24.00,0.12,2404,0.00,0.00,16,11.99,11.50,8.65,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.77
25898,24.00,0.10,2400,0.00,0.00,16,11.99,11.50,8.65,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.73
25964,23.89,0.11,2399,0.00,0.00,16,11.99,11.50,8.18,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.73
26042,23.77,0.10,2367,0.00,0.00,16,11.99,11.50,8.44,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
26120,23.77,0.10,2363,0.00,0.00,16,11.99,11.50,8.31,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
26188,23.89,0.10,2358,0.00,0.00,16,11.99,11.50,8.19,-3.04,0.64,74.90,0.00,0.00,13.60,3.92,-10.73
26250,24.12,0.10,2317,0.00,0.00,16,11.99,11.50,8.19,-2.73,0.64,74.90,0.00,0.00,13.68,3.92,-10.75
26328,24.12,0.10,2328,0.00,0.00,16,11.99,11.50,7.70,-2.73,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
26394,23.77,0.09,2302,0.00,0.00,16,11.99,11.50,7.33,-2.73,0.64,74.90,0.00,0.00,13.60,3.92,-10.87
26472,23.77,0.09,2279,0.00,0.00,16,11.99,11.50,7.24,-2.73,0.64,74.90,0.00,0.00,13.68,3.77,-10.87
26535,23.77,0.08,2266,0.00,0.00,16,11.99,11.50,6.20,-2.73,0.64,74.90,0.00,0.00,13.60,3.77,-10.96
26613,24.12,0.09,2234,0.00,0.00,16,11.99,11.50,6.51,-2.73,0.64,74.90,0.00,0.00,13.68,3.63,-11.00
26676,24.00,0.09,2230,0.00,0.00,16,11.99,11.50,6.51,-2.42,0.64,74.90,0.00,0.00,13.60,3.77,-10.98
26754,24.12,0.09,2220,0.00,0.00,16,11.99,11.50,6.51,-2.42,0.64,74.90,0.00,0.00,13.68,3.77,-11.02
26816,23.77,0.08,2198,0.00,0.00,16,11.99,11.50,6.22,-2.42,0.64,74.90,0.00,0.00,13.60,3.63,-11.04
26894,23.66,0.08,2187,0.00,0.00,16,11.99,11.50,6.15,-2.42,0.64,74.90,0.00,0.00,13.68,3.63,-11.08
26972,23.66,0.08,2168,0.00,0.00,16,11.99,11.50,6.00,-2.42,0.64,74.90,0.00,0.00,13.60,3.63,-11.10
27035,23.89,0.08,2157,0.00,0.00,16,11.99,11.50,5.68,-2.42,0.64,74.90,0.00,0.00,13.68,3.63,-11.16
27113,24.00,0.08,2136,0.00,0.00,16,11.99,11.50,5.68,-2.11,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
27176,23.77,0.08,2114,0.00,0.00,16,11.99,11.50,5.49,-2.11,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
27243,24.00,0.08,2105,0.00,0.00,16,11.99,11.50,5.43,-2.11,0.64,74.90,0.00,0.00,13.68,3.48,-11.25
27321,23.66,0.08,2082,0.00,0.00,16,11.99,11.50,5.30,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.23
27383,23.66,0.08,2056,0.00,0.00,16,11.99,11.50,5.46,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.25
27461,23.66,0.08,2028,0.00,0.00,16,11.99,11.50,5.52,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.25
27524,24.00,0.08,2017,0.00,0.00,16,11.99,11.50,5.42,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.23
27607,23.66,0.08,2007,0.00,0.00,16,11.99,11.50,5.49,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.23
