Time (msec),A/F Sensor #1 (Direct)* (AFR),Atmospheric Pressure (psi),CL/OL Fueling* (status),Coolant Temperature (F),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%)
54237,14.84,14.36,8,198,994,0.00,0.00,74.90,1.68,0.00,4.64,0.00
54409,14.90,14.36,8,198,1002,0.00,0.00,74.90,1.71,0.00,4.64,0.00
54581,14.92,14.36,8,198,1025,0.00,0.00,74.90,1.75,0.00,4.64,0.00
54752,14.70,14.36,8,198,1014,0.00,0.00,74.90,1.73,0.00,4.50,0.00
54928,14.60,14.36,8,198,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
55099,14.56,14.36,8,198,1017,0.00,0.00,74.90,1.52,0.00,4.50,0.00
55271,14.70,14.36,8,198,992,0.00,0.00,74.90,1.69,0.00,4.50,0.00
55443,14.92,14.36,8,198,987,0.00,0.00,74.90,1.68,0.00,4.64,0.00
55615,15.30,14.36,8,198,1006,0.00,0.00,74.90,1.72,0.00,4.64,0.00
55802,15.06,14.36,8,198,1018,0.00,0.00,74.90,1.74,0.00,4.64,0.00
55974,14.90,14.36,8,198,1000,0.00,0.00,74.90,1.71,0.00,4.64,0.00
56146,14.84,14.36,8,198,1004,0.00,0.00,74.90,1.71,0.00,4.64,0.00
56318,14.81,14.36,8,198,1017,0.00,0.00,74.90,1.74,0.00,4.64,0.00
56490,14.65,14.36,8,198,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
56662,14.77,14.36,8,198,992,0.00,0.00,74.90,1.69,0.00,4.64,0.00
56849,15.13,14.36,8,198,1007,0.00,0.00,74.90,1.72,0.00,4.64,0.00
57021,15.08,14.36,8,198,1024,0.00,0.00,74.90,1.75,0.00,4.64,0.00
57193,14.97,14.36,8,198,1029,0.00,0.00,74.90,1.76,0.00,4.50,0.00
57369,14.77,14.36,8,198,1019,0.00,0.00,74.90,1.74,0.00,4.50,0.00
57540,14.67,14.36,8,198,1024,0.00,0.00,74.90,1.75,0.00,4.50,0.00
57712,14.67,14.36,8,198,1022,0.00,0.00,74.90,1.74,0.00,4.50,0.00
57884,14.70,14.36,8,198,1013,0.00,0.00,74.90,1.73,0.00,4.50,0.00
58056,14.74,14.36,8,198,1013,0.00,0.00,74.90,1.73,0.00,4.50,0.00
58228,14.70,14.36,8,198,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
58404,14.74,14.36,8,198,1019,0.00,0.00,74.90,1.74,0.00,4.50,0.00
58581,14.70,14.36,8,198,1020,0.00,0.00,74.90,1.74,0.00,4.64,0.00
58753,14.60,14.36,8,198,1016,0.00,0.00,74.90,1.76,0.00,4.50,0.00
58925,14.72,14.36,8,198,1006,0.00,0.00,74.90,1.72,0.00,4.50,0.00
59112,14.90,14.36,8,198,1014,0.00,0.00,74.90,1.73,0.00,4.50,0.00
59268,14.84,14.36,8,198,1033,0.00,0.00,74.90,1.75,0.00,4.50,0.00
59456,14.53,14.36,8,198,1036,0.00,0.00,74.90,1.77,0.00,4.50,0.00
59628,14.47,14.36,8,198,1013,0.00,0.00,74.90,1.73,0.00,4.50,0.00
59799,14.82,14.36,8,198,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
59976,14.97,14.36,8,198,1005,0.00,0.00,74.90,1.72,0.00,4.50,0.00
60148,15.16,14.36,8,198,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
60320,15.44,14.36,8,198,999,0.00,0.00,74.90,1.70,0.00,4.50,0.00
60496,15.66,14.36,8,198,1004,0.00,0.00,74.90,1.93,0.00,4.50,0.39
60668,15.11,14.36,8,198,1005,0.00,0.00,74.90,1.93,0.00,4.79,1.18
60840,14.52,14.36,8,198,1018,0.00,0.00,74.90,2.39,0.00,5.08,2.35
61016,13.20,14.36,8,198,1098,0.00,0.00,74.90,2.58,0.00,5.80,2.75
61188,13.06,14.36,8,198,1228,0.00,0.00,74.90,2.62,0.00,6.09,3.14
61360,14.09,14.36,8,198,1256,0.00,0.00,74.90,2.95,0.00,6.24,3.53
61532,15.24,14.36,8,198,1263,0.00,0.00,74.90,3.23,0.00,6.24,3.53
61704,15.42,14.36,8,198,1269,0.00,0.00,74.90,3.28,0.00,6.38,3.92
61875,15.06,14.36,8,198,1279,0.00,0.00,74.90,3.00,0.00,6.38,3.92
62047,14.72,14.36,8,198,1274,0.00,0.00,74.90,2.99,0.00,6.38,0.78
62235,14.84,14.36,8,198,1223,0.00,0.00,74.90,2.41,0.00,5.22,0.00
62394,14.49,14.36,8,198,1122,0.00,0.00,74.90,1.92,0.00,4.79,0.00
62582,13.68,14.36,8,198,1141,0.00,0.00,74.90,1.95,0.00,4.64,0.00
62753,14.43,14.36,8,198,1136,0.00,0.00,74.90,1.70,0.00,4.35,0.00
62925,14.84,14.36,8,198,1138,0.00,0.00,74.90,1.94,0.00,4.35,0.00
63097,15.27,14.36,8,198,1129,0.00,0.00,74.90,1.93,0.00,4.35,0.00
63269,15.27,14.36,8,198,1126,0.00,0.00,74.90,1.92,0.00,4.35,0.00
63441,14.87,14.36,8,198,1114,0.00,0.00,74.90,1.66,0.00,4.21,0.00
63615,14.95,14.36,8,198,1054,0.00,0.00,74.90,1.80,0.00,4.35,0.00
63786,15.36,14.36,8,198,1067,0.00,0.00,74.90,1.82,0.00,4.35,0.00
63958,15.27,14.36,8,198,1071,0.00,0.00,74.90,1.83,0.00,4.35,0.00
64130,15.06,14.36,8,198,1090,0.00,0.00,74.90,1.86,0.00,4.21,0.00
64317,14.67,14.36,8,198,1084,0.00,0.00,74.90,1.85,0.00,4.21,0.00
64490,14.63,14.36,8,198,1008,0.00,0.00,74.90,1.72,0.00,4.21,0.00
64661,14.77,14.36,8,198,1036,0.00,0.00,74.90,1.77,0.00,4.35,0.00
64833,14.82,14.36,8,198,1041,0.00,0.00,74.90,1.78,0.00,4.35,0.00
65010,14.44,14.36,8,198,1034,0.00,0.00,74.90,1.76,0.00,4.35,0.00
65182,14.55,14.36,8,198,1044,0.00,0.00,74.90,1.78,0.00,4.21,0.00
65353,14.74,14.36,8,198,1027,0.00,0.00,74.90,1.75,0.00,4.21,0.00
65525,14.82,14.36,8,198,1008,0.00,0.00,74.90,1.72,0.00,4.35,0.00
65697,14.95,14.36,8,198,984,0.00,0.00,74.90,1.72,0.00,4.50,0.00
65869,15.11,14.36,8,198,995,0.00,0.00,74.90,1.70,0.00,4.50,0.00
66041,15.19,14.36,8,198,1004,0.00,0.00,74.90,1.71,0.00,4.50,0.00
66228,15.11,14.36,8,198,994,0.00,0.00,74.90,1.70,0.00,4.50,0.00
66400,14.92,14.36,8,198,990,0.00,0.00,74.90,1.69,0.00,4.50,0.00
66572,14.98,14.36,8,198,992,0.00,0.00,74.90,1.69,0.00,4.50,0.00
66749,14.97,14.36,8,198,1003,0.00,0.00,74.90,1.71,0.00,4.50,0.00
66920,14.51,14.36,8,198,1004,0.00,0.00,74.90,1.71,0.00,4.50,0.00
67092,14.27,14.36,8,198,1008,0.00,0.00,74.90,1.72,0.00,4.50,0.00
67264,14.18,14.36,8,198,992,0.00,0.00,74.90,1.48,0.00,4.50,0.00
67441,14.58,14.36,8,198,970,0.00,0.00,74.90,1.65,0.00,4.64,0.00
67613,14.82,14.36,8,198,987,0.00,0.00,74.90,1.68,0.00,4.64,0.00
67789,14.92,14.36,8,198,980,0.00,0.00,74.90,1.67,0.00,4.64,0.00
67965,14.89,14.36,8,198,992,0.00,0.00,74.90,1.69,0.00,4.64,0.00
68138,15.01,14.36,8,198,1021,0.00,0.00,74.90,1.74,0.00,4.64,0.00
68313,14.92,14.36,8,198,1015,0.00,0.00,74.90,1.73,0.00,4.64,0.00
68485,14.58,14.36,8,198,1006,0.00,0.00,74.90,1.72,0.00,4.50,0.00
68657,14.33,14.36,8,198,1021,0.00,0.00,74.90,1.74,0.00,4.50,0.00
68833,14.16,14.36,8,198,1018,0.00,0.00,74.90,1.74,0.00,4.64,0.00
69010,14.42,14.36,8,198,1001,0.00,0.00,74.90,1.92,0.00,4.64,0.00
69182,14.55,14.36,8,198,1022,0.00,0.00,74.90,1.72,0.00,4.64,0.00
69354,14.56,14.36,8,198,1023,0.00,0.00,74.90,1.75,0.00,4.50,0.00
69526,14.53,14.36,8,198,1015,0.00,0.00,74.90,1.73,0.00,4.50,0.00
69697,14.70,14.36,8,198,1002,0.00,0.00,74.90,1.71,0.00,4.50,0.00
69869,14.87,14.36,8,198,1027,0.00,0.00,74.90,1.75,0.00,4.50,0.00
70041,14.79,14.36,8,198,1025,0.00,0.00,74.90,1.75,0.00,4.50,0.00
70213,14.51,14.36,8,198,1019,0.00,0.00,74.90,1.75,0.00,4.50,0.00
70390,14.69,14.36,8,198,1027,0.00,0.00,74.90,1.75,0.00,4.50,0.00
70561,14.56,14.36,8,198,1035,0.00,0.00,74.90,1.77,0.00,4.50,0.00
70733,14.49,14.36,8,198,1016,0.00,0.00,74.90,1.74,0.00,4.50,0.00
70909,14.39,14.36,8,198,1015,0.00,0.00,74.90,1.73,0.00,4.50,0.00
71082,14.60,14.36,8,198,1029,0.00,0.00,74.90,1.76,0.00,4.50,0.00
71269,14.47,14.36,8,198,1023,0.00,0.00,74.90,1.75,0.00,4.50,0.00
71444,14.36,14.36,8,199,1016,0.00,0.00,74.90,1.73,0.00,4.50,0.00
71618,14.46,14.36,8,199,1019,0.00,0.00,74.90,1.74,0.00,4.50,0.00
71789,14.55,14.36,8,199,1006,0.00,0.00,74.90,1.72,0.00,4.50,0.00
71961,14.76,14.36,8,199,995,0.00,0.00,74.90,1.70,0.00,4.50,0.00
72133,14.92,14.36,8,199,995,0.00,0.00,74.90,1.70,0.00,4.50,0.00
72305,15.01,14.36,8,199,1003,0.00,0.00,74.90,1.71,0.00,4.64,0.00
72492,15.00,14.36,8,199,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
72666,14.90,14.36,8,199,1013,0.00,0.00,74.90,1.73,0.00,4.50,0.00
72828,14.70,14.36,8,199,1010,0.00,0.00,74.90,1.72,0.00,4.50,0.00
73016,14.74,14.36,8,199,1013,0.00,0.00,74.90,1.73,0.00,4.50,0.00
73188,14.80,14.36,8,199,1005,0.00,0.00,74.90,1.72,0.00,4.50,0.00
73360,14.84,14.36,8,199,1004,0.00,0.00,74.90,1.71,0.00,4.50,0.00
73532,14.70,14.36,8,199,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
73704,14.63,14.36,8,199,1005,0.00,0.00,74.90,1.72,0.00,4.50,0.00
73875,14.73,14.36,8,199,995,0.00,0.00,74.90,1.70,0.00,4.50,0.00
74047,14.79,14.36,8,199,988,0.00,0.00,74.90,1.69,0.00,4.50,0.00
74219,14.95,14.36,8,199,1005,0.00,0.00,74.90,1.70,0.00,4.64,0.00
74391,15.03,14.36,8,199,1007,0.00,0.00,74.90,1.72,0.00,4.50,0.00
74563,15.00,14.36,8,199,992,0.00,0.00,74.90,1.69,0.00,4.64,0.00
74735,14.79,14.36,8,199,1010,0.00,0.00,74.90,1.73,0.00,4.50,0.00
74908,14.49,14.36,8,199,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
75080,14.32,14.36,8,199,1001,0.00,0.00,74.90,1.71,0.00,4.50,0.00
75252,14.46,14.36,8,199,983,0.00,0.00,74.90,1.68,0.00,4.64,0.00
75428,14.76,14.36,8,199,988,0.00,0.00,74.90,1.69,0.00,4.64,0.00
75600,14.87,14.36,8,199,1009,0.00,0.00,74.90,1.72,0.00,4.64,0.00
75787,14.90,14.36,8,199,1002,0.00,0.00,74.90,1.71,0.00,4.64,0.00
75960,14.81,14.36,8,199,988,0.00,0.00,74.90,1.48,0.00,4.64,0.00
76134,14.97,14.36,8,199,960,0.00,0.00,74.90,1.64,0.00,4.64,0.00
76306,15.13,14.36,8,199,996,0.00,0.00,74.90,1.70,0.00,4.79,0.00
76478,15.03,14.36,8,199,988,0.00,0.00,74.90,1.90,0.00,4.79,0.00
76650,15.30,14.36,8,199,1017,0.00,0.00,74.90,1.74,0.00,4.64,0.00
76821,14.84,14.36,8,199,1020,0.00,0.00,74.90,1.52,0.00,4.64,0.00
76993,14.53,14.36,8,199,968,0.00,0.00,74.90,1.86,0.00,4.64,0.00
77165,14.58,14.36,8,199,1013,0.00,0.00,74.90,1.73,0.00,4.79,0.00
77337,14.70,14.36,8,199,1020,0.00,0.00,74.90,1.74,0.00,4.64,0.00
77524,14.51,14.36,8,199,993,0.00,0.00,74.90,1.69,0.00,4.64,0.00
77696,14.82,14.36,8,199,1011,0.00,0.00,74.90,1.71,0.00,4.64,0.00
77868,14.70,14.36,8,199,1025,0.00,0.00,74.90,1.75,0.00,4.64,0.00
78044,14.60,14.36,8,199,1018,0.00,0.00,74.90,1.74,0.00,4.64,0.00
78216,14.42,14.36,8,199,1015,0.00,0.00,74.90,1.72,0.00,4.50,0.00
78387,14.51,14.36,8,199,1022,0.00,0.00,74.90,1.74,0.00,4.64,0.00
78563,14.65,14.36,8,199,1030,0.00,0.00,74.90,1.76,0.00,4.50,0.00
78735,14.55,14.36,8,199,1024,0.00,0.00,74.90,1.75,0.00,4.50,0.00
78906,14.56,14.36,8,199,1031,0.00,0.00,74.90,1.76,0.00,4.50,0.00
79078,14.51,14.36,8,199,1025,0.00,0.00,74.90,1.75,0.00,4.50,0.00
79250,14.55,14.36,8,199,1022,0.00,0.00,74.90,1.74,0.00,4.50,0.00
79423,14.39,14.36,8,199,1037,0.00,0.00,74.90,1.77,0.00,4.50,0.00
79610,14.26,14.36,8,199,1042,0.00,0.00,74.90,1.78,0.00,4.50,0.00
79782,14.35,14.36,8,199,1006,0.00,0.00,74.90,1.72,0.00,4.50,0.00
89471,14.41,14.36,8,201,2574,0.00,0.00,74.90,6.59,0.00,6.53,7.06
89643,14.05,14.36,8,201,2645,0.00,0.00,74.90,6.21,0.00,5.95,5.49
89820,13.29,14.36,8,201,2670,0.00,0.00,74.90,5.70,0.00,4.93,3.53
89992,13.53,14.36,8,201,2642,0.00,0.00,74.90,4.51,0.00,4.35,2.75
90164,14.25,14.36,8,201,2614,0.00,0.00,74.90,0.00,0.00,3.92,0.78
90335,15.57,14.36,10,201,2610,0.00,0.00,74.90,0.00,0.00,3.34,0.00
90524,17.03,14.36,10,201,2560,0.00,0.00,74.90,0.00,0.00,3.34,0.00
90685,23.49,14.36,10,201,2502,0.00,0.00,74.90,0.00,0.00,3.48,0.00
90862,25.15,14.36,10,201,2382,0.00,0.00,74.90,0.00,0.00,3.48,0.00
91038,23.65,14.36,10,201,2394,0.00,0.00,74.90,0.00,0.00,3.48,0.00
91210,23.83,14.36,10,201,2274,0.00,0.00,74.90,0.00,0.00,3.63,0.00
91386,24.04,14.36,10,201,2237,0.00,0.00,74.90,0.00,0.00,3.48,0.00
91563,23.58,14.36,10,201,2179,0.00,0.00,74.90,0.00,0.00,3.48,0.00
91735,23.63,14.36,10,201,2102,0.00,0.00,74.90,0.00,0.00,3.48,0.00
91911,23.90,14.36,10,201,2054,0.00,0.00,74.90,0.00,0.00,3.63,0.00
92083,23.94,14.36,10,201,1992,0.00,0.00,74.90,0.00,0.00,3.63,0.00
92256,24.01,14.36,10,201,1929,0.00,0.00,74.90,0.00,0.00,3.48,0.00
92428,24.03,14.36,10,201,1856,0.00,0.00,74.90,0.00,0.00,3.48,0.00
92600,23.83,14.36,10,201,1834,0.00,0.00,74.90,0.00,0.00,3.48,0.00
92772,24.04,14.36,10,201,1746,0.00,0.00,74.90,0.00,0.00,3.48,0.00
92948,24.02,14.36,10,201,1704,0.00,0.00,74.90,0.00,0.00,3.48,0.00
93120,23.73,14.36,10,201,1641,0.00,0.00,74.90,0.00,0.00,3.63,0.00
93294,24.04,14.36,10,201,1591,0.00,0.00,74.90,0.00,0.00,3.77,0.00
93481,24.01,14.36,10,201,1541,0.00,0.00,74.90,0.00,0.00,3.92,0.00
93653,23.72,14.36,10,201,1474,0.00,0.00,74.90,0.00,0.00,4.06,0.00
93825,24.08,14.36,10,201,1433,0.00,0.00,74.90,0.00,0.00,3.92,0.00
94012,23.76,14.36,10,201,1364,0.00,0.00,74.90,2.04,0.00,3.92,0.00
94184,23.78,14.36,10,201,1378,0.00,0.00,74.90,2.06,0.00,3.77,0.00
94356,23.61,14.36,10,201,1292,0.00,0.00,74.90,2.20,0.00,3.63,0.00
94528,18.55,14.36,10,201,1298,0.00,0.00,74.90,2.22,0.00,3.63,0.00
94700,14.51,14.36,10,201,1274,0.00,0.00,74.90,2.17,0.00,3.63,0.00
94872,12.72,14.36,8,201,1258,0.00,0.00,74.90,2.15,0.00,3.77,0.00
95043,12.26,14.36,8,201,1253,0.00,0.00,74.90,1.87,0.00,3.77,0.00
95231,12.58,14.36,8,201,1243,0.00,0.00,74.90,1.86,0.00,3.77,0.00
95403,13.03,14.36,8,201,1237,0.00,0.00,74.90,2.11,0.00,3.77,0.00
95575,13.43,14.36,8,201,1229,0.00,0.00,74.90,1.83,0.00,3.92,0.00
95751,13.48,14.36,8,201,1210,0.00,0.00,74.90,2.06,0.00,3.92,0.00
95923,13.54,14.36,8,201,1203,0.00,0.00,74.90,2.05,0.00,3.92,0.00
96095,13.64,14.36,8,201,1192,0.00,0.00,74.90,1.79,0.00,3.92,0.00
96267,13.75,14.36,8,201,1192,0.00,0.00,74.90,1.78,0.00,4.06,0.00
96439,14.25,14.36,8,201,1163,0.00,0.00,74.90,1.74,0.00,4.06,0.00
96610,14.67,14.36,8,201,1172,0.00,0.00,74.90,1.75,0.00,4.06,0.00
96782,14.82,14.36,8,201,1144,0.00,0.00,74.90,1.71,0.00,4.06,0.00
96954,15.08,14.36,8,201,1152,0.00,0.00,74.90,1.97,0.00,4.21,0.00
97142,15.30,14.36,8,201,1155,0.00,0.00,74.90,1.97,0.00,4.21,0.00
97314,14.95,14.36,8,201,1113,0.00,0.00,74.90,1.66,0.00,4.21,0.00
97485,14.65,14.36,8,201,1103,0.00,0.00,74.90,1.65,0.00,4.21,0.00
97662,14.79,14.36,8,201,1105,0.00,0.00,74.90,1.89,0.00,4.21,0.00
97834,15.29,14.36,8,201,1107,0.00,0.00,74.90,1.89,0.00,4.21,0.00
98006,15.51,14.36,8,201,1103,0.00,0.00,74.90,1.88,0.00,4.21,0.00
98177,15.50,14.36,8,201,1110,0.00,0.00,74.90,1.89,0.00,4.21,0.00
98349,15.16,14.36,8,201,1072,0.00,0.00,74.90,1.83,0.00,4.21,0.00
98521,15.00,14.36,8,201,1093,0.00,0.00,74.90,1.86,0.00,4.35,0.00
98693,14.77,14.36,8,201,1077,0.00,0.00,74.90,1.84,0.00,4.21,0.00
98880,14.70,14.36,8,201,1076,0.00,0.00,74.90,1.84,0.00,4.35,0.00
99052,14.79,14.36,8,201,1065,0.00,0.00,74.90,1.82,0.00,4.35,0.00
99224,14.84,14.36,8,201,1072,0.00,0.00,74.90,1.83,0.00,4.35,0.00
99401,14.97,14.36,8,201,1045,0.00,0.00,74.90,1.56,0.00,4.35,0.00
99573,15.08,14.36,8,201,1003,0.00,0.00,74.90,1.74,0.00,4.35,0.00
99745,15.50,14.36,8,201,1014,0.00,0.00,74.90,1.73,0.00,4.50,0.00
99916,15.88,14.36,8,201,969,0.00,0.00,74.90,1.65,0.00,4.50,0.00
100088,15.84,14.36,8,201,997,0.00,0.00,74.90,1.67,0.00,4.79,0.00
100260,15.58,14.36,8,201,1027,0.00,0.00,74.90,1.53,0.00,4.64,0.00
100432,15.08,14.36,8,201,986,0.00,0.00,74.90,1.68,0.00,4.64,0.00
100619,15.60,14.36,8,201,1002,0.00,0.00,74.90,1.71,0.00,4.64,0.00
100791,15.90,14.36,8,201,1014,0.00,0.00,74.90,1.73,0.00,4.64,0.00
100963,15.54,14.36,8,201,1032,0.00,0.00,74.90,1.76,0.00,4.50,0.00
101135,15.16,14.36,8,201,1025,0.00,0.00,74.90,1.75,0.00,4.50,0.00
101312,15.33,14.36,8,201,999,0.00,0.00,74.90,1.70,0.00,4.64,0.00
101483,15.30,14.36,8,201,1005,0.00,0.00,74.90,1.71,0.00,4.64,0.00
101671,15.30,14.36,8,201,1028,0.00,0.00,74.90,1.74,0.00,4.50,0.00
101843,15.05,14.36,8,201,1030,0.00,0.00,74.90,1.76,0.00,4.50,0.00
102015,14.90,14.36,8,201,1021,0.00,0.00,74.90,1.74,0.00,4.50,0.00
102191,14.92,14.36,8,201,1009,0.00,0.00,74.90,1.73,0.00,4.50,0.00
102368,15.03,14.36,8,201,1013,0.00,0.00,74.90,1.73,0.00,4.50,0.00
102539,15.11,14.36,8,201,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
102711,15.24,14.36,8,201,1002,0.00,0.00,74.90,1.71,0.00,4.50,0.00
102883,15.16,14.36,8,201,1020,0.00,0.00,74.90,1.74,0.00,4.50,0.00
103055,15.27,14.36,8,201,1034,0.00,0.00,74.90,1.76,0.00,4.50,0.00
103227,14.93,14.36,8,201,1016,0.00,0.00,74.90,1.73,0.00,4.50,0.00
103399,14.72,14.36,8,201,1034,0.00,0.00,74.90,1.76,0.00,4.50,0.00
103571,14.65,14.36,8,201,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
103743,14.74,14.36,8,201,999,0.00,0.00,74.90,1.71,0.00,4.50,0.00
103915,14.82,14.36,8,201,991,0.00,0.00,74.90,1.90,0.00,4.64,0.00
104102,14.95,14.36,8,201,1025,0.00,0.00,74.90,1.75,0.00,4.64,0.00
104263,15.10,14.36,8,201,1029,0.00,0.00,74.90,1.76,0.00,4.50,0.00
104450,14.93,14.36,8,201,1028,0.00,0.00,74.90,1.75,0.00,4.50,0.00
104622,15.06,14.36,8,201,1033,0.00,0.00,74.90,1.76,0.00,4.50,0.00
104799,15.00,14.36,8,201,1028,0.00,0.00,74.90,1.76,0.00,4.50,0.00
104971,14.87,14.36,8,201,1022,0.00,0.00,74.90,1.74,0.00,4.50,0.00
105143,14.84,14.36,8,201,1019,0.00,0.00,74.90,1.75,0.00,4.35,0.00
105314,14.81,14.36,8,201,1030,0.00,0.00,74.90,1.76,0.00,4.35,0.00
105486,14.56,14.36,8,201,996,0.00,0.00,74.90,1.70,0.00,4.35,0.00
105658,14.76,14.36,8,201,1004,0.00,0.00,74.90,1.69,0.00,4.50,0.00
105830,15.09,14.36,8,201,1030,0.00,0.00,74.90,1.76,0.00,4.50,0.00
106002,14.90,14.36,8,201,1024,0.00,0.00,74.90,1.31,0.00,4.35,0.00
106189,14.79,14.36,8,201,957,0.00,0.00,74.90,1.88,0.00,4.35,0.00
106361,15.63,14.36,8,201,991,0.00,0.00,74.90,1.69,0.00,4.50,0.00
106533,15.20,14.36,8,201,1022,0.00,0.00,74.90,1.74,0.00,4.50,0.00
106705,14.79,14.36,8,201,1025,0.00,0.00,74.90,1.75,0.00,4.35,0.00
106877,14.79,14.36,8,201,1002,0.00,0.00,74.90,1.71,0.00,4.50,0.00
107049,14.79,14.36,8,201,1017,0.00,0.00,74.90,1.74,0.00,4.50,0.00
107221,14.82,14.36,8,201,1028,0.00,0.00,74.90,1.76,0.00,4.35,0.00
107392,14.60,14.36,8,201,1003,0.00,0.00,74.90,1.50,0.00,4.35,0.00
107580,14.44,14.36,8,201,938,0.00,0.00,74.90,1.80,0.00,4.50,0.00
107752,14.53,14.36,8,201,996,0.00,0.00,74.90,1.49,0.00,4.64,0.00
107924,14.79,14.36,8,201,1015,0.00,0.00,74.90,1.73,0.00,4.50,0.00
108095,14.39,14.36,8,201,1019,0.00,0.00,74.90,1.74,0.00,4.50,0.00
108267,14.63,14.36,8,201,1020,0.00,0.00,74.90,1.74,0.00,4.35,0.39
108439,14.67,14.36,8,201,1018,0.00,0.00,74.90,1.96,0.00,4.64,1.18
108611,14.65,14.36,8,203,992,0.00,0.00,74.90,1.90,0.00,5.08,2.35
108783,14.09,14.36,8,203,985,0.00,0.00,74.90,2.94,0.00,6.09,3.92
108955,12.53,14.36,8,203,1149,0.00,0.00,74.90,3.19,0.00,7.25,5.49
109142,12.71,14.36,8,203,1370,0.00,0.00,74.90,3.59,0.00,7.84,6.27
109314,15.19,14.36,8,203,1441,0.00,0.00,74.90,4.30,0.00,7.98,6.67
109486,15.14,14.36,8,203,1541,0.00,0.00,74.90,4.93,0.00,8.27,7.84
109658,14.79,14.36,8,203,1552,0.00,0.00,74.90,4.96,0.00,8.71,8.24
109830,14.90,14.36,8,203,1497,0.00,0.00,74.90,5.11,0.00,9.14,8.63
110002,14.53,14.36,8,203,1457,0.00,0.00,74.90,5.59,0.00,9.72,9.02
110173,14.65,14.36,8,203,1436,0.00,0.00,74.90,5.21,0.00,10.16,9.41
110345,14.72,14.36,8,203,1420,0.00,0.00,74.90,5.45,0.00,10.45,9.80
110533,14.87,14.36,8,203,1359,0.00,0.00,74.90,5.51,0.00,10.88,10.20
110705,14.95,14.36,8,203,1285,0.00,0.00,74.90,5.76,0.00,11.32,10.20
110877,14.25,14.36,8,203,1334,0.00,0.00,74.90,5.12,0.00,11.90,10.98
111049,15.16,14.36,8,203,1469,0.00,0.00,74.90,5.95,0.00,11.61,10.98
111223,15.78,14.36,8,203,1650,0.00,0.00,74.90,6.69,0.00,11.46,12.16
111395,15.24,14.36,8,203,1756,0.00,0.00,74.90,7.12,0.00,11.32,12.94
111566,15.19,14.36,8,203,1909,0.00,0.00,74.90,8.15,0.00,11.32,13.73
111738,14.85,14.36,8,203,2057,0.00,0.00,74.90,8.34,0.00,11.32,14.12
111910,14.92,14.36,8,203,2190,0.00,0.00,74.90,8.88,0.00,11.32,14.12
112082,15.09,14.36,8,203,2346,0.00,0.00,74.90,9.39,0.00,11.17,14.12
112254,14.68,14.36,8,203,2440,0.00,0.00,74.90,9.89,0.00,11.03,14.12
112441,14.79,14.36,8,203,2607,0.00,0.00,74.90,10.57,0.00,10.59,13.73
112613,14.58,14.36,8,203,2756,0.00,0.00,74.90,10.99,0.00,10.16,13.33
112785,14.42,14.36,8,203,2840,0.00,0.00,74.90,10.30,0.00,9.58,3.14
112961,11.57,14.36,10,203,2794,0.00,0.00,74.90,0.00,0.00,4.50,0.00
113133,12.15,14.36,10,203,2644,0.00,0.00,74.90,0.00,0.00,3.63,0.00
113305,16.65,14.36,10,203,2414,0.00,0.00,74.90,0.00,0.00,3.63,0.00
113477,23.46,14.36,10,203,2108,0.00,0.00,74.90,0.00,0.00,3.77,0.00
113649,23.51,14.36,10,203,1923,0.00,0.00,74.90,0.00,0.00,3.92,1.96
113826,23.77,14.36,10,203,1764,0.00,0.00,74.90,3.39,0.00,4.35,2.75
113997,16.67,14.36,10,203,1704,0.00,0.00,74.90,3.64,0.00,4.35,3.14
114174,11.99,14.36,8,203,1581,0.00,0.00,74.90,3.37,0.00,4.79,5.49
114350,12.21,14.36,8,203,1628,0.00,0.00,74.90,4.86,0.00,6.53,7.84
114522,13.38,14.36,8,203,1646,0.00,0.00,74.90,5.27,0.00,8.42,9.80
114694,14.79,14.36,8,203,1678,0.00,0.00,74.90,7.16,0.00,10.30,14.51
114871,14.43,14.36,8,203,1726,0.00,0.00,74.90,7.00,0.00,12.04,14.90
115043,16.50,14.36,8,203,1789,0.00,0.00,74.90,7.63,0.00,12.33,15.29
115219,15.84,14.36,8,203,1800,0.00,0.00,74.90,8.06,0.00,12.33,15.29
115391,15.75,14.36,8,203,1894,0.00,0.00,74.90,8.49,0.00,12.33,15.29
115563,15.51,14.36,8,203,1952,0.00,0.00,74.90,8.74,0.00,12.04,14.51
115735,15.35,14.36,8,203,1965,0.00,0.00,74.90,8.38,0.00,11.90,11.76
115907,14.79,14.36,8,203,2035,0.00,0.00,74.90,7.81,0.00,10.59,11.37
