Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),A/F Correction #1 (%),A/F Learning #1 (%),CL/OL Fueling* (status),Intake Air Temperature (F)
29989,0.00,0.00,16,6.26,1.50,0.00,-4.69,8,115
30029,0.00,0.00,16,6.23,1.50,0.00,-4.69,8,115
30063,0.00,0.00,16,6.23,1.50,0.00,-4.69,8,115
30103,0.00,0.00,16,6.26,1.48,0.00,-4.69,8,115
30143,0.00,0.00,16,6.26,1.48,0.00,-4.69,8,115
30179,0.00,0.00,16,5.46,1.40,0.00,-4.69,8,115
30218,0.00,0.00,16,4.49,1.32,0.00,-4.69,8,115
30258,0.00,0.00,16,4.49,1.32,0.00,-4.69,8,115
30298,0.00,0.00,16,3.72,1.28,0.00,-3.12,8,115
30330,0.00,0.00,16,3.72,1.28,0.00,-3.12,8,115
30370,0.00,0.00,16,3.58,1.28,0.78,-3.12,8,115
30410,0.00,0.00,16,3.60,1.28,0.78,-3.12,8,115
30450,0.00,0.00,16,3.60,1.28,0.78,-3.12,8,115
30490,0.00,0.00,16,3.83,1.30,0.78,-3.12,8,115
32540,0.00,0.00,16,3.83,1.30,0.78,-3.12,8,115
33057,0.00,0.00,16,4.35,1.34,-8.59,-4.69,8,117
33097,0.00,0.00,16,4.37,1.34,-8.59,-4.69,8,117
33134,0.00,0.00,16,4.37,1.34,-8.59,-4.69,8,117
33174,0.00,0.00,16,4.43,1.36,-7.81,-4.69,8,117
33206,0.00,0.00,16,4.43,1.36,-7.81,-4.69,8,117
33246,0.00,0.00,16,4.43,1.36,-7.03,-4.69,8,117
33289,0.00,0.00,16,4.43,1.36,-7.03,-4.69,8,117
33329,0.00,0.00,16,4.43,1.36,-5.47,-4.69,8,117
33368,0.00,0.00,16,4.43,1.34,-5.47,-4.69,8,117
33400,0.00,0.00,16,4.43,1.34,-5.47,-4.69,8,117
33441,0.00,0.00,16,4.43,1.36,-4.69,-4.69,8,117
33484,0.00,0.00,16,4.43,1.36,-4.69,-4.69,8,117
33519,0.00,0.00,16,4.43,1.36,-4.69,-4.69,8,117
33559,0.00,0.00,16,4.43,1.36,-3.91,-4.69,8,117
33599,0.00,0.00,16,4.43,1.36,-3.91,-4.69,8,117
33639,0.00,0.00,16,4.43,1.34,-3.91,-4.69,8,117
33674,0.00,0.00,16,4.43,1.34,-3.91,-4.69,8,117
33715,0.00,0.00,16,4.37,1.34,-3.12,-4.69,8,117
33755,0.00,0.00,16,4.40,1.36,-3.12,-4.69,8,117
33791,0.00,0.00,16,4.40,1.36,-3.91,-4.69,8,117
33831,0.00,0.00,16,4.40,1.36,-3.12,-4.69,8,117
33871,0.00,0.00,16,4.40,1.36,-3.12,-4.69,8,117
33903,0.00,0.00,16,4.37,1.36,-3.12,-4.69,8,117
33943,0.00,0.00,16,4.37,1.34,-3.12,-4.69,8,117
33986,0.00,0.00,16,4.37,1.34,-3.12,-4.69,8,117
34023,0.00,0.00,16,4.43,1.34,-3.12,-4.69,8,117
34063,0.00,0.00,16,4.43,1.34,-3.12,-4.69,8,117
34103,0.00,0.00,16,4.46,1.34,-3.12,-4.69,8,117
34135,0.00,0.00,16,4.43,1.36,-2.34,-4.69,8,117
34175,0.00,0.00,16,4.43,1.36,-2.34,-4.69,8,117
34215,0.00,0.00,16,4.40,1.36,-3.12,-4.69,8,117
34258,0.00,0.00,16,4.40,1.36,-3.12,-4.69,8,117
34292,0.00,0.00,16,4.35,1.34,-2.34,-4.69,8,117
34332,0.00,0.00,16,4.35,1.34,-2.34,-4.69,8,117
34372,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
34411,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
34450,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
34489,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
34525,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
34565,0.00,0.00,16,4.40,1.36,-2.34,-4.69,8,117
34605,0.00,0.00,16,4.37,1.36,-1.56,-4.69,8,117
34644,0.00,0.00,16,4.37,1.36,-2.34,-4.69,8,117
34682,0.00,0.00,16,4.43,1.34,-2.34,-4.69,8,117
34722,0.00,0.00,16,4.43,1.34,-2.34,-4.69,8,117
34762,0.00,0.00,16,4.32,1.34,-1.56,-4.69,8,117
34794,0.00,0.00,16,4.35,1.34,-2.34,-4.69,8,117
34834,0.00,0.00,16,4.35,1.34,-2.34,-4.69,8,117
34876,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
34916,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
34948,0.00,0.00,16,4.40,1.34,-2.34,-4.69,8,117
34988,0.00,0.00,16,4.35,1.36,-2.34,-4.69,8,117
35028,0.00,0.00,16,4.35,1.36,-1.56,-4.69,8,117
35068,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
35108,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
35142,0.00,0.00,16,4.29,1.34,-1.56,-4.69,8,117
35182,0.00,0.00,16,4.29,1.34,-2.34,-4.69,8,117
35222,0.00,0.00,16,4.29,1.34,-2.34,-4.69,8,117
35259,0.00,0.00,16,4.24,1.34,-2.34,-4.69,8,117
35299,0.00,0.00,16,4.24,1.34,-1.56,-4.69,8,117
35339,0.00,0.00,16,4.29,1.34,-2.34,-4.69,8,117
35379,0.00,0.00,16,4.29,1.34,-2.34,-4.69,8,117
35419,0.00,0.00,16,4.29,1.34,-2.34,-4.69,8,117
35458,0.00,0.00,16,4.32,1.34,-2.34,-4.69,8,117
35490,0.00,0.00,16,4.32,1.34,-2.34,-4.69,8,117
35532,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
35572,0.00,0.00,16,4.37,1.34,-2.34,-4.69,8,117
35612,0.00,0.00,16,4.29,1.34,-2.34,-4.69,8,117
35645,0.00,0.00,16,4.29,1.34,-2.34,-4.69,8,117
35685,0.00,0.00,16,4.29,1.34,-2.34,-4.69,8,117
35725,0.00,0.00,16,4.24,1.34,-1.56,-4.69,8,117
35765,0.00,0.00,16,4.24,1.34,-1.56,-4.69,8,117
35799,0.00,0.00,16,4.24,1.32,-1.56,-4.69,8,117
35842,0.00,0.00,16,4.21,1.32,-1.56,-4.69,8,117
35882,0.00,0.00,16,4.21,1.32,-1.56,-4.69,8,117
35922,0.00,0.00,16,4.26,1.34,-1.56,-4.69,8,117
35959,0.00,0.00,16,4.26,1.34,-1.56,-4.69,8,117
36000,0.00,0.00,16,4.26,1.34,-0.78,-4.69,8,117
36035,0.00,0.00,16,4.26,1.34,-1.56,-4.69,8,117
36075,0.00,0.00,16,4.29,1.34,-1.56,-4.69,8,117
36115,0.00,0.00,16,4.24,1.34,-1.56,-4.69,8,117
36152,0.00,0.00,16,4.24,1.34,-1.56,-4.69,8,117
36190,0.00,0.00,16,4.21,1.34,-1.56,-4.69,8,117
36232,0.00,0.00,16,4.21,1.34,-1.56,-4.69,8,117
36264,0.00,0.00,16,4.18,1.32,-1.56,-4.69,8,117
36304,0.00,0.00,16,4.18,1.32,-1.56,-4.69,8,117
36344,0.00,0.00,16,4.18,1.32,-1.56,-4.69,8,117
36384,0.00,0.00,16,4.13,1.32,-1.56,-4.69,8,117
36426,0.00,0.00,16,4.13,1.32,-1.56,-4.69,8,117
36458,0.00,0.00,16,4.13,1.32,-1.56,-4.69,8,117
36498,0.00,0.00,16,4.13,1.32,-1.56,-4.69,8,117
36538,0.00,0.00,16,4.13,1.32,-1.56,-4.69,8,117
36578,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
36618,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
36652,0.00,0.00,16,4.18,1.34,-1.56,-4.69,8,117
36696,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
36728,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
36768,0.00,0.00,16,4.18,1.32,-1.56,-4.69,8,117
36808,0.00,0.00,16,4.18,1.32,-1.56,-4.69,8,117
36851,0.00,0.00,16,4.15,1.32,-1.56,-4.69,8,117
36883,0.00,0.00,16,4.15,1.32,-1.56,-4.69,8,117
36923,0.00,0.00,16,4.21,1.32,-2.34,-4.69,8,117
36963,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
37003,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
37043,0.00,0.00,16,4.21,1.34,-1.56,-4.69,8,117
37081,0.00,0.00,16,4.21,1.34,-1.56,-4.69,8,117
37121,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
37153,0.00,0.00,16,4.15,1.32,-1.56,-4.69,8,117
37193,0.00,0.00,16,4.15,1.32,-1.56,-4.69,8,117
37233,0.00,0.00,16,4.15,1.32,-1.56,-4.69,8,117
37270,0.00,0.00,16,4.15,1.32,-1.56,-4.69,8,117
37310,0.00,0.00,16,4.13,1.32,-1.56,-4.69,8,117
37350,0.00,0.00,16,4.07,1.32,-1.56,-4.69,8,117
37390,0.00,0.00,16,4.07,1.32,-1.56,-4.69,8,117
37430,0.00,0.00,16,4.04,1.32,-1.56,-4.69,8,117
37464,0.00,0.00,16,4.04,1.32,-2.34,-4.69,8,117
37506,0.00,0.00,16,4.02,1.32,-2.34,-4.69,8,117
37546,0.00,0.00,16,4.04,1.32,-1.56,-4.69,8,117
37583,0.00,0.00,16,4.04,1.32,-1.56,-4.69,8,117
37622,0.00,0.00,16,4.10,1.32,-1.56,-4.69,8,117
37656,0.00,0.00,16,4.10,1.32,-1.56,-4.69,8,117
37699,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
37739,0.00,0.00,16,4.15,1.34,-1.56,-4.69,8,117
37771,0.00,0.00,16,4.35,1.36,-1.56,-4.69,8,117
37811,0.00,0.00,16,4.37,1.36,-1.56,-4.69,8,117
37854,0.00,0.00,16,4.37,1.36,-1.56,-4.69,8,117
37889,0.00,0.00,16,4.57,1.36,-2.34,-4.69,8,117
37929,0.00,0.00,16,4.57,1.36,-2.34,-4.69,8,117
37969,0.00,0.00,16,4.60,1.36,-1.56,-4.69,8,117
38009,0.00,0.00,16,4.63,1.38,-1.56,-4.69,8,117
38049,0.00,0.00,16,4.63,1.38,-2.34,-4.69,8,117
38081,0.00,0.00,16,4.82,1.40,-2.34,-4.69,8,117
38121,0.00,0.00,16,4.82,1.40,-2.34,-4.69,8,117
38161,0.00,0.00,16,5.04,1.42,-2.34,-4.69,8,117
38201,0.00,0.00,16,5.40,1.46,-2.34,-4.69,8,117
38241,0.00,0.00,16,5.40,1.46,-2.34,-4.69,8,117
38282,0.00,0.00,16,5.74,1.46,-2.34,-4.69,8,117
40291,0.00,0.00,16,5.74,1.46,-2.34,-4.69,8,117
40838,0.00,0.00,16,3.85,1.30,-2.34,-3.12,8,117
40865,0.00,0.00,16,3.85,1.30,-2.34,-3.12,8,117
40905,0.00,0.00,16,3.85,1.30,-3.12,-3.12,8,117
40940,0.00,0.00,16,3.85,1.30,-3.12,-3.12,8,117
40988,0.00,0.00,16,3.85,1.30,-3.12,-3.12,8,117
41020,0.00,0.00,16,3.80,1.30,-3.91,-3.12,8,117
41060,0.00,0.00,16,3.80,1.30,-3.91,-3.12,8,117
41100,0.00,0.00,16,3.78,1.28,-3.12,-3.12,8,117
41140,0.00,0.00,16,3.78,1.28,-4.69,-3.12,8,117
41172,0.00,0.00,16,3.72,1.28,-4.69,-3.12,8,117
41212,0.00,0.00,16,3.73,1.28,-3.91,-3.12,8,117
41256,0.00,0.00,16,3.73,1.28,-3.91,-3.12,8,117
41294,0.00,0.00,16,3.65,1.28,-4.69,-3.12,8,117
41334,0.00,0.00,16,3.65,1.28,-4.69,-3.12,8,117
41374,0.00,0.00,16,3.67,1.28,-3.91,-3.12,8,117
41406,0.00,0.00,16,3.67,1.28,-4.69,-3.12,8,117
41446,0.00,0.00,16,3.60,1.26,-4.69,-3.12,8,117
41486,0.00,0.00,16,3.63,1.26,-3.91,-3.12,8,117
41526,0.00,0.00,16,3.63,1.26,-4.69,-3.12,8,117
41567,0.00,0.00,16,3.63,1.28,-4.69,-3.12,8,117
41607,0.00,0.00,16,3.63,1.28,-4.69,-3.12,8,117
41640,0.00,0.00,16,3.65,1.28,-4.69,-3.12,8,117
41680,0.00,0.00,16,3.65,1.28,-5.47,-3.12,8,117
41719,0.00,0.00,16,3.65,1.28,-5.47,-3.12,8,117
41758,0.00,0.00,16,3.67,1.28,-5.47,-3.12,8,117
41798,0.00,0.00,16,3.67,1.28,-5.47,-3.12,8,117
41830,0.00,0.00,16,3.58,1.28,-6.25,-3.12,8,117
41870,0.00,0.00,16,3.56,1.26,-6.25,-3.12,8,117
41910,0.00,0.00,16,3.56,1.26,-6.25,-3.12,8,117
41950,0.00,0.00,16,3.52,1.26,-7.03,-3.12,8,117
41992,0.00,0.00,16,3.52,1.26,-7.03,-3.12,8,117
42030,0.00,0.00,16,3.52,1.26,-6.25,-3.12,8,117
42062,0.00,0.00,16,3.52,1.26,-7.03,-3.12,8,117
42110,0.00,0.00,16,3.52,1.26,-7.03,-3.12,8,117
42142,0.00,0.00,16,3.52,1.26,-6.25,-3.12,8,117
42179,0.00,0.00,16,3.52,1.26,-6.25,-3.12,8,117
42219,0.00,0.00,16,3.49,1.28,-6.25,-3.12,8,117
42259,0.00,0.00,16,3.52,1.26,-6.25,-3.12,8,117
42299,0.00,0.00,16,3.52,1.26,-5.47,-3.12,8,117
42334,0.00,0.00,16,3.56,1.26,-5.47,-3.12,8,117
42374,0.00,0.00,16,3.56,1.26,-5.47,-3.12,8,117
42414,0.00,0.00,16,3.58,1.26,-5.47,-4.69,8,117
42454,0.00,0.00,16,3.58,1.26,-4.69,-4.69,8,117
42494,0.00,0.00,16,3.52,1.28,-4.69,-4.69,8,117
42534,0.00,0.00,16,3.52,1.26,-5.47,-4.69,8,117
42565,0.00,0.00,16,3.52,1.26,-4.69,-4.69,8,117
42605,0.00,0.00,16,3.52,1.26,-4.69,-4.69,8,117
42645,0.00,0.00,16,3.52,1.26,-4.69,-4.69,8,117
42685,0.00,0.00,16,3.56,1.26,-4.69,-4.69,8,117
42721,0.00,0.00,16,3.52,1.28,-4.69,-4.69,8,117
42761,0.00,0.00,16,3.52,1.28,-4.69,-4.69,8,117
42801,0.00,0.00,16,3.58,1.26,-4.69,-4.69,8,117
42841,0.00,0.00,16,3.58,1.26,-4.69,-4.69,8,117
42881,0.00,0.00,16,3.56,1.26,-4.69,-4.69,8,117
42921,0.00,0.00,16,3.58,1.28,-4.69,-4.69,8,117
42953,0.00,0.00,16,3.58,1.28,-4.69,-4.69,8,117
42993,0.00,0.00,16,3.52,1.28,-4.69,-4.69,8,117
43030,0.00,0.00,16,3.52,1.28,-4.69,-4.69,8,117
43073,0.00,0.00,16,3.56,1.28,-4.69,-4.69,8,117
43113,0.00,0.00,16,3.56,1.28,-4.69,-4.69,8,117
43153,0.00,0.00,16,3.73,1.30,-4.69,-4.69,8,117
43188,0.00,0.00,16,3.93,1.34,-4.69,-4.69,8,117
43232,0.00,0.00,16,3.93,1.34,-4.69,-4.69,8,117
43264,0.00,0.00,16,4.29,1.36,-4.69,-4.69,8,117
43304,0.00,0.00,16,4.29,1.36,-4.69,-4.69,8,117
43346,0.00,0.00,16,4.52,1.36,-4.69,-4.69,8,117
43379,0.00,0.00,16,4.92,1.40,-3.91,-4.69,8,117
43418,0.00,0.00,16,4.92,1.40,-4.69,-4.69,8,117
43458,0.00,0.00,16,5.40,1.44,-4.69,-4.69,8,117
43498,0.00,0.00,16,5.40,1.44,-3.91,-4.69,8,117
43538,0.00,0.00,16,5.72,1.46,-3.91,-4.69,8,117
43574,0.00,0.00,16,5.81,1.46,-3.91,-4.69,8,117
43614,0.00,0.00,16,5.81,1.46,-3.91,-4.69,8,117
43654,0.00,0.00,16,5.94,1.46,-3.91,-4.69,8,117
43694,0.00,0.00,16,5.94,1.46,-3.91,-4.69,8,117
43734,0.00,0.00,16,5.94,1.48,-3.91,-4.69,8,117
43766,0.00,0.00,16,5.98,1.48,-4.69,-4.69,8,117
43810,0.00,0.00,16,5.98,1.48,-5.47,-4.69,8,117
43846,0.00,0.00,16,6.04,1.48,-5.47,-4.69,8,117
43886,0.00,0.00,16,6.04,1.48,-5.47,-4.69,8,117
43926,0.00,0.00,16,6.07,1.48,-5.47,-4.69,8,117
43958,0.00,0.00,16,6.07,1.48,-5.47,-4.69,8,117
43998,0.00,0.00,16,6.22,1.50,-5.47,-4.69,8,117
44042,0.00,0.00,16,6.33,1.50,-4.69,-4.69,8,117
44078,0.00,0.00,16,6.33,1.50,-3.91,-4.69,8,117
44118,0.00,0.00,16,6.40,1.50,-3.91,-4.69,8,117
44155,0.00,0.00,16,6.40,1.50,-3.12,-4.69,8,117
44194,0.00,0.00,16,6.55,1.52,-3.12,-4.69,8,117
44236,0.00,0.00,16,6.70,1.52,-1.56,-4.69,8,117
44269,0.00,0.00,16,6.70,1.52,-0.78,-4.69,8,117
44309,0.00,0.00,16,6.81,1.54,0.00,-4.69,8,117
44353,0.00,0.00,16,6.81,1.54,1.56,-4.69,8,117
44385,0.00,0.00,16,6.88,1.54,1.56,-4.69,8,117
44425,0.00,0.00,16,7.06,1.56,2.34,-4.69,8,117
44465,0.00,0.00,16,7.06,1.56,2.34,-4.69,8,117
44505,0.00,0.00,16,7.26,1.58,2.34,-4.69,8,117
44540,0.00,0.00,16,7.26,1.58,2.34,-4.69,8,117
44580,0.00,0.00,16,7.70,1.60,1.56,-4.69,8,117
44620,0.00,0.00,16,7.94,1.62,1.56,-4.69,8,117
44660,0.00,0.00,16,7.94,1.62,1.56,-4.69,8,117
44700,0.00,0.00,16,8.36,1.64,1.56,-4.69,8,117
44740,0.00,0.00,16,8.36,1.64,0.78,-4.69,8,117
44776,0.00,0.00,16,8.78,1.66,0.78,-4.69,8,117
44816,0.00,0.00,16,8.78,1.66,-0.78,-4.69,8,117
44849,0.00,0.00,16,9.09,1.68,0.00,-4.69,8,117
44889,0.00,0.00,16,9.48,1.68,-1.56,-4.69,8,117
44929,0.00,0.00,16,9.48,1.68,-1.56,-4.69,8,117
44969,0.00,0.00,16,9.66,1.70,-1.56,-4.69,8,117
45008,0.00,0.00,16,9.66,1.70,-2.34,-4.69,8,117
45042,0.00,0.00,16,9.70,1.70,-3.12,-4.69,8,117
45082,0.00,0.00,16,9.93,1.70,-3.12,-4.69,8,117
45124,0.00,0.00,16,9.93,1.70,-3.12,-4.69,8,117
45164,0.00,0.00,16,9.88,1.70,-2.34,-4.69,8,117
45204,0.00,0.00,16,9.88,1.70,-2.34,-4.69,8,117
45240,0.00,0.00,16,9.93,1.72,-0.78,-4.69,8,117
45279,0.00,0.00,16,9.93,1.72,-0.78,-4.69,8,117
45316,0.00,0.00,16,9.93,1.72,0.00,-4.69,8,117
45356,0.00,0.00,16,10.03,1.72,0.00,-4.69,8,117
45398,0.00,0.00,16,10.03,1.72,0.00,-4.69,8,117
45437,0.00,0.00,16,9.84,1.70,0.00,-4.69,8,117
45469,0.00,0.00,16,9.88,1.72,0.78,-4.69,8,117
45509,0.00,0.00,16,9.88,1.72,0.78,-4.69,8,117
45549,0.00,0.00,16,9.97,1.70,0.78,-4.69,8,117
45589,0.00,0.00,16,9.97,1.70,0.78,-4.69,8,117
45629,0.00,0.00,16,10.03,1.72,0.78,-4.69,8,117
45669,0.00,0.00,16,10.03,1.72,0.78,-4.69,8,117
45701,0.00,0.00,16,9.26,1.56,0.78,-4.69,8,117
45741,0.00,0.00,16,5.30,1.36,0.78,-4.69,8,117
45784,0.00,0.00,16,5.30,1.36,0.78,-4.69,8,117
45816,0.00,0.00,16,3.96,1.30,0.78,-4.69,8,117
45860,0.00,0.00,16,3.96,1.30,0.00,-4.69,8,117
45900,0.00,0.00,16,3.60,1.26,0.00,-4.69,8,117
45932,0.00,0.00,16,3.40,1.26,-0.78,-3.12,8,117
45972,0.00,0.00,16,3.40,1.26,-1.56,-3.12,8,117
46012,0.00,0.00,16,3.45,1.26,-3.12,-3.12,8,117
46052,0.00,0.00,16,3.45,1.26,-3.91,-3.12,8,117
48076,0.00,0.00,16,3.45,1.26,-3.91,-3.12,8,117
48626,0.00,0.00,16,12.31,1.84,2.34,-4.69,8,118
48658,0.00,0.00,16,12.31,1.84,3.12,-4.69,8,118
48694,0.00,0.00,16,12.59,1.84,3.12,-4.69,8,118
48738,0.00,0.00,16,12.59,1.84,3.12,-4.69,8,118
48770,0.00,0.00,16,12.42,1.84,3.12,-4.69,8,118
48810,0.00,0.00,16,12.48,1.84,3.12,-4.69,8,118
48852,0.00,0.00,16,12.48,1.84,2.34,-4.69,8,118
48892,0.00,0.00,16,12.53,1.84,3.12,-4.69,8,118
48932,0.00,0.00,16,12.53,1.84,2.34,-4.69,8,118
48969,0.00,0.00,16,12.48,1.84,2.34,-4.69,8,118
49008,0.00,0.00,16,12.48,1.84,1.56,-4.69,8,118
49048,0.00,0.00,16,12.53,1.84,1.56,-4.69,8,118
49080,0.00,0.00,16,12.48,1.84,2.34,-4.69,8,118
49120,0.00,0.00,16,12.48,1.84,1.56,-4.69,8,118
49157,0.00,0.00,16,12.37,1.84,1.56,-4.69,8,118
49197,0.00,0.00,16,12.37,1.84,1.56,-4.69,8,118
49237,0.00,0.00,16,12.42,1.84,1.56,-4.69,8,118
49277,0.00,0.00,16,12.42,1.84,0.78,-4.69,8,118
49317,0.00,0.00,16,12.42,1.84,0.78,-4.69,8,118
49357,0.00,0.00,16,12.53,1.84,0.78,-5.47,8,118
49389,0.00,0.00,16,12.53,1.84,0.78,-5.47,8,118
49434,0.00,0.00,16,12.53,1.84,0.78,-5.47,8,118
49474,0.00,0.00,16,12.31,1.82,0.00,-4.69,8,118
49514,0.00,0.00,16,12.31,1.82,0.78,-4.69,8,118
49548,0.00,0.00,16,12.53,1.84,0.00,-4.69,8,118
49588,0.00,0.00,16,12.53,1.84,0.00,-4.69,8,118
49627,0.00,0.00,16,12.48,1.84,0.00,-4.69,8,118
49667,0.00,0.00,16,12.37,1.84,0.78,-4.69,8,118
49700,0.00,0.00,16,12.37,1.84,1.56,-4.69,8,118
49740,0.00,0.00,16,12.42,1.84,1.56,-4.69,8,118
49780,0.00,0.00,16,12.42,1.84,2.34,-4.69,8,118
49820,0.00,0.00,16,12.42,1.84,2.34,-4.69,8,118
49860,0.00,0.00,16,12.42,1.84,3.12,-4.69,8,118
49894,0.00,0.00,16,10.69,1.72,3.12,-4.69,8,118
49934,0.00,0.00,16,9.53,1.68,3.12,-4.69,8,118
49974,0.00,0.00,16,9.53,1.68,3.91,-4.69,8,118
50014,0.00,0.00,16,9.18,1.66,3.91,-4.69,8,118
50054,0.00,0.00,16,9.18,1.66,3.12,-4.69,8,118
50094,0.00,0.00,16,8.91,1.66,2.34,-4.69,8,118
50134,0.00,0.00,16,8.60,1.64,1.56,-4.69,8,118
50166,0.00,0.00,16,8.60,1.64,0.78,-4.69,8,118
50202,0.00,0.00,16,8.36,1.62,0.00,-4.69,8,118
50242,0.00,0.00,16,8.36,1.62,-1.56,-4.69,8,118
50282,0.00,0.00,16,8.03,1.60,-2.34,-4.69,8,118
50327,0.00,0.00,16,7.82,1.58,-3.12,-4.69,8,118
50360,0.00,0.00,16,7.82,1.58,-3.91,-4.69,8,118
50400,0.00,0.00,16,7.54,1.58,-3.91,-4.69,8,118
50440,0.00,0.00,16,7.54,1.58,-5.47,-4.69,8,118
50480,0.00,0.00,16,7.45,1.58,-4.69,-3.12,8,118
50512,0.00,0.00,16,7.33,1.56,-6.25,-3.12,8,118
50556,0.00,0.00,16,7.33,1.56,-6.25,-3.12,8,118
50593,0.00,0.00,16,7.14,1.54,-6.25,-3.12,8,118
50633,0.00,0.00,16,7.14,1.54,-7.03,-3.12,8,118
50672,0.00,0.00,16,6.95,1.54,-6.25,-3.12,8,118
50712,0.00,0.00,16,6.95,1.54,-7.03,-3.12,8,118
50744,0.00,0.00,16,6.81,1.52,-6.25,-3.12,8,118
50784,0.00,0.00,16,6.73,1.52,-7.03,-3.12,8,118
50824,0.00,0.00,16,6.73,1.52,-6.25,-3.12,8,118
50866,0.00,0.00,16,6.62,1.52,-6.25,-3.12,8,118
50906,0.00,0.00,16,6.62,1.52,-5.47,-3.12,8,118
50946,0.00,0.00,16,6.44,1.50,-6.25,-3.12,8,118
50978,0.00,0.00,16,6.37,1.50,-5.47,-3.12,8,118
51018,0.00,0.00,16,6.37,1.50,-5.47,-3.12,8,118
51057,0.00,0.00,16,6.29,1.50,-4.69,-3.12,8,118
51097,0.00,0.00,16,6.29,1.50,-4.69,-3.12,8,118
51137,0.00,0.00,16,6.22,1.48,-4.69,-3.12,8,118
51173,0.00,0.00,16,6.26,1.48,-3.91,-3.12,8,118
51213,0.00,0.00,16,6.26,1.48,-3.91,-3.12,8,118
51261,0.00,0.00,16,6.26,1.50,-3.12,-3.12,8,118
51293,0.00,0.00,16,6.26,1.50,-3.12,-3.12,8,118
51331,0.00,0.00,16,6.22,1.48,-2.34,-3.12,8,118
51363,0.00,0.00,16,6.18,1.48,-2.34,-3.12,8,118
51407,0.00,0.00,16,6.18,1.48,-1.56,-3.12,8,118
51447,0.00,0.00,16,6.18,1.48,-2.34,-3.12,8,118
51485,0.00,0.00,16,6.18,1.48,-1.56,-3.12,8,118
51522,0.00,0.00,16,6.15,1.48,-1.56,-3.12,8,118
51562,0.00,0.00,16,6.15,1.48,-1.56,-3.12,8,118
51598,0.00,0.00,16,6.11,1.48,-0.78,-3.12,8,118
51638,0.00,0.00,16,6.18,1.50,-0.78,-3.12,8,118
51678,0.00,0.00,16,6.18,1.50,-0.78,-3.12,8,118
51720,0.00,0.00,16,6.15,1.48,-0.78,-3.12,8,118
51753,0.00,0.00,16,6.15,1.48,-0.78,-3.12,8,118
51793,0.00,0.00,16,6.18,1.48,-0.78,-3.12,8,118
51832,0.00,0.00,16,6.11,1.48,-0.78,-3.12,8,118
51874,0.00,0.00,16,6.11,1.48,-1.56,-3.12,8,118
51914,0.00,0.00,16,6.07,1.48,-1.56,-3.12,8,118
51946,0.00,0.00,16,6.07,1.48,-2.34,-3.12,8,118
51989,0.00,0.00,16,6.00,1.48,-2.34,-3.12,8,118
52029,0.00,0.00,16,6.07,1.48,-2.34,-3.12,8,118
52061,0.00,0.00,16,6.07,1.48,-3.12,-3.12,8,118
52106,0.00,0.00,16,6.07,1.48,-3.91,-3.12,8,118
52146,0.00,0.00,16,6.07,1.48,-3.91,-3.12,8,118
52180,0.00,0.00,16,6.07,1.48,-4.69,-3.12,8,118
52222,0.00,0.00,16,6.07,1.48,-5.47,-3.12,8,118
52257,0.00,0.00,16,6.04,1.48,-5.47,-3.12,8,118
52298,0.00,0.00,16,6.04,1.48,-5.47,-3.12,8,118
52338,0.00,0.00,16,6.04,1.48,-5.47,-3.12,8,118
52378,0.00,0.00,16,6.07,1.48,-6.25,-3.12,8,118
52415,0.00,0.00,16,6.07,1.48,-6.25,-3.12,8,118
52454,0.00,0.00,16,6.04,1.48,-6.25,-3.12,8,118
52494,0.00,0.00,16,6.04,1.48,-6.25,-3.12,8,118
52532,0.00,0.00,16,6.04,1.48,-7.03,-3.12,8,118
52564,0.00,0.00,16,6.07,1.48,-7.03,-3.12,8,118
52604,0.00,0.00,16,6.07,1.48,-7.03,-3.12,8,118
52644,0.00,0.00,16,6.07,1.48,-7.03,-3.12,8,118
52684,0.00,0.00,16,6.00,1.48,-7.03,-3.12,8,118
52724,0.00,0.00,16,6.00,1.48,-7.03,-3.12,8,118
52764,0.00,0.00,16,6.00,1.48,-7.03,-3.12,8,118
52800,0.00,0.00,16,6.00,1.48,-7.03,-3.12,8,118
